,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925812,R1101,Agency Staff Pay,2525.82,25/11/2015,Resources,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925848,R1101,Agency Staff Pay,1037.87,25/11/2015,Resources,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925826,R1101,Agency Staff Pay,1290.93,25/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925858,R1101,Agency Staff Pay,1221.74,25/11/2015,Resources,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925844,R1101,Agency Staff Pay,2186.65,25/11/2015,Resources,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925746,R1101,Agency Staff Pay,1182.12,26/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925899,R1101,Agency Staff Pay,1149.07,26/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925910,R1101,Agency Staff Pay,1077.51,26/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925907,R1101,Agency Staff Pay,1066.71,26/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925871,R1101,Agency Staff Pay,2296.25,26/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925862,R1101,Agency Staff Pay,1025.84,26/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925839,R1101,Agency Staff Pay,1072.23,26/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925831,R1101,Agency Staff Pay,1330.89,26/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925813,R1101,Agency Staff Pay,1447.50,26/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925791,R1101,Agency Staff Pay,1182.12,26/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925790,R1101,Agency Staff Pay,1182.12,26/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925787,R1101,Agency Staff Pay,886.59,26/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925824,R1101,Agency Staff Pay,1623.03,27/11/2015,Communities,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925860,R1101,Agency Staff Pay,1369.23,27/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925909,R1101,Agency Staff Pay,2242.11,27/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50925819,R1101,Agency Staff Pay,2185.64,27/11/2015,Communities,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50928268,R1101,Agency Staff Pay,2185.64,30/11/2015,Communities,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50928339,R1101,Agency Staff Pay,632.91,30/11/2015,Resources,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50928323,R1101,Agency Staff Pay,1393.23,30/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50928303,R1101,Agency Staff Pay,1319.28,30/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50928299,R1101,Agency Staff Pay,576.46,30/11/2015,Resources,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50928298,R1101,Agency Staff Pay,1585.82,30/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50928875,R1101,Agency Staff Pay,1058.04,30/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50928293,R1101,Agency Staff Pay,1156.25,30/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50928884,R1101,Agency Staff Pay,1104.96,30/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50928290,R1101,Agency Staff Pay,2267.45,30/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50928864,R1101,Agency Staff Pay,1221.74,30/11/2015,Resources,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50928885,R1101,Agency Staff Pay,904.98,30/11/2015,People Group,,,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,50928880,R1101,Agency Staff Pay,1236.44,30/11/2015,People Group,,,
INSERTED DETAIL,204809,Peter Pan Pre-School,50916313,R6106,Private Providers - Early Years Funding,7631.99,09/11/2015,People Group,,,
INSERTED DETAIL,204809,Peter Pan Pre-School,50924021,R6106,Private Providers - Early Years Funding,1039.50,23/11/2015,People Group,,,
INSERTED DETAIL,100101,Peterborough City Council,50928849,R5848,Residential Care (Children),27869.00,27/11/2015,People Group,,,
INSERTED DETAIL,204816,PGL Travel Ltd,50916800,R4420,Leisure Services External,1480.00,10/11/2015,Schools,,,
INSERTED DETAIL,228413,PH.Services,50920019,R1601,Training - External,600.00,30/11/2015,Fire and Rescue,,,
INSERTED DETAIL,100403,Pharos Care Ltd,50913089,R5806,Residential Care (Adults),3122.32,02/11/2015,People Group,,,
INSERTED DETAIL,100403,Pharos Care Ltd,50913100,R5806,Residential Care (Adults),16501.36,02/11/2015,People Group,,,
INSERTED DETAIL,100403,Pharos Care Ltd,50929456,R5806,Residential Care (Adults),16501.36,30/11/2015,People Group,,,
INSERTED DETAIL,100403,Pharos Care Ltd,50929442,R5806,Residential Care (Adults),3122.32,30/11/2015,People Group,,,
INSERTED DETAIL,229259,Phil Darby Structures,50908328,R2001,Buildings Maintenance,3450.00,13/11/2015,Resources,,,
INSERTED DETAIL,229259,Phil Darby Structures,50908329,R2001,Buildings Maintenance,4200.00,19/11/2015,Resources,,,
INSERTED DETAIL,229259,Phil Darby Structures,50914084,C1030,"New Construction, Conversion & Renovation",3370.00,27/11/2015,Capital,,,
INSERTED DETAIL,229259,Phil Darby Structures,50914751,C1030,"New Construction, Conversion & Renovation",1860.00,27/11/2015,Capital,,,
INSERTED DETAIL,229259,Phil Darby Structures,50914083,C1030,"New Construction, Conversion & Renovation",1184.00,27/11/2015,Capital,,,
INSERTED DETAIL,216939,Phoenix Fostering,50909623,R5822,Foster Care Payments - External,5900.00,04/11/2015,People Group,,,
INSERTED DETAIL,216939,Phoenix Fostering,50898944,R5822,Foster Care Payments - External,5900.00,06/11/2015,People Group,,,
INSERTED DETAIL,216939,Phoenix Fostering,50898945,R5822,Foster Care Payments - External,5900.00,13/11/2015,People Group,,,
INSERTED DETAIL,216939,Phoenix Fostering,50909624,R5822,Foster Care Payments - External,5900.00,27/11/2015,People Group,,,
INSERTED DETAIL,204836,Phoenix Psychological Services Ltd (****5346),50915289,R5849,Counselling Services (Children),550.00,06/11/2015,People Group,,,
INSERTED DETAIL,204836,Phoenix Psychological Services Ltd (****5346),50916961,R5802,Substitute Care,720.00,10/11/2015,People Group,,,
INSERTED DETAIL,204836,Phoenix Psychological Services Ltd (****5346),50916960,R5802,Substitute Care,540.00,10/11/2015,People Group,,,
INSERTED DETAIL,204836,Phoenix Psychological Services Ltd (****5346),50916958,R5802,Substitute Care,900.00,10/11/2015,People Group,,,
INSERTED DETAIL,204836,Phoenix Psychological Services Ltd (****5346),50926717,R5802,Substitute Care,1200.00,27/11/2015,People Group,,,
INSERTED DETAIL,204837,Phoenix Software Ltd,50899357,R4506,IT Support & Maintenance,16914.70,05/11/2015,Resources,,,
INSERTED DETAIL,204837,Phoenix Software Ltd,50904949,R4512,Software,1200.00,13/11/2015,Resources,,,
INSERTED DETAIL,204838,Phonak Group Ltd,50915708,R4007,Equipment,975.00,05/11/2015,People Group,,,
INSERTED DETAIL,204838,Phonak Group Ltd,50915707,R4007,Equipment,600.00,05/11/2015,People Group,,,
INSERTED DETAIL,204838,Phonak Group Ltd,50916453,R4007,Equipment,2208.00,10/11/2015,People Group,,,
INSERTED DETAIL,204838,Phonak Group Ltd,50915706,R4007,Equipment,7784.00,10/11/2015,People Group,,,
INSERTED DETAIL,204838,Phonak Group Ltd,50913840,R4007,Equipment,11168.00,11/11/2015,People Group,,,
INSERTED DETAIL,204838,Phonak Group Ltd,50917758,R4007,Equipment,-11168.00,11/11/2015,People Group,,,
INSERTED DETAIL,204838,Phonak Group Ltd,50924564,R4007,Equipment,600.00,19/11/2015,People Group,,,
INSERTED DETAIL,204845,Pick Everard,50917986,C1050,External Fees,909.49,11/11/2015,Capital,,,
INSERTED DETAIL,204845,Pick Everard,50917985,C1050,External Fees,4723.77,11/11/2015,Capital,,,
INSERTED DETAIL,100029,Pinnacle Care Ltd,50912863,R5806,Residential Care (Adults),1859.04,02/11/2015,People Group,,,
INSERTED DETAIL,100029,Pinnacle Care Ltd,50912863,R5806,Residential Care (Adults),1859.04,02/11/2015,People Group,,,
INSERTED DETAIL,100029,Pinnacle Care Ltd,50912863,R5806,Residential Care (Adults),3850.87,02/11/2015,People Group,,,
INSERTED DETAIL,100029,Pinnacle Care Ltd,50910004,R1601,Training - External,1470.00,06/11/2015,People Group,,,
INSERTED DETAIL,100029,Pinnacle Care Ltd,50929405,R5806,Residential Care (Adults),1859.04,30/11/2015,People Group,,,
INSERTED DETAIL,100029,Pinnacle Care Ltd,50929405,R5806,Residential Care (Adults),5577.12,30/11/2015,People Group,,,
INSERTED DETAIL,207696,Pitney Bowes Purchase Power ****4777,50917048,R4023,Franking Machine Rental/Purchase,509.75,10/11/2015,People Group,,,
INSERTED DETAIL,207696,Pitney Bowes Purchase Power ****4777,50924964,R4309,Postage & Carriage,836.82,23/11/2015,People Group,,,
INSERTED DETAIL,207696,Pitney Bowes Purchase Power ****4777,50927119,R4309,Postage & Carriage,10100.00,25/11/2015,Resources,,,
INSERTED DETAIL,207696,Pitney Bowes Purchase Power ****4777,50928810,R4309,Postage & Carriage,4009.00,27/11/2015,Resources,,,
INSERTED DETAIL,207696,Pitney Bowes Purchase Power ****4777,50928935,R4309,Postage & Carriage,1013.00,30/11/2015,Communities,,,
INSERTED DETAIL,223944,Platinum Care For You Ltd,50917198,R5805,Homecare - External Domiciliary (Adults),1923.53,26/11/2015,People Group,,,
INSERTED DETAIL,223944,Platinum Care For You Ltd,50917399,R5805,Homecare - External Domiciliary (Adults),1575.90,26/11/2015,People Group,,,
INSERTED DETAIL,223944,Platinum Care For You Ltd,50917363,R5805,Homecare - External Domiciliary (Adults),1946.70,26/11/2015,People Group,,,
INSERTED DETAIL,223944,Platinum Care For You Ltd,50917360,R5805,Homecare - External Domiciliary (Adults),556.20,26/11/2015,People Group,,,
INSERTED DETAIL,223944,Platinum Care For You Ltd,50924241,R5805,Homecare - External Domiciliary (Adults),648.90,26/11/2015,People Group,,,
INSERTED DETAIL,223944,Platinum Care For You Ltd,50917183,R5805,Homecare - External Domiciliary (Adults),880.65,26/11/2015,People Group,,,
INSERTED DETAIL,223944,Platinum Care For You Ltd,50917197,R5805,Homecare - External Domiciliary (Adults),803.40,26/11/2015,People Group,,,
INSERTED DETAIL,223944,Platinum Care For You Ltd,50917359,R5805,Homecare - External Domiciliary (Adults),865.20,26/11/2015,People Group,,,
INSERTED DETAIL,100459,Platinum Care Services,50913051,R5806,Residential Care (Adults),4088.04,02/11/2015,People Group,,,
INSERTED DETAIL,204880,Playbox Theatre Ltd,50923926,R4701,Grants To External Organisations,5000.00,19/11/2015,Communities,,,
INSERTED DETAIL,204881,Playdays Pre-School Nursery,50916314,R6106,Private Providers - Early Years Funding,3249.75,09/11/2015,People Group,,,
INSERTED DETAIL,211788,PlaySmart UK Ltd,50908870,R2751,Grounds Maintenance Non Contract,1600.00,13/11/2015,Communities,,,
INSERTED DETAIL,999982,Polesworth Abbey PCC,50911226,R5501,Grants to Organisations & Voluntary Bodies,600.00,11/11/2015,Communities,,,
INSERTED DETAIL,204890,Polesworth Academy School,50916420,R5604,Commissioned Works,17500.00,10/11/2015,People Group,,,
INSERTED DETAIL,204890,Polesworth Academy School,50922175,R6107,SEN Statements Funding - Non-Maintained Schools,2784.00,17/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50912860,R5806,Residential Care (Adults),7210.44,02/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50912860,R5806,Residential Care (Adults),104778.99,02/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924887,R5810,Adult Day Care,1056.00,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924859,R5810,Adult Day Care,911.20,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924888,R5810,Adult Day Care,953.60,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924890,R5810,Adult Day Care,916.60,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924891,R5810,Adult Day Care,988.00,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924892,R5810,Adult Day Care,1088.00,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924893,R5810,Adult Day Care,1876.80,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924894,R5810,Adult Day Care,639.20,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924895,R5810,Adult Day Care,544.00,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924897,R5810,Adult Day Care,816.00,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924898,R5851,Supported Living,1752.72,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924931,R5851,Supported Living,1430.08,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924932,R5851,Supported Living,1321.08,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924933,R5851,Supported Living,2145.12,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924934,R5805,Homecare - External Domiciliary (Adults),960.16,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924935,R5805,Homecare - External Domiciliary (Adults),2033.28,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924936,R5805,Homecare - External Domiciliary (Adults),903.68,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924938,R5805,Homecare - External Domiciliary (Adults),564.80,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925065,R5851,Supported Living,2367.48,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925066,R5851,Supported Living,560.72,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925078,R5851,Supported Living,3780.12,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925079,R5851,Supported Living,1491.12,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925081,R5851,Supported Living,1778.88,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925082,R5851,Supported Living,996.80,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925083,R5851,Supported Living,5859.84,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924860,R5810,Adult Day Care,911.20,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925086,R5851,Supported Living,863.28,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925087,R5851,Supported Living,2092.80,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925089,R5851,Supported Living,784.80,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925090,R5851,Supported Living,2236.68,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925091,R5851,Supported Living,560.72,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925092,R5851,Supported Living,1975.00,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925093,R5851,Supported Living,1739.64,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925094,R5851,Supported Living,819.68,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925098,R5851,Supported Living,906.88,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50925099,R5851,Supported Living,1121.40,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50924886,R5810,Adult Day Care,829.60,23/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50927915,R5810,Adult Day Care,689.64,25/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50929391,R5806,Residential Care (Adults),100744.49,30/11/2015,People Group,,,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,50929391,R5806,Residential Care (Adults),7210.44,30/11/2015,People Group,,,
INSERTED DETAIL,204894,Polesworth Pre-school,50916315,R6106,Private Providers - Early Years Funding,10124.86,09/11/2015,People Group,,,
INSERTED DETAIL,204894,Polesworth Pre-school,50924022,R6106,Private Providers - Early Years Funding,4261.95,23/11/2015,People Group,,,
INSERTED DETAIL,204902,Portakabin Ltd,50914080,C1030,"New Construction, Conversion & Renovation",5403.67,17/11/2015,Capital,,,
INSERTED DETAIL,204902,Portakabin Ltd,50921348,C1030,"New Construction, Conversion & Renovation",-1742.00,17/11/2015,Capital,,,
INSERTED DETAIL,204902,Portakabin Ltd,50914081,C1030,"New Construction, Conversion & Renovation",5013.69,18/11/2015,Capital,,,
INSERTED DETAIL,204902,Portakabin Ltd,50919733,C1030,"New Construction, Conversion & Renovation",3640.01,18/11/2015,Capital,,,
INSERTED DETAIL,100154,Portland College,50913052,R5806,Residential Care (Adults),3388.00,02/11/2015,People Group,,,
INSERTED DETAIL,201152,Portrest Ltd t/a Catteralls Coaches,50921514,R4915,Educational Visits Expenditure,500.00,17/11/2015,Schools,,,
INSERTED DETAIL,201152,Portrest Ltd t/a Catteralls Coaches,50922368,R3204,Home To School / College Transport,1320.00,17/11/2015,Communities,,,
INSERTED DETAIL,201152,Portrest Ltd t/a Catteralls Coaches,50908926,R3204,Home To School / College Transport,-1980.00,17/11/2015,Communities,,,
INSERTED DETAIL,201152,Portrest Ltd t/a Catteralls Coaches,50922350,R3204,Home To School / College Transport,-660.00,18/11/2015,Communities,,,
INSERTED DETAIL,208042,Positive About Young People,50915718,R5604,Commissioned Works,1649.00,19/11/2015,People Group,,,
INSERTED DETAIL,208042,Positive About Young People,50915722,R5604,Commissioned Works,1649.00,19/11/2015,People Group,,,
INSERTED DETAIL,208042,Positive About Young People,50915727,R5604,Commissioned Works,1404.00,19/11/2015,People Group,,,
INSERTED DETAIL,208042,Positive About Young People,50915728,R5604,Commissioned Works,1836.00,19/11/2015,People Group,,,
INSERTED DETAIL,208042,Positive About Young People,50915712,R5604,Commissioned Works,1649.00,19/11/2015,People Group,,,
INSERTED DETAIL,208042,Positive About Young People,50915729,R5604,Commissioned Works,972.00,19/11/2015,People Group,,,
INSERTED DETAIL,208042,Positive About Young People,50909923,R5604,Commissioned Works,873.00,19/11/2015,People Group,,,
INSERTED DETAIL,208042,Positive About Young People,50909924,R6107,SEN Statements Funding - Non-Maintained Schools,1649.00,19/11/2015,People Group,,,
INSERTED DETAIL,208042,Positive About Young People,50915711,R5604,Commissioned Works,1164.00,19/11/2015,People Group,,,
INSERTED DETAIL,229938,Positive Mind Psychological Services Ltd,50925085,R4443,Professional Fees Admin,1561.60,26/11/2015,Resources,,,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,50917372,R5805,Homecare - External Domiciliary (Adults),1740.00,10/11/2015,People Group,,,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,50917327,R5805,Homecare - External Domiciliary (Adults),1260.00,10/11/2015,People Group,,,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,50917328,R5805,Homecare - External Domiciliary (Adults),1680.00,10/11/2015,People Group,,,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,50917329,R5805,Homecare - External Domiciliary (Adults),1770.00,10/11/2015,People Group,,,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,50917371,R5805,Homecare - External Domiciliary (Adults),1680.00,10/11/2015,People Group,,,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,50917331,R5805,Homecare - External Domiciliary (Adults),517.50,10/11/2015,People Group,,,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,50917373,R5805,Homecare - External Domiciliary (Adults),1680.00,10/11/2015,People Group,,,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,50917353,R5805,Homecare - External Domiciliary (Adults),525.00,10/11/2015,People Group,,,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,50917370,R5805,Homecare - External Domiciliary (Adults),1680.00,10/11/2015,People Group,,,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,50917330,R5805,Homecare - External Domiciliary (Adults),1680.00,10/11/2015,People Group,,,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,50918034,R5805,Homecare - External Domiciliary (Adults),1117.50,11/11/2015,People Group,,,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,50917332,R5805,Homecare - External Domiciliary (Adults),2100.00,11/11/2015,People Group,,,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,50917905,R5805,Homecare - External Domiciliary (Adults),1680.00,11/11/2015,People Group,,,
INSERTED DETAIL,213055,Precious Support Services,50925343,R5805,Homecare - External Domiciliary (Adults),2804.07,30/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50898295,R1601,Training - External,825.00,06/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50898535,R1601,Training - External,715.00,06/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50900376,R1601,Training - External,7920.00,06/11/2015,Resources,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50900380,R1690,Internal Expenditure - Training,2520.00,06/11/2015,Resources,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50900381,R1601,Training - External,595.00,06/11/2015,Resources,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50900954,R1601,Training - External,960.00,06/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50900955,R1601,Training - External,583.00,06/11/2015,Resources,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50900956,R1601,Training - External,1920.00,06/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50905803,R1601,Training - External,715.00,13/11/2015,Resources,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50905804,R1601,Training - External,1540.00,13/11/2015,Resources,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50905807,R1601,Training - External,630.00,13/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50908914,R1601,Training - External,715.00,19/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50909915,R1601,Training - External,638.00,19/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50909914,R1601,Training - External,946.00,19/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50909913,R1601,Training - External,726.00,19/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50907408,R1601,Training - External,2263.00,19/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50908918,R1601,Training - External,595.00,19/11/2015,Resources,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50908920,R1601,Training - External,700.00,19/11/2015,Resources,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50909626,R1601,Training - External,715.00,19/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50911338,R1601,Training - External,1530.00,26/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50905805,R1601,Training - External,550.00,26/11/2015,People Group,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50913385,R1690,Internal Expenditure - Training,550.00,27/11/2015,Resources,,,
INSERTED DETAIL,223025,Premier People Solutions Ltd,50913201,R1601,Training - External,650.00,27/11/2015,Resources,,,
INSERTED DETAIL,208529,Primary Water Solutions,50916484,R2023,Mechanical (LM),750.00,06/11/2015,Resources,,,
INSERTED DETAIL,100207,Prime Life Ltd,50912861,R5806,Residential Care (Adults),3827.76,02/11/2015,People Group,,,
INSERTED DETAIL,100207,Prime Life Ltd,50912861,R5806,Residential Care (Adults),25131.26,02/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50913055,R5806,Residential Care (Adults),1936.60,02/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50912895,R5806,Residential Care (Adults),1899.28,02/11/2015,People Group,,,
INSERTED DETAIL,100207,Prime Life Ltd,50912861,R5806,Residential Care (Adults),5450.56,02/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50913057,R5806,Residential Care (Adults),1899.28,02/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50913056,R5806,Residential Care (Adults),4196.64,02/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50912920,R5806,Residential Care (Adults),5950.16,02/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50913054,R5806,Residential Care (Adults),2270.44,02/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50913053,R5806,Residential Care (Adults),1119.20,02/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50913001,R5806,Residential Care (Adults),2250.12,02/11/2015,People Group,,,
INSERTED DETAIL,100207,Prime Life Ltd,50912861,R5806,Residential Care (Adults),7750.04,02/11/2015,People Group,,,
INSERTED DETAIL,100207,Prime Life Ltd,50912861,R5806,Residential Care (Adults),1963.88,02/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50913964,R5807,SLA Social Care Provision,77244.00,10/11/2015,People Group,,,
INSERTED DETAIL,100207,Prime Life Ltd,50913932,R5807,SLA Social Care Provision,71592.00,10/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50929209,R5806,Residential Care (Adults),5950.16,30/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50929178,R5806,Residential Care (Adults),1899.28,30/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50929392,R5806,Residential Care (Adults),1119.20,30/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50929393,R5806,Residential Care (Adults),2270.44,30/11/2015,People Group,,,
INSERTED DETAIL,100320,Prime Life Ltd,50929394,R5806,Residential Care (Adults),1936.60,30/11/2015,People Group,,,
INSERTED DETAIL,100207,Prime Life Ltd,50929395,R5806,Residential Care (Adults),5891.64,30/11/2015,People Group,,,
