,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,
INSERTED DETAIL,216384,Individual Support Solutions Ltd,50910093,R5851,Supported Living,3136.00,28/10/2015,People Group,,
INSERTED DETAIL,216384,Individual Support Solutions Ltd,50910079,R5851,Supported Living,3136.00,28/10/2015,People Group,,
INSERTED DETAIL,229498,Infection Control Consultancy,50890638,R5702,Payments to External Contractors,10000.00,09/10/2015,Communities,,
INSERTED DETAIL,202841,Infor (United Kingdom) Ltd,50896415,R4507,IT Systems Development,5525.00,08/10/2015,Resources,,
INSERTED DETAIL,202841,Infor (United Kingdom) Ltd,50896416,R4507,IT Systems Development,850.00,08/10/2015,Resources,,
INSERTED DETAIL,202845,Informed Assessment Ltd,50894198,R1701,Staff Advertising,1400.00,08/10/2015,Communities,,
INSERTED DETAIL,202845,Informed Assessment Ltd,50909261,R4409,Consultancy,970.50,30/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901166,R4409,Consultancy,750.00,12/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901192,R4409,Consultancy,1935.00,12/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901141,R4409,Consultancy,1265.00,12/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901144,R4409,Consultancy,1123.50,12/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901142,R4409,Consultancy,2655.33,13/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901143,R4409,Consultancy,5905.33,13/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901145,R4409,Consultancy,2655.33,13/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901163,R4409,Consultancy,5905.33,13/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901164,R4409,Consultancy,3692.73,13/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901165,R4409,Consultancy,2655.33,13/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901167,R4409,Consultancy,2655.33,13/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901191,R4409,Consultancy,3611.17,13/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901138,R4409,Consultancy,5613.19,13/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901139,R4409,Consultancy,12354.00,13/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901140,R4409,Consultancy,2655.33,13/10/2015,Resources,,
INSERTED DETAIL,229009,Ingenium Archial Limited,50901934,C1050,External Fees,2866.65,14/10/2015,Capital,,
INSERTED DETAIL,100142,Ingleby House Ltd,50897247,R5806,Residential Care (Adults),23473.52,05/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50886284,R5805,Homecare - External Domiciliary (Adults),1134.00,19/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50905211,R5805,Homecare - External Domiciliary (Adults),795.00,19/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50905239,R5805,Homecare - External Domiciliary (Adults),1440.00,19/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50905264,R5805,Homecare - External Domiciliary (Adults),630.00,19/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50905244,R5805,Homecare - External Domiciliary (Adults),630.00,19/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50905246,R5805,Homecare - External Domiciliary (Adults),1470.00,19/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50886283,R5805,Homecare - External Domiciliary (Adults),930.00,19/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50905266,R5805,Homecare - External Domiciliary (Adults),526.50,19/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50886313,R5805,Homecare - External Domiciliary (Adults),1026.00,19/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50905243,R5805,Homecare - External Domiciliary (Adults),630.00,19/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50905252,R5805,Homecare - External Domiciliary (Adults),630.00,23/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50905212,R5805,Homecare - External Domiciliary (Adults),795.00,28/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50905253,R5805,Homecare - External Domiciliary (Adults),1470.00,29/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50905247,R5805,Homecare - External Domiciliary (Adults),1440.00,29/10/2015,People Group,,
INSERTED DETAIL,226170,Insafehands Community Care Services Ltd,50905251,R5805,Homecare - External Domiciliary (Adults),630.00,29/10/2015,People Group,,
INSERTED DETAIL,228587,Inspired Building Systems Ltd,50894467,C1030,"New Construction, Conversion & Renovation",750.00,02/10/2015,Capital,,
INSERTED DETAIL,228587,Inspired Building Systems Ltd,50907036,C1030,"New Construction, Conversion & Renovation",29250.00,23/10/2015,Capital,,
INSERTED DETAIL,202877,Insulation Contracting Services,50896158,C1030,"New Construction, Conversion & Renovation",3341.00,01/10/2015,Capital,,
INSERTED DETAIL,202877,Insulation Contracting Services,50904012,C1030,"New Construction, Conversion & Renovation",14616.00,16/10/2015,Capital,,
INSERTED DETAIL,220816,Integra Technology Solutions,50897559,R2024,Electrical (LE),708.00,02/10/2015,Resources,,
INSERTED DETAIL,229677,Integrated Psychotherapy Service for Early Years,50903709,R5702,Payments to External Contractors,9910.00,16/10/2015,Communities,,
INSERTED DETAIL,100325,Interhaze Ltd  T/A Sebright House Care Home,50897347,R5806,Residential Care (Adults),5721.88,05/10/2015,People Group,,
INSERTED DETAIL,100325,Interhaze Ltd  T/A Sebright House Care Home,50897347,R5806,Residential Care (Adults),3328.76,05/10/2015,People Group,,
INSERTED DETAIL,100325,Interhaze Ltd  T/A Sebright House Care Home,50897347,R5806,Residential Care (Adults),1671.43,05/10/2015,People Group,,
INSERTED DETAIL,100325,Interhaze Ltd  T/A Sebright House Care Home,50897347,R5806,Residential Care (Adults),3508.80,05/10/2015,People Group,,
INSERTED DETAIL,100325,Interhaze Ltd  T/A Sebright House Care Home,50897347,R5806,Residential Care (Adults),3264.00,05/10/2015,People Group,,
INSERTED DETAIL,218123,Interhaze t/a Holyhead Care Centre,50897234,R5806,Residential Care (Adults),1595.24,05/10/2015,People Group,,
INSERTED DETAIL,218123,Interhaze t/a Holyhead Care Centre,50897234,R5806,Residential Care (Adults),1560.00,05/10/2015,People Group,,
INSERTED DETAIL,218123,Interhaze t/a Holyhead Care Centre,50897234,R5806,Residential Care (Adults),1595.24,05/10/2015,People Group,,
INSERTED DETAIL,229107,Intex Hall & Graham Ltd,50898205,C1030,"New Construction, Conversion & Renovation",7681.26,30/10/2015,Capital,,
INSERTED DETAIL,214103,IPP Education Ltd - CIPP Course Fees (****9723),50887982,R1601,Training - External,2495.00,09/10/2015,Resources,,
INSERTED DETAIL,214103,IPP Education Ltd - CIPP Course Fees (****9723),50888175,R1601,Training - External,2495.00,09/10/2015,Resources,,
INSERTED DETAIL,202898,Iron Mountain Secure Shredding Ltd,50908234,R4931,General Fees,13753.30,30/10/2015,Resources,,
INSERTED DETAIL,209227,ITSA Ltd,50904469,R5702,Payments to External Contractors,954.18,16/10/2015,Communities,,
INSERTED DETAIL,209227,ITSA Ltd,50904468,R5702,Payments to External Contractors,990.00,16/10/2015,Communities,,
INSERTED DETAIL,229059,J Mitchell Ltd,50896058,R1601,Training - External,750.00,29/10/2015,Resources,,
INSERTED DETAIL,225337,J R Education Ltd,50902492,R4458,Pupil Premium Payment,660.00,16/10/2015,Schools,,
INSERTED DETAIL,219135,J T Love - Holmleigh Boarding Kennels,50899009,R4912,Protection Of Clients Property,630.00,07/10/2015,People Group,,
INSERTED DETAIL,224826,J&K Partnership t/a Meadow House,50897274,R5806,Residential Care (Adults),1839.60,05/10/2015,People Group,,
INSERTED DETAIL,223487,Jacobs Feasey Associates Ltd,50896968,R4443,Professional Fees Admin,1840.00,02/10/2015,Schools,,
INSERTED DETAIL,223487,Jacobs Feasey Associates Ltd,50896969,R4443,Professional Fees Admin,682.00,02/10/2015,Schools,,
INSERTED DETAIL,100300,James Hirons Home,50897251,R5806,Residential Care (Adults),2644.00,05/10/2015,People Group,,
INSERTED DETAIL,203079,Jay Fostering Ltd,50897823,R5801,Other Child Care,3167.10,06/10/2015,People Group,,
INSERTED DETAIL,203079,Jay Fostering Ltd,50897826,R5801,Other Child Care,3167.10,06/10/2015,People Group,,
INSERTED DETAIL,203079,Jay Fostering Ltd,50897825,R5801,Other Child Care,3167.10,06/10/2015,People Group,,
INSERTED DETAIL,203079,Jay Fostering Ltd,50897824,R5801,Other Child Care,3150.00,06/10/2015,People Group,,
INSERTED DETAIL,203079,Jay Fostering Ltd,50888532,R5822,Foster Care Payments - External,2992.50,14/10/2015,People Group,,
INSERTED DETAIL,203079,Jay Fostering Ltd,50906682,R5801,Other Child Care,3167.10,21/10/2015,People Group,,
INSERTED DETAIL,203079,Jay Fostering Ltd,50906683,R5801,Other Child Care,3272.67,21/10/2015,People Group,,
INSERTED DETAIL,203086,Jc Associates,50900248,R1101,Agency Staff Pay,1355.00,09/10/2015,Resources,,
INSERTED DETAIL,208352,Jeakins Weir Ltd,50896458,C1030,"New Construction, Conversion & Renovation",198836.57,01/10/2015,Capital,,
INSERTED DETAIL,208352,Jeakins Weir Ltd,50894358,C1030,"New Construction, Conversion & Renovation",87384.79,05/10/2015,Capital,,
INSERTED DETAIL,208352,Jeakins Weir Ltd,50896887,C1030,"New Construction, Conversion & Renovation",88152.21,13/10/2015,Capital,,
,, JIGSAW SYSTEMS LTD , P-CARD ,,," 1,110.50 ",19/10/2015,,,
INSERTED DETAIL,228162,JNE Security Ltd,50890341,R4612,Projects,942.00,16/10/2015,Communities,,
INSERTED DETAIL,203196,John Laing Rail Infrastructure Ltd,50899339,R4409,Consultancy,902.74,14/10/2015,Communities,,
INSERTED DETAIL,203202,John Packer Ltd,50905107,R4056,Learning Resources Curriculum,958.33,16/10/2015,Schools,,
INSERTED DETAIL,203215,Johnsons (Henley) Ltd T/a Johnsons Quality Coach & Bus Travel,50894701,R9305,Charges,-10654.80,01/10/2015,Communities,,
INSERTED DETAIL,203215,Johnsons (Henley) Ltd T/a Johnsons Quality Coach & Bus Travel,50896024,R5204,Concessionary Fares,22009.21,01/10/2015,Communities,,
INSERTED DETAIL,203215,Johnsons (Henley) Ltd T/a Johnsons Quality Coach & Bus Travel,50910556,R5204,Concessionary Fares,22009.21,28/10/2015,Communities,,
INSERTED DETAIL,203215,Johnsons (Henley) Ltd T/a Johnsons Quality Coach & Bus Travel,50911309,R9305,Charges,-8318.00,29/10/2015,Communities,,
INSERTED DETAIL,226786,Jonathan Taylor Consulting Ltd,50910977,R5604,Commissioned Works,1000.00,28/10/2015,People Group,,
INSERTED DETAIL,226786,Jonathan Taylor Consulting Ltd,50899325,R5604,Commissioned Works,3000.00,30/10/2015,People Group,,
INSERTED DETAIL,222172,Jones Lang LaSalle Ltd,50900364,R5702,Payments to External Contractors,8779.59,12/10/2015,Communities,,
INSERTED DETAIL,203241,Jp Graphic Design,50909184,R4409,Consultancy,1160.00,30/10/2015,People Group,,
INSERTED DETAIL,221332,JPF Recruitment Ltd,50881105,R1101,Agency Staff Pay,1023.75,01/10/2015,People Group,,
INSERTED DETAIL,221332,JPF Recruitment Ltd,50881104,R1101,Agency Staff Pay,725.63,01/10/2015,People Group,,
INSERTED DETAIL,221219,K & K Healthcare Ltd (t/a Kasli Phamacy),50903976,R5702,Payments to External Contractors,757.65,19/10/2015,Communities,,
INSERTED DETAIL,226382,KAAD Care t/a Lotus Care,50886117,R5805,Homecare - External Domiciliary (Adults),1199.52,02/10/2015,People Group,,
INSERTED DETAIL,219734,Kay M Clarke Training,50911302,R4616,Activities Expenses,1000.00,28/10/2015,Communities,,
INSERTED DETAIL,203367,Keltruck Ltd,50899976,R4030,Materials,558.27,08/10/2015,Communities,,
INSERTED DETAIL,203367,Keltruck Ltd,50899980,R4030,Materials,994.16,08/10/2015,Communities,,
INSERTED DETAIL,203367,Keltruck Ltd,50899906,R4030,Materials,908.62,08/10/2015,Communities,,
INSERTED DETAIL,203367,Keltruck Ltd,50899911,R4030,Materials,509.52,09/10/2015,Communities,,
INSERTED DETAIL,203367,Keltruck Ltd,50909885,R4030,Materials,1170.87,26/10/2015,Communities,,
INSERTED DETAIL,203367,Keltruck Ltd,50909780,R4030,Materials,666.50,26/10/2015,Communities,,
INSERTED DETAIL,203367,Keltruck Ltd,50909724,R4030,Materials,861.84,26/10/2015,Communities,,
INSERTED DETAIL,203367,Keltruck Ltd,50909720,R4030,Materials,632.38,26/10/2015,Communities,,
INSERTED DETAIL,203367,Keltruck Ltd,50909722,R4030,Materials,938.22,26/10/2015,Communities,,
INSERTED DETAIL,203368,Kelway Ltd,50881616,R4503,Hardware,631.00,01/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50882869,R4503,Hardware,2524.00,02/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50883990,R4503,Hardware,1000.00,02/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50883375,R4503,Hardware,631.00,02/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50883374,R4503,Hardware,631.00,02/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50882868,R4503,Hardware,1262.00,02/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50883373,R4503,Hardware,631.00,02/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50884525,R4503,Hardware,631.00,07/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50884526,R4503,Hardware,1041.00,07/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50885040,R4503,Hardware,741.35,08/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50885039,R4503,Hardware,796.35,08/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50885502,R4503,Hardware,631.00,09/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50892288,R4503,Hardware,57600.00,09/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50886586,R4503,Hardware,937.00,09/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50885996,R4503,Hardware,5750.00,09/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50885995,R4503,Hardware,948.00,09/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50885994,R4503,Hardware,5750.00,09/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50885488,R4503,Hardware,631.00,09/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50885487,R4503,Hardware,631.00,09/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50889803,R4503,Hardware,631.00,16/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50889657,R4503,Hardware,631.00,16/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50889656,R4503,Hardware,639.45,16/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50894624,R4503,Hardware,2524.00,23/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50892714,R4503,Hardware,949.64,23/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50897843,R4503,Hardware,3496.00,30/10/2015,Resources,,
INSERTED DETAIL,203368,Kelway Ltd,50897842,R4503,Hardware,598.00,30/10/2015,Resources,,
INSERTED DETAIL,100077,Kenilworth Grange - Care UK,50897254,R5806,Residential Care (Adults),4505.20,05/10/2015,People Group,,
INSERTED DETAIL,100077,Kenilworth Grange - Care UK,50897254,R5806,Residential Care (Adults),12215.16,05/10/2015,People Group,,
INSERTED DETAIL,100077,Kenilworth Grange - Care UK,50897254,R5806,Residential Care (Adults),10624.43,05/10/2015,People Group,,
INSERTED DETAIL,100077,Kenilworth Grange - Care UK,50897254,R5806,Residential Care (Adults),9377.28,05/10/2015,People Group,,
INSERTED DETAIL,100077,Kenilworth Grange - Care UK,50897254,R5806,Residential Care (Adults),2022.28,05/10/2015,People Group,,
INSERTED DETAIL,100078,Kenilworth Manor Nursing Home,50897255,R5806,Residential Care (Adults),2565.20,05/10/2015,People Group,,
INSERTED DETAIL,209613,Kenilworth News and Gifts,50898782,R4306,"Newspapers, Magazines & Periodicals",1223.25,16/10/2015,Resources,,
INSERTED DETAIL,227128,Keresley Newland Primary - Academy,50905573,R6107,SEN Statements Funding - Non-Maintained Schools,1019.00,19/10/2015,People Group,,
INSERTED DETAIL,227128,Keresley Newland Primary - Academy,50905424,R4905,Contingency,4354.00,22/10/2015,Schools,,
INSERTED DETAIL,211640,Keresley Wood Community Care Home,50897256,R5806,Residential Care (Adults),1579.96,05/10/2015,People Group,,
INSERTED DETAIL,211640,Keresley Wood Community Care Home,50897256,R5806,Residential Care (Adults),1525.16,05/10/2015,People Group,,
INSERTED DETAIL,211640,Keresley Wood Community Care Home,50897256,R5806,Residential Care (Adults),-2274.46,05/10/2015,People Group,,
INSERTED DETAIL,203403,Khipu Networks Ltd,50897727,R4503,Hardware,10211.32,09/10/2015,Resources,,
INSERTED DETAIL,203407,KIDS,50903341,R5604,Commissioned Works,769.41,14/10/2015,People Group,,
INSERTED DETAIL,225541,Kim Black Childcare,50886905,R6106,Private Providers - Early Years Funding,519.75,06/10/2015,People Group,,
INSERTED DETAIL,100080,Kineton Manor Nursing Home,50897258,R5806,Residential Care (Adults),7404.44,05/10/2015,People Group,,
INSERTED DETAIL,100080,Kineton Manor Nursing Home,50897258,R5806,Residential Care (Adults),6954.64,05/10/2015,People Group,,
INSERTED DETAIL,203418,Kineton Parish Council,50901039,R4506,IT Support & Maintenance,500.00,22/10/2015,Resources,,
INSERTED DETAIL,227508,King Edward VI College,50902539,R4701,Grants To External Organisations,3000.00,14/10/2015,Communities,,
INSERTED DETAIL,209865,King Edward VI School Academy,50902528,R4701,Grants To External Organisations,1680.00,14/10/2015,Communities,,
INSERTED DETAIL,203425,Kingfisher Environmental Services Ltd,50896368,R5702,Payments to External Contractors,840.00,02/10/2015,Resources,,
INSERTED DETAIL,203425,Kingfisher Environmental Services Ltd,50906959,R5702,Payments to External Contractors,1260.00,21/10/2015,Resources,,
INSERTED DETAIL,227994,Kingsbury School - A Specialist Science & Maths Academy,50902525,R4701,Grants To External Organisations,3000.00,14/10/2015,Communities,,
INSERTED DETAIL,227994,Kingsbury School - A Specialist Science & Maths Academy,50905582,R6107,SEN Statements Funding - Non-Maintained Schools,612.00,19/10/2015,People Group,,
INSERTED DETAIL,229178,Kingsthorpe Grange Nursing Home,50897259,R5806,Residential Care (Adults),1090.68,05/10/2015,People Group,,
INSERTED DETAIL,203443,Kirks Minicoaches,50909898,R3204,Home To School / College Transport,550.00,26/10/2015,People Group,,
INSERTED DETAIL,100171,Kisimul Group Ltd (An Caladh House),50897119,R5806,Residential Care (Adults),11100.00,05/10/2015,People Group,,
INSERTED DETAIL,100171,Kisimul Group Ltd (An Caladh House),50901170,R5805,Homecare - External Domiciliary (Adults),7660.00,13/10/2015,People Group,,
INSERTED DETAIL,100171,Kisimul Group Ltd (An Caladh House),50910718,R5805,Homecare - External Domiciliary (Adults),7660.00,29/10/2015,People Group,,
INSERTED DETAIL,203460,Konica Business East Ltd (****8211),50877045,R4036,Photocopier Rental & Maintenance,-2047.52,09/10/2015,Communities,,
INSERTED DETAIL,203460,Konica Business East Ltd (****8211),50897921,R4307,Photocopier Expenses,514.62,16/10/2015,Communities,,
INSERTED DETAIL,203458,Konica Business UK Ltd (****3699),50897896,R2703,Hygiene Services,883.27,05/10/2015,Schools,,
INSERTED DETAIL,203458,Konica Business UK Ltd (****3699),50898210,R4315,Reprographics Curriculum,996.80,06/10/2015,Schools,,
INSERTED DETAIL,229228,KS Education Ltd,50887427,R6107,SEN Statements Funding - Non-Maintained Schools,14910.24,09/10/2015,People Group,,
INSERTED DETAIL,225975,L M Clarke Decorating Contractors,50884628,R2003,Devolved Maintenance (Via Local),890.00,02/10/2015,Schools,,
INSERTED DETAIL,223550,Land Network International Ltd,50898655,R5702,Payments to External Contractors,975.96,07/10/2015,Communities,,
INSERTED DETAIL,223550,Land Network International Ltd,50907093,R5702,Payments to External Contractors,915.84,30/10/2015,Communities,,
INSERTED DETAIL,205919,Land Survey Solutions (Midlands) Ltd,50899460,R4409,Consultancy,590.00,14/10/2015,Communities,,
INSERTED DETAIL,203516,Launch Systems Ltd,50896940,R4515,Computer Equipment Curriculum,5000.00,05/10/2015,Schools,,
INSERTED DETAIL,203516,Launch Systems Ltd,50896939,R4515,Computer Equipment Curriculum,4000.00,05/10/2015,Schools,,
INSERTED DETAIL,203516,Launch Systems Ltd,50906847,R4443,Professional Fees Admin,1170.00,21/10/2015,Schools,,
INSERTED DETAIL,203516,Launch Systems Ltd,50910127,R4443,Professional Fees Admin,1170.00,26/10/2015,Schools,,
INSERTED DETAIL,220012,Laurence Jones,50898163,R4409,Consultancy,4768.00,28/10/2015,Communities,,
INSERTED DETAIL,214480,Lawns 2 Mow,50892139,R2752,Grounds Maintenance Contract,500.00,07/10/2015,Schools,,
INSERTED DETAIL,214480,Lawns 2 Mow,50896889,R2752,Grounds Maintenance Contract,500.00,21/10/2015,Schools,,
INSERTED DETAIL,226252,Lawrence Sheriff School Academy Trust,50902529,R4701,Grants To External Organisations,2990.00,14/10/2015,Communities,,
INSERTED DETAIL,226252,Lawrence Sheriff School Academy Trust,50905570,R6107,SEN Statements Funding - Non-Maintained Schools,721.00,19/10/2015,People Group,,
INSERTED DETAIL,229781,Leading Communities,50909204,R4409,Consultancy,1372.50,23/10/2015,People Group,,
INSERTED DETAIL,220296,Learning Pool,50909580,R1601,Training - External,1000.00,26/10/2015,Resources,,
INSERTED DETAIL,217623,LEGO Education Europe,50884336,R4503,Hardware,1499.99,02/10/2015,Resources,,
INSERTED DETAIL,217623,LEGO Education Europe,50890725,R4503,Hardware,4199.85,22/10/2015,Resources,,
INSERTED DETAIL,228531,Leicestershire County Care Ltd t/a Woodmarket House,50897423,R5806,Residential Care (Adults),1600.00,05/10/2015,People Group,,
INSERTED DETAIL,228531,Leicestershire County Care Ltd t/a Woodmarket House,50897423,R5806,Residential Care (Adults),1600.00,05/10/2015,People Group,,
INSERTED DETAIL,203570,Leicestershire County Council,50898520,R4014,Equipment - Surveying,13173.39,19/10/2015,Communities,,
,, LENDAL , P-CARD ,,, 550.00 ,27/10/2015,,,
INSERTED DETAIL,100452,Leolyn Care Home,50897260,R5806,Residential Care (Adults),1866.88,05/10/2015,People Group,,
INSERTED DETAIL,100081,Leonard Cheshire Disability,50897310,R5806,Residential Care (Adults),3245.56,05/10/2015,People Group,,
INSERTED DETAIL,100081,Leonard Cheshire Disability,50897261,R5806,Residential Care (Adults),4609.92,05/10/2015,People Group,,
INSERTED DETAIL,100081,Leonard Cheshire Disability,50897211,R5806,Residential Care (Adults),-3381.60,05/10/2015,People Group,,
INSERTED DETAIL,100081,Leonard Cheshire Disability,50897388,R5806,Residential Care (Adults),3918.68,05/10/2015,People Group,,
INSERTED DETAIL,203578,Lewis Charlton School,50898174,R6107,SEN Statements Funding - Non-Maintained Schools,17196.00,12/10/2015,People Group,,
INSERTED DETAIL,203578,Lewis Charlton School,50901054,R6107,SEN Statements Funding - Non-Maintained Schools,17196.00,12/10/2015,People Group,,
INSERTED DETAIL,203578,Lewis Charlton School,50902711,R6107,SEN Statements Funding - Non-Maintained Schools,19666.00,19/10/2015,People Group,,
INSERTED DETAIL,203583,LexisNexis,50896397,R4702,Subscriptions To Organisations,3700.00,16/10/2015,Communities,,
INSERTED DETAIL,219995,Lickey Hills Nursing Home,50897262,R5806,Residential Care (Adults),1920.64,05/10/2015,People Group,,
INSERTED DETAIL,203601,Limehouse Software Ltd,50896398,R4512,Software,1100.00,05/10/2015,Communities,,
INSERTED DETAIL,203601,Limehouse Software Ltd,50899454,R4512,Software,-1000.00,12/10/2015,Communities,,
INSERTED DETAIL,227181,Linden Grange,50897263,R5806,Residential Care (Adults),1635.72,05/10/2015,People Group,,
INSERTED DETAIL,227181,Linden Grange,50897263,R5806,Residential Care (Adults),2600.00,05/10/2015,People Group,,
INSERTED DETAIL,227181,Linden Grange,50897263,R5806,Residential Care (Adults),3903.68,05/10/2015,People Group,,
INSERTED DETAIL,227181,Linden Grange,50897263,R5806,Residential Care (Adults),3388.28,05/10/2015,People Group,,
INSERTED DETAIL,227181,Linden Grange,50897263,R5806,Residential Care (Adults),11905.80,05/10/2015,People Group,,
INSERTED DETAIL,100083,Linden Lodge Nursing Home,50897264,R5806,Residential Care (Adults),16376.68,05/10/2015,People Group,,
INSERTED DETAIL,100083,Linden Lodge Nursing Home,50897264,R5806,Residential Care (Adults),8172.08,05/10/2015,People Group,,
INSERTED DETAIL,100083,Linden Lodge Nursing Home,50897264,R5806,Residential Care (Adults),3789.76,05/10/2015,People Group,,
INSERTED DETAIL,100083,Linden Lodge Nursing Home,50897264,R5806,Residential Care (Adults),7375.53,05/10/2015,People Group,,
INSERTED DETAIL,100083,Linden Lodge Nursing Home,50897264,R5806,Residential Care (Adults),5824.36,05/10/2015,People Group,,
INSERTED DETAIL,100084,Linden Lodge Residential Home,50897265,R5806,Residential Care (Adults),5951.64,05/10/2015,People Group,,
INSERTED DETAIL,100084,Linden Lodge Residential Home,50897265,R5806,Residential Care (Adults),14836.40,05/10/2015,People Group,,
INSERTED DETAIL,100084,Linden Lodge Residential Home,50897265,R5806,Residential Care (Adults),5963.88,05/10/2015,People Group,,
INSERTED DETAIL,225346,Lloyds Register Quality Assurance Ltd,50894695,R1601,Training - External,895.00,16/10/2015,Resources,,
INSERTED DETAIL,203653,Local Government Association(****3302),50898147,R4608,Member's Expenses,2970.00,06/10/2015,Resources,,
INSERTED DETAIL,219922,Local World Ltd,50910193,R4302,Advertising Promotional Events & Goods,800.00,27/10/2015,Resources,,
,,Lodders Client Account,CHAPS,,Various," 1,770,938.62 ",28/10/2015,Law and Governance,,
INSERTED DETAIL,226462,Logic Energy Ltd,50911980,R4501,Communications Costs,1560.00,29/10/2015,Resources,,
INSERTED DETAIL,203668,London & Birmingham Railway Ltd (London Midland Ltd),50900717,C1050,External Fees,7204.70,12/10/2015,Capital,,
INSERTED DETAIL,203668,London & Birmingham Railway Ltd (London Midland Ltd),50900716,C1050,External Fees,5118.51,12/10/2015,Capital,,
INSERTED DETAIL,203676,Look Custom UK Ltd,50896808,R4205,Uniforms,2881.20,07/10/2015,Fire and Rescue,,
INSERTED DETAIL,203676,Look Custom UK Ltd,50904403,R4205,Uniforms,924.00,16/10/2015,Fire and Rescue,,
INSERTED DETAIL,222775,Love Ballet Dance Company,50888367,R4433,Sport Instruction,816.67,01/10/2015,Schools,,
,, LOVE2SHOP.CO.UK , P-CARD ,,, 606.45 ,14/10/2015,,,
INSERTED DETAIL,100183,Lucy Glyn House,50884957,R5805,Homecare - External Domiciliary (Adults),896.00,02/10/2015,People Group,,
INSERTED DETAIL,100183,Lucy Glyn House,50884956,R5805,Homecare - External Domiciliary (Adults),7378.00,02/10/2015,People Group,,
INSERTED DETAIL,100183,Lucy Glyn House,50897269,R5806,Residential Care (Adults),3391.76,05/10/2015,People Group,,
