,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,
INSERTED DETAIL,228531,Leicestershire County Care Ltd t/a Woodmarket House,50974686,R5806,Residential Care (Adults),1600.00,22/02/2016,People Group,,,,
INSERTED DETAIL,228531,Leicestershire County Care Ltd t/a Woodmarket House,50974686,R5806,Residential Care (Adults),1600.00,22/02/2016,People Group,,,,
INSERTED DETAIL,203570,Leicestershire County Council,50961040,R4409,Consultancy,14418.29,19/02/2016,Communities,,,,
INSERTED DETAIL,100452,Leolyn Care Home,50974532,R5806,Residential Care (Adults),1866.88,22/02/2016,People Group,,,,
INSERTED DETAIL,100081,Leonard Cheshire Disability,50974581,R5806,Residential Care (Adults),3245.56,22/02/2016,People Group,,,,
INSERTED DETAIL,100081,Leonard Cheshire Disability,50974654,R5806,Residential Care (Adults),3918.68,22/02/2016,People Group,,,,
INSERTED DETAIL,100081,Leonard Cheshire Disability,50974533,R5806,Residential Care (Adults),4609.92,22/02/2016,People Group,,,,
INSERTED DETAIL,203583,LexisNexis,50959734,R4512,Software,1400.00,15/02/2016,Resources,,,,
INSERTED DETAIL,221116,Leyes Lane Pharmacy Ltd,50970685,R5702,Payments to External Contractors,1340.47,19/02/2016,Communities,,,,
INSERTED DETAIL,229731,Liberty Printers (A.R & R.F Reddin) Ltd,50949152,R4317,Print Operational Costs,1050.00,05/02/2016,Resources,,,,
INSERTED DETAIL,219995,Lickey Hills Nursing Home,50974534,R5806,Residential Care (Adults),1920.64,22/02/2016,People Group,,,,
INSERTED DETAIL,204468,Life Church Europe,50973708,R6106,Private Providers - Early Years Funding,5695.34,22/02/2016,People Group,,,,
INSERTED DETAIL,204468,Life Church Europe,50977754,R6106,Private Providers - Early Years Funding,3021.97,29/02/2016,People Group,,,,
INSERTED DETAIL,229420,Lifeways ISS Ltd,50961652,R5851,Supported Living,3111.90,01/02/2016,People Group,,,,
INSERTED DETAIL,229420,Lifeways ISS Ltd,50961648,R5851,Supported Living,2125.20,05/02/2016,People Group,,,,
INSERTED DETAIL,229420,Lifeways ISS Ltd,50968527,R5851,Supported Living,30511.80,10/02/2016,People Group,,,,
INSERTED DETAIL,229420,Lifeways ISS Ltd,50968528,R5851,Supported Living,5040.00,10/02/2016,People Group,,,,
INSERTED DETAIL,229420,Lifeways ISS Ltd,50961658,R5851,Supported Living,2125.20,10/02/2016,People Group,,,,
INSERTED DETAIL,229420,Lifeways ISS Ltd,50961656,R5851,Supported Living,3811.05,10/02/2016,People Group,,,,
INSERTED DETAIL,229420,Lifeways ISS Ltd,50961654,R5851,Supported Living,3861.65,10/02/2016,People Group,,,,
INSERTED DETAIL,999982,Linden Care Homes Ltd,50963119,R2012,Refund of Deposits,6750.00,03/02/2016,Communities,,,,
INSERTED DETAIL,227181,Linden Grange,50974535,R5806,Residential Care (Adults),1635.72,22/02/2016,People Group,,,,
INSERTED DETAIL,227181,Linden Grange,50974535,R5806,Residential Care (Adults),2600.00,22/02/2016,People Group,,,,
INSERTED DETAIL,227181,Linden Grange,50974535,R5806,Residential Care (Adults),3903.68,22/02/2016,People Group,,,,
INSERTED DETAIL,227181,Linden Grange,50974535,R5806,Residential Care (Adults),7021.43,22/02/2016,People Group,,,,
INSERTED DETAIL,227181,Linden Grange,50974535,R5806,Residential Care (Adults),11298.60,22/02/2016,People Group,,,,
INSERTED DETAIL,100083,Linden Lodge Nursing Home,50974536,R5806,Residential Care (Adults),7900.32,22/02/2016,People Group,,,,
INSERTED DETAIL,100083,Linden Lodge Nursing Home,50974536,R5806,Residential Care (Adults),5824.36,22/02/2016,People Group,,,,
INSERTED DETAIL,100083,Linden Lodge Nursing Home,50974536,R5806,Residential Care (Adults),14195.72,22/02/2016,People Group,,,,
INSERTED DETAIL,100083,Linden Lodge Nursing Home,50974536,R5806,Residential Care (Adults),6304.12,22/02/2016,People Group,,,,
INSERTED DETAIL,100083,Linden Lodge Nursing Home,50974536,R5806,Residential Care (Adults),3789.76,22/02/2016,People Group,,,,
INSERTED DETAIL,100084,Linden Lodge Residential Home,50974537,R5806,Residential Care (Adults),16538.54,22/02/2016,People Group,,,,
INSERTED DETAIL,100084,Linden Lodge Residential Home,50974537,R5806,Residential Care (Adults),5963.88,22/02/2016,People Group,,,,
INSERTED DETAIL,100084,Linden Lodge Residential Home,50974537,R5806,Residential Care (Adults),6272.30,22/02/2016,People Group,,,,
INSERTED DETAIL,203613,Liquid Personnel Ltd,50954077,R1101,Agency Staff Pay,14790.00,04/02/2016,People Group,,,,
INSERTED DETAIL,203613,Liquid Personnel Ltd,50954111,R1101,Agency Staff Pay,14790.00,04/02/2016,People Group,,,,
INSERTED DETAIL,215686,Lisle Court Medical Centre,50970166,R5702,Payments to External Contractors,1887.76,15/02/2016,Communities,,,,
,,LISTER WILDER LTD,P-Card,,,1503.73,11/02/2016,,,,,
INSERTED DETAIL,203627,Little Angels Nursery of Leamington Spa,50973763,R6106,Private Providers - Early Years Funding,3942.62,22/02/2016,People Group,,,,
INSERTED DETAIL,203627,Little Angels Nursery of Leamington Spa,50977370,R6106,Private Providers - Early Years Funding,3675.37,29/02/2016,People Group,,,,
INSERTED DETAIL,203630,Little Crackley School,50972253,R6106,Private Providers - Early Years Funding,10278.64,22/02/2016,People Group,,,,
INSERTED DETAIL,203631,Little Glendalers Preschool Ltd,50973796,R6106,Private Providers - Early Years Funding,14383.05,22/02/2016,People Group,,,,
INSERTED DETAIL,203633,Little Gregs Pre-School,50973712,R6106,Private Providers - Early Years Funding,4752.46,22/02/2016,People Group,,,,
INSERTED DETAIL,203633,Little Gregs Pre-School,50977417,R6106,Private Providers - Early Years Funding,1225.12,29/02/2016,People Group,,,,
INSERTED DETAIL,217371,Little Nutkins,50973722,R6106,Private Providers - Early Years Funding,3533.97,22/02/2016,People Group,,,,
INSERTED DETAIL,217371,Little Nutkins,50977419,R6106,Private Providers - Early Years Funding,816.75,29/02/2016,People Group,,,,
INSERTED DETAIL,224309,Little Revels Playgroup,50973743,R6106,Private Providers - Early Years Funding,2488.20,22/02/2016,People Group,,,,
INSERTED DETAIL,229388,Little Seeds Childminding,50973745,R6106,Private Providers - Early Years Funding,685.74,22/02/2016,People Group,,,,
INSERTED DETAIL,203636,Little Stars Christian Preschool,50973767,R6106,Private Providers - Early Years Funding,8846.18,22/02/2016,People Group,,,,
INSERTED DETAIL,203636,Little Stars Christian Preschool,50977395,R6106,Private Providers - Early Years Funding,1170.67,29/02/2016,People Group,,,,
INSERTED DETAIL,203637,Little Stars Nursery,50973704,R6106,Private Providers - Early Years Funding,15370.74,22/02/2016,People Group,,,,
INSERTED DETAIL,203637,Little Stars Nursery,50977399,R6106,Private Providers - Early Years Funding,7053.75,29/02/2016,People Group,,,,
INSERTED DETAIL,203639,Little Willows Pre School,50973737,R6106,Private Providers - Early Years Funding,27342.56,22/02/2016,People Group,,,,
INSERTED DETAIL,203639,Little Willows Pre School,50977372,R6106,Private Providers - Early Years Funding,4083.75,29/02/2016,People Group,,,,
INSERTED DETAIL,227380,Little Wishes Day Nursery Ltd,50975289,R6106,Private Providers - Early Years Funding,618.33,26/02/2016,People Group,,,,
INSERTED DETAIL,221195,Lloyds Pharmacy Ltd,50970734,R5702,Payments to External Contractors,812.45,19/02/2016,Communities,,,,
INSERTED DETAIL,203656,Local Radio Cars,50961502,R3204,Home To School / College Transport,-6032.00,24/02/2016,Communities,,,,
INSERTED DETAIL,228898,Locus Consulting,50960413,R4409,Consultancy,507.60,25/02/2016,Communities,,,,
INSERTED DETAIL,203668,London & Birmingham Railway Ltd (London Midland Ltd),50946383,R4409,Consultancy,-24904.92,01/02/2016,Communities,,,,
INSERTED DETAIL,203668,London & Birmingham Railway Ltd (London Midland Ltd),50946384,R4409,Consultancy,24904.92,01/02/2016,Communities,,,,
INSERTED DETAIL,999982,Long Compton Parish Council,50965134,R5501,Grants to Organisations & Voluntary Bodies,2000.00,19/02/2016,Communities,,,,
INSERTED DETAIL,999982,Long Itchington Leisure and Community Project (LILAC),50968353,R5501,Grants to Organisations & Voluntary Bodies,2500.00,19/02/2016,Communities,,,,
INSERTED DETAIL,203674,Long Itchington Preschool,50973800,R6106,Private Providers - Early Years Funding,5468.48,22/02/2016,People Group,,,,
INSERTED DETAIL,203681,Lord Leycester Hotel,50969810,R4443,Professional Fees Admin,772.50,19/02/2016,Resources,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50958985,R5805,Homecare - External Domiciliary (Adults),6482.00,01/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50968847,R5805,Homecare - External Domiciliary (Adults),896.00,11/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50968846,R5805,Homecare - External Domiciliary (Adults),7378.00,11/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50968844,R5805,Homecare - External Domiciliary (Adults),8092.00,11/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50968842,R5805,Homecare - External Domiciliary (Adults),896.00,11/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50968841,R5805,Homecare - External Domiciliary (Adults),896.00,11/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50968840,R5805,Homecare - External Domiciliary (Adults),896.00,11/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50968839,R5805,Homecare - External Domiciliary (Adults),6664.00,11/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50968836,R5805,Homecare - External Domiciliary (Adults),7378.00,11/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50968835,R5805,Homecare - External Domiciliary (Adults),3689.00,11/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50974088,R5805,Homecare - External Domiciliary (Adults),7378.00,19/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50974089,R5805,Homecare - External Domiciliary (Adults),896.00,19/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50974096,R5805,Homecare - External Domiciliary (Adults),8092.00,19/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50974087,R5805,Homecare - External Domiciliary (Adults),896.00,19/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50974086,R5805,Homecare - External Domiciliary (Adults),896.00,19/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50974079,R5805,Homecare - External Domiciliary (Adults),896.00,19/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50974076,R5805,Homecare - External Domiciliary (Adults),7378.00,19/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50974077,R5805,Homecare - External Domiciliary (Adults),3689.00,19/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50974541,R5806,Residential Care (Adults),17451.60,22/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50974541,R5806,Residential Care (Adults),6539.88,22/02/2016,People Group,,,,
INSERTED DETAIL,100183,Lucy Glyn House,50974541,R5806,Residential Care (Adults),3391.76,22/02/2016,People Group,,,,
INSERTED DETAIL,229370,Lutterworth High School,50947524,R6107,SEN Statements Funding - Non-Maintained Schools,2597.00,04/02/2016,People Group,,,,
INSERTED DETAIL,228727,M & M Hotels Weston Hall Hotel,50950149,R1601,Training - External,787.08,10/02/2016,Communities,,,,
INSERTED DETAIL,204021,M I Taxi Service,50962038,R3205,Client Travel - Taxis,630.00,01/02/2016,People Group,,,,
INSERTED DETAIL,204021,M I Taxi Service,50962574,R3205,Client Travel - Taxis,765.00,02/02/2016,People Group,,,,
INSERTED DETAIL,204021,M I Taxi Service,50960981,R3205,Client Travel - Taxis,1441.00,03/02/2016,People Group,,,,
INSERTED DETAIL,224300,M P Consulting (UK) Ltd,50955752,R1101,Agency Staff Pay,9663.00,12/02/2016,People Group,,,,
INSERTED DETAIL,208268,Machine Mart Ltd,50975093,R4030,Materials,1010.27,23/02/2016,Communities,,,,
INSERTED DETAIL,100305,Macintyre Care,50974542,R5806,Residential Care (Adults),6663.52,22/02/2016,People Group,,,,
INSERTED DETAIL,203827,Magna Print Books,50961537,R4058,Books,1154.62,01/02/2016,Resources,,,,
INSERTED DETAIL,203827,Magna Print Books,50968331,R4058,Books,901.06,10/02/2016,Resources,,,,
INSERTED DETAIL,203827,Magna Print Books,50971102,R4058,Books,1444.14,16/02/2016,Resources,,,,
INSERTED DETAIL,203827,Magna Print Books,50974956,R4058,Books,1000.72,23/02/2016,Resources,,,,
INSERTED DETAIL,203832,Making Space,50960354,R5702,Payments to External Contractors,5483.33,05/02/2016,Communities,,,,
INSERTED DETAIL,222494,MAN Truck & Bus UK Ltd,50965013,R4030,Materials,904.57,19/02/2016,Communities,,,,
INSERTED DETAIL,100086,Manor House Residential Home,50974655,R5806,Residential Care (Adults),5577.12,22/02/2016,People Group,,,,
INSERTED DETAIL,100086,Manor House Residential Home,50974655,R5806,Residential Care (Adults),1859.04,22/02/2016,People Group,,,,
INSERTED DETAIL,100086,Manor House Residential Home,50974655,R5806,Residential Care (Adults),1859.04,22/02/2016,People Group,,,,
INSERTED DETAIL,100086,Manor House Residential Home,50974655,R5806,Residential Care (Adults),5183.19,22/02/2016,People Group,,,,
INSERTED DETAIL,100167,Maria Mallaband Properties (3) Ltd T/A Bowerfield Court,50974419,R5806,Residential Care (Adults),3353.04,22/02/2016,People Group,,,,
INSERTED DETAIL,221515,Market Quarter Medical Practice,50970192,R5702,Payments to External Contractors,1014.69,15/02/2016,Communities,,,,
INSERTED DETAIL,999982,Marston Sicca Parish Council,50968520,R5501,Grants to Organisations & Voluntary Bodies,600.00,19/02/2016,Communities,,,,
INSERTED DETAIL,223129,Masie Daycare,50973732,R6106,Private Providers - Early Years Funding,7353.27,22/02/2016,People Group,,,,
INSERTED DETAIL,223129,Masie Daycare,50977341,R6106,Private Providers - Early Years Funding,3861.00,29/02/2016,People Group,,,,
INSERTED DETAIL,203926,Masonic Buildings - Rugby  Ltd,50963064,R4443,Professional Fees Admin,621.00,12/02/2016,Resources,,,,
INSERTED DETAIL,226729,Match Foster Care,50972398,R5822,Foster Care Payments - External,3151.15,17/02/2016,People Group,,,,
INSERTED DETAIL,205294,Mayday Trust,50972229,R5805,Homecare - External Domiciliary (Adults),1032.00,17/02/2016,People Group,,,,
INSERTED DETAIL,205294,Mayday Trust,50972178,R5851,Supported Living,516.00,17/02/2016,People Group,,,,
INSERTED DETAIL,205294,Mayday Trust,50972174,R5805,Homecare - External Domiciliary (Adults),541.80,17/02/2016,People Group,,,,
INSERTED DETAIL,205294,Mayday Trust,50972154,R5810,Adult Day Care,645.00,17/02/2016,People Group,,,,
INSERTED DETAIL,205294,Mayday Trust,50972145,R5805,Homecare - External Domiciliary (Adults),3060.00,17/02/2016,People Group,,,,
INSERTED DETAIL,205294,Mayday Trust,50972233,R5805,Homecare - External Domiciliary (Adults),619.20,17/02/2016,People Group,,,,
INSERTED DETAIL,211361,MCET,50965869,R4018,Equipment Repair & Maintenance,702.00,12/02/2016,Resources,,,,
INSERTED DETAIL,203973,Mcl Transport Consultants Ltd,50959143,R4409,Consultancy,3736.08,19/02/2016,Communities,,,,
INSERTED DETAIL,221492,MDNX Group Ltd - Enterprise Services Ltd t/a Easynet,50958923,R4511,Private Circuit Lines,5451.42,19/02/2016,Resources,,,,
INSERTED DETAIL,100283,Mencap (****3598),50962926,R5851,Supported Living,1013.80,03/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50962785,R5851,Supported Living,1534.40,03/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50962787,R5851,Supported Living,1986.52,03/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50962788,R5851,Supported Living,980.28,03/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50962790,R5851,Supported Living,584.52,03/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50962792,R5851,Supported Living,767.20,03/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50962940,R5851,Supported Living,2877.00,03/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50962784,R5851,Supported Living,589.12,03/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50962919,R5851,Supported Living,3726.40,03/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50962797,R5851,Supported Living,980.00,03/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50965659,R5851,Supported Living,5754.00,08/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50965667,R5851,Supported Living,589.12,08/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50965718,R5851,Supported Living,520.60,08/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50966511,R5851,Supported Living,2877.00,09/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50966522,R5851,Supported Living,1013.80,09/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50966528,R5851,Supported Living,3726.40,09/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969462,R5851,Supported Living,980.28,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969463,R5851,Supported Living,980.00,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969459,R5851,Supported Living,767.20,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969457,R5851,Supported Living,584.52,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969451,R5851,Supported Living,5754.00,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969449,R5851,Supported Living,1534.40,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969415,R5851,Supported Living,657.76,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969414,R5851,Supported Living,520.60,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969153,R5805,Homecare - External Domiciliary (Adults),960.16,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969152,R5805,Homecare - External Domiciliary (Adults),1986.52,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969150,R5805,Homecare - External Domiciliary (Adults),635.40,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969139,R5851,Supported Living,2877.00,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969128,R5851,Supported Living,589.12,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50969120,R5851,Supported Living,589.12,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50968866,R5851,Supported Living,2877.00,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50965745,R5851,Supported Living,-1461.99,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50965732,R5851,Supported Living,-1001.08,11/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50962960,R5805,Homecare - External Domiciliary (Adults),1073.12,12/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50971526,R5851,Supported Living,3726.40,16/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50971531,R5851,Supported Living,2877.00,16/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50971521,R5851,Supported Living,1013.80,16/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50974483,R5806,Residential Care (Adults),2317.92,22/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50977658,R5851,Supported Living,1986.52,26/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50975564,R5805,Homecare - External Domiciliary (Adults),1073.12,26/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50978266,R5805,Homecare - External Domiciliary (Adults),960.16,26/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50978295,R5805,Homecare - External Domiciliary (Adults),635.40,26/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50977657,R5851,Supported Living,980.28,26/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50977656,R5851,Supported Living,2877.00,26/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50977648,R5851,Supported Living,767.20,26/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50977626,R5851,Supported Living,589.12,26/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50977628,R5851,Supported Living,1534.40,26/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50977630,R5851,Supported Living,5754.00,26/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50977637,R5851,Supported Living,589.12,26/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50977638,R5851,Supported Living,520.60,26/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50977641,R5851,Supported Living,584.52,26/02/2016,People Group,,,,
INSERTED DETAIL,100283,Mencap (****3598),50977642,R5851,Supported Living,657.76,26/02/2016,People Group,,,,
INSERTED DETAIL,221149,Meon Medical Centre,50970194,R5702,Payments to External Contractors,1705.57,15/02/2016,Communities,,,,
INSERTED DETAIL,100307,Mereside Home,50974548,R5806,Residential Care (Adults),2972.40,22/02/2016,People Group,,,,
INSERTED DETAIL,100087,Merevale House Residential Home Ltd,50974549,R5806,Residential Care (Adults),3708.72,22/02/2016,People Group,,,,
INSERTED DETAIL,100087,Merevale House Residential Home Ltd,50974549,R5806,Residential Care (Adults),5528.57,22/02/2016,People Group,,,,
INSERTED DETAIL,204012,Merrydays Montessori Nursery School,50973716,R6106,Private Providers - Early Years Funding,5273.77,22/02/2016,People Group,,,,
INSERTED DETAIL,204015,Met Office,50969098,R4452,Meterological Office,9804.60,19/02/2016,Communities,,,,
INSERTED DETAIL,218233,Methodist Homes,50974435,R5806,Residential Care (Adults),5098.60,22/02/2016,People Group,,,,
INSERTED DETAIL,218233,Methodist Homes,50974435,R5806,Residential Care (Adults),4874.08,22/02/2016,People Group,,,,
INSERTED DETAIL,218233,Methodist Homes,50974435,R5806,Residential Care (Adults),3801.77,22/02/2016,People Group,,,,
INSERTED DETAIL,218233,Methodist Homes,50974435,R5806,Residential Care (Adults),3132.00,22/02/2016,People Group,,,,
INSERTED DETAIL,218233,Methodist Homes,50974435,R5806,Residential Care (Adults),5100.00,22/02/2016,People Group,,,,
INSERTED DETAIL,218233,Methodist Homes,50974435,R5806,Residential Care (Adults),1834.08,22/02/2016,People Group,,,,
INSERTED DETAIL,218233,Methodist Homes,50974435,R5806,Residential Care (Adults),1834.08,22/02/2016,People Group,,,,
INSERTED DETAIL,218233,Methodist Homes,50974509,R5806,Residential Care (Adults),5009.16,22/02/2016,People Group,,,,
INSERTED DETAIL,218233,Methodist Homes,50974509,R5806,Residential Care (Adults),7572.44,22/02/2016,People Group,,,,
INSERTED DETAIL,218233,Methodist Homes,50974509,R5806,Residential Care (Adults),6064.00,22/02/2016,People Group,,,,
INSERTED DETAIL,100250,MGB Care Services Ltd,50974396,R5806,Residential Care (Adults),7092.04,22/02/2016,People Group,,,,
INSERTED DETAIL,223742,Michelle Caney,50952897,R4443,Professional Fees Admin,750.00,12/02/2016,Resources,,,,
INSERTED DETAIL,223878,Microform Imaging Ltd,50964278,R4506,IT Support & Maintenance,5000.00,04/02/2016,Resources,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50962979,R5851,Supported Living,1471.40,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50962980,R5851,Supported Living,3190.00,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50962984,R5851,Supported Living,765.60,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963207,R5851,Supported Living,829.40,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963209,R5851,Supported Living,1400.00,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963210,R5851,Supported Living,1036.75,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963216,R5810,Adult Day Care,1747.20,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963218,R5851,Supported Living,1702.66,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963219,R5851,Supported Living,1060.67,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963220,R5851,Supported Living,1400.00,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963221,R5851,Supported Living,1914.00,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963222,R5851,Supported Living,542.30,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963225,R5851,Supported Living,1400.00,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963226,R5851,Supported Living,2807.20,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963227,R5851,Supported Living,2631.75,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963229,R5851,Supported Living,877.25,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963230,R5851,Supported Living,1400.28,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963269,R5810,Adult Day Care,600.00,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963272,R5810,Adult Day Care,728.00,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963275,R5851,Supported Living,510.40,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963278,R5810,Adult Day Care,1008.00,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963285,R5810,Adult Day Care,760.00,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963286,R5810,Adult Day Care,1108.80,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963287,R5810,Adult Day Care,800.00,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963289,R5810,Adult Day Care,1545.60,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963536,R5851,Supported Living,765.60,03/02/2016,People Group,,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50963537,R5810,Adult Day Care,1260.80,03/02/2016,People Group,,,,
