,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,,
INSERTED DETAIL,230023,Next Steps,50992543,R5702,Payments to External Contractors,2000.00,14/04/2016,People Group,,,,,
INSERTED DETAIL,210005,Nexus Fostering Ltd,50986186,R5822,Foster Care Payments - External,7614.53,01/04/2016,People Group,,,,,
INSERTED DETAIL,210005,Nexus Fostering Ltd,50986197,R5822,Foster Care Payments - External,7123.27,01/04/2016,People Group,,,,,
INSERTED DETAIL,225091,NHS Doncaster CCG,51007108,R5806,Residential Care (Adults),6468.20,18/04/2016,People Group,,,,,
INSERTED DETAIL,228326,NHS South Warwickshire CCG ****6198,51012704,R5810,Adult Day Care,39828.02,28/04/2016,People Group,,,,,
INSERTED DETAIL,220881,NHS Warwickshire North CCG (****7208),51007109,R5806,Residential Care (Adults),2206.52,18/04/2016,People Group,,,,,
INSERTED DETAIL,204435,Nic Nac Pre-School Playgroup,50990431,R6106,Private Providers - Early Years Funding,20378.36,04/04/2016,People Group,,,,,
INSERTED DETAIL,204435,Nic Nac Pre-School Playgroup,51009435,R6106,Private Providers - Early Years Funding,1544.40,25/04/2016,People Group,,,,,
INSERTED DETAIL,222608,Nicholas Chamberlaine Technology College - Academy,51008047,R6107,SEN Statements Funding - Non-Maintained Schools,1686.00,19/04/2016,People Group,,,,,
INSERTED DETAIL,228786,Nicki's Nursery,50990360,R6106,Private Providers - Early Years Funding,882.18,04/04/2016,People Group,,,,,
INSERTED DETAIL,228786,Nicki's Nursery,51009439,R6106,Private Providers - Early Years Funding,965.25,25/04/2016,People Group,,,,,
INSERTED DETAIL,230646,Niyaa People Ltd,50999209,R1101,Agency Staff Pay,954.79,08/04/2016,Resources,,,,,
INSERTED DETAIL,230646,Niyaa People Ltd,50992622,R1101,Agency Staff Pay,2482.45,08/04/2016,Resources,,,,,
INSERTED DETAIL,230646,Niyaa People Ltd,50995091,R1101,Agency Staff Pay,1270.28,08/04/2016,Resources,,,,,
INSERTED DETAIL,204466,Noahs Ark Christian Playgroup,50990372,R6106,Private Providers - Early Years Funding,14217.80,04/04/2016,People Group,,,,,
INSERTED DETAIL,204466,Noahs Ark Christian Playgroup,51009447,R6106,Private Providers - Early Years Funding,538.93,25/04/2016,People Group,,,,,
INSERTED DETAIL,100462,Noble Care,51007110,R5806,Residential Care (Adults),3938.84,18/04/2016,People Group,,,,,
INSERTED DETAIL,100462,Noble Care,51007110,R5806,Residential Care (Adults),7268.40,18/04/2016,People Group,,,,,
INSERTED DETAIL,100127,Noble Care Ltd,51006917,R5806,Residential Care (Adults),5790.16,18/04/2016,People Group,,,,,
INSERTED DETAIL,100127,Noble Care Ltd,51006917,R5806,Residential Care (Adults),5521.96,18/04/2016,People Group,,,,,
INSERTED DETAIL,204471,Noel Quinn Ltd,51000768,R1601,Training - External,595.00,19/04/2016,People Group,,,,,
INSERTED DETAIL,204472,Normans (Burton upon Trent) Ltd t/a Normans Musical Instruments,50997614,C1010,Acquisition Of New Assets,800.00,22/04/2016,Capital,,,,,
INSERTED DETAIL,204472,Normans (Burton upon Trent) Ltd t/a Normans Musical Instruments,50996800,C1010,Acquisition Of New Assets,5067.00,22/04/2016,Capital,,,,,
INSERTED DETAIL,218808,North Midland Construction PLC,51003125,C1050,External Fees,20000.00,29/04/2016,Capital,,,,,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,50994981,R6107,SEN Statements Funding - Non-Maintained Schools,2544.63,01/04/2016,People Group,,,,,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,50998876,R6107,SEN Statements Funding - Non-Maintained Schools,2623.11,01/04/2016,People Group,,,,,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,50998864,R6107,SEN Statements Funding - Non-Maintained Schools,2231.00,01/04/2016,People Group,,,,,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,50991369,R6106,Private Providers - Early Years Funding,11762.40,04/04/2016,People Group,,,,,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,50992561,R5604,Commissioned Works,3000.00,05/04/2016,People Group,,,,,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,50998195,R6107,SEN Statements Funding - Non-Maintained Schools,693.99,07/04/2016,People Group,,,,,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,50996398,R6107,SEN Statements Funding - Non-Maintained Schools,6481.00,07/04/2016,People Group,,,,,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,50996394,R5702,Payments to External Contractors,10823.03,08/04/2016,People Group,,,,,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,50996676,R5604,Commissioned Works,11314.64,12/04/2016,People Group,,,,,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,50996665,R5604,Commissioned Works,675.00,12/04/2016,People Group,,,,,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,51009485,R6106,Private Providers - Early Years Funding,2155.73,25/04/2016,People Group,,,,,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,51008311,R5604,Commissioned Works,5195.47,29/04/2016,People Group,,,,,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),50998781,R5208,Recycling Credits - Contract Payments,17690.93,01/04/2016,Communities,,,,,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),51002613,R2301,Rates,1117.73,06/04/2016,Resources,,,,,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),51007668,R2706,Refuse Collection / Waste Disposal,773.00,19/04/2016,Schools,,,,,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),51006365,R2301,Rates,42990.50,19/04/2016,Communities,,,,,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),51008701,R2706,Refuse Collection / Waste Disposal,621.27,20/04/2016,Communities,,,,,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),51004562,R2301,Rates,1510.80,22/04/2016,Resources,,,,,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),51006294,R2201,Rent,22082.19,22/04/2016,Resources,,,,,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),51008556,R2706,Refuse Collection / Waste Disposal,925.00,22/04/2016,Schools,,,,,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),51011759,R2301,Rates,32912.00,27/04/2016,Schools,,,,,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),51010409,R2706,Refuse Collection / Waste Disposal,849.95,29/04/2016,Schools,,,,,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),51011311,R2706,Refuse Collection / Waste Disposal,555.00,29/04/2016,Schools,,,,,
INSERTED DETAIL,204491,Northamptonshire County Council (****8028),51007111,R5806,Residential Care (Adults),1838.72,18/04/2016,People Group,,,,,
INSERTED DETAIL,204495,Northern Diver - International  Ltd,50997066,R4019,Fire Equipment Purchase,2130.00,22/04/2016,Fire and Rescue,,,,,
INSERTED DETAIL,204495,Northern Diver - International  Ltd,50997065,R4019,Fire Equipment Purchase,3490.00,22/04/2016,Fire and Rescue,,,,,
INSERTED DETAIL,204495,Northern Diver - International  Ltd,50997072,R4019,Fire Equipment Purchase,2995.00,22/04/2016,Fire and Rescue,,,,,
INSERTED DETAIL,204495,Northern Diver - International  Ltd,50997068,R4019,Fire Equipment Purchase,1400.00,22/04/2016,Fire and Rescue,,,,,
INSERTED DETAIL,230110,Northern Warwickshire Active Community Foundation CIC,50987299,R4433,Sport Instruction,1840.00,08/04/2016,Schools,,,,,
INSERTED DETAIL,230110,Northern Warwickshire Active Community Foundation CIC,50987261,R4433,Sport Instruction,2268.00,08/04/2016,Schools,,,,,
INSERTED DETAIL,230110,Northern Warwickshire Active Community Foundation CIC,50996306,R4442,Professional Fees Curriculum,1400.00,20/04/2016,Schools,,,,,
INSERTED DETAIL,204497,Northgate Public Services (UK) Ltd,51003094,R3006,Vehicle Licences,3927.55,15/04/2016,Resources,,,,,
INSERTED DETAIL,211996,Northleigh House School,50986898,R6107,SEN Statements Funding - Non-Maintained Schools,10000.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,50986901,R6107,SEN Statements Funding - Non-Maintained Schools,16000.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,50986903,R6107,SEN Statements Funding - Non-Maintained Schools,10000.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,50986910,R6107,SEN Statements Funding - Non-Maintained Schools,10000.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,50986913,R6107,SEN Statements Funding - Non-Maintained Schools,12100.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,50986916,R6107,SEN Statements Funding - Non-Maintained Schools,10000.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,50987057,R6107,SEN Statements Funding - Non-Maintained Schools,10000.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,50987059,R6107,SEN Statements Funding - Non-Maintained Schools,10000.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,50987060,R6107,SEN Statements Funding - Non-Maintained Schools,4480.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,50987074,R6107,SEN Statements Funding - Non-Maintained Schools,10000.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,50994835,R6107,SEN Statements Funding - Non-Maintained Schools,1680.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,50986892,R6107,SEN Statements Funding - Non-Maintained Schools,10000.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,50986894,R6107,SEN Statements Funding - Non-Maintained Schools,10000.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,50986896,R6107,SEN Statements Funding - Non-Maintained Schools,10000.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,100170,Northumbria Calvert Trust,51013593,R5806,Residential Care (Adults),1110.00,28/04/2016,People Group,,,,,
INSERTED DETAIL,211565,Nottingham City Council,51008479,R6107,SEN Statements Funding - Non-Maintained Schools,14397.00,28/04/2016,People Group,,,,,
INSERTED DETAIL,204508,Nottinghamshire County Council,50998859,R4310,Printing,700.00,12/04/2016,People Group,,,,,
INSERTED DETAIL,230537,Nova Sport Ltd,50971276,C1030,"New Construction, Conversion & Renovation",3833.00,19/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50997760,R2022,Building (LB),7584.77,06/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50993404,R2022,Building (LB),1129.24,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50993405,R2022,Building (LB),902.52,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50994112,R2022,Building (LB),8533.98,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50994113,C1030,"New Construction, Conversion & Renovation",39756.20,08/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51001962,C1030,"New Construction, Conversion & Renovation",6479.55,08/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51001963,R2022,Building (LB),4629.90,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50993345,C1030,"New Construction, Conversion & Renovation",5481.30,08/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50993344,C1030,"New Construction, Conversion & Renovation",10648.00,08/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50993343,R2022,Building (LB),6562.37,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50985024,C1030,"New Construction, Conversion & Renovation",-20305.75,08/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50987755,C1030,"New Construction, Conversion & Renovation",40208.85,08/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50993342,C1030,"New Construction, Conversion & Renovation",5500.00,08/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50998889,R2022,Building (LB),2407.65,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50998887,R2022,Building (LB),1799.24,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50997782,R2022,Building (LB),772.69,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50997758,R2022,Building (LB),630.04,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50996887,R2022,Building (LB),563.50,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50996888,R2022,Building (LB),648.43,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50997705,R2022,Building (LB),16137.00,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50997729,C1030,"New Construction, Conversion & Renovation",8803.80,08/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50997730,R2022,Building (LB),15174.74,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50997732,R2022,Building (LB),4830.59,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50997753,R2022,Building (LB),1392.50,08/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51001965,R2022,Building (LB),1252.83,11/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51001954,C1030,"New Construction, Conversion & Renovation",4217.65,11/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51003387,R2022,Building (LB),19328.40,11/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51003381,R2022,Building (LB),39386.46,11/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51009902,R2022,Building (LB),2692.58,14/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51004517,C1030,"New Construction, Conversion & Renovation",12695.40,15/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51004887,R2022,Building (LB),549.00,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51004888,R2022,Building (LB),769.64,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51004909,R2022,Building (LB),569.83,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51005613,C1030,"New Construction, Conversion & Renovation",31454.61,15/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51006416,R2022,Building (LB),754.76,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51006420,R2022,Building (LB),536.55,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51006423,R2022,Building (LB),964.59,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51006482,R2022,Building (LB),677.82,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51006486,R2022,Building (LB),644.68,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50995041,R2022,Building (LB),1035.50,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50997749,R2022,Building (LB),2678.48,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50999163,R2022,Building (LB),715.55,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50999164,R2022,Building (LB),683.16,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51000411,R2022,Building (LB),688.21,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51000418,R2022,Building (LB),2098.80,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51000430,R2022,Building (LB),923.23,15/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51007645,R2022,Building (LB),1905.87,18/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51007688,R2022,Building (LB),1555.47,18/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51007700,R2022,Building (LB),1787.68,18/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51007704,R2022,Building (LB),1314.63,18/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51007642,R2022,Building (LB),658.27,18/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51009711,R2022,Building (LB),632.79,21/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51005626,C1030,"New Construction, Conversion & Renovation",13103.79,21/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51010235,C1030,"New Construction, Conversion & Renovation",27694.96,22/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51010257,R2022,Building (LB),872.00,22/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50997752,R2022,Building (LB),-7584.77,22/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51012421,R2022,Building (LB),7535.92,27/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51011319,C1030,"New Construction, Conversion & Renovation",33134.90,27/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51010202,C1030,"New Construction, Conversion & Renovation",14850.00,27/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51010204,C1030,"New Construction, Conversion & Renovation",-14850.00,27/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51011316,R2022,Building (LB),23197.22,28/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51001052,R2022,Building (LB),621.30,28/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51000434,R2022,Building (LB),540.64,28/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51000429,R2022,Building (LB),687.08,28/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51000426,R2022,Building (LB),688.00,28/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51000422,R2022,Building (LB),970.10,28/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51000420,R2022,Building (LB),610.40,28/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50998892,R2022,Building (LB),855.65,28/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50998891,R2022,Building (LB),797.88,28/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51001085,R2022,Building (LB),1951.10,28/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51001076,R2022,Building (LB),585.84,28/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51000435,R2022,Building (LB),610.40,28/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51006610,R2022,Building (LB),10471.77,29/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51006609,R2022,Building (LB),665.75,29/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51009830,R2022,Building (LB),607.27,29/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51005511,R2001,Buildings Maintenance,668.96,29/04/2016,Communities,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51009900,R2022,Building (LB),1987.50,29/04/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51007834,C1030,"New Construction, Conversion & Renovation",5712.19,29/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51004518,C1030,"New Construction, Conversion & Renovation",4224.00,29/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51008170,C1030,"New Construction, Conversion & Renovation",3113.00,29/04/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51009831,R2022,Building (LB),2571.90,29/04/2016,Resources,,,,,
INSERTED DETAIL,212658,Nowcomm Ltd,50994954,R4503,Hardware,27663.72,21/04/2016,Resources,,,,,
INSERTED DETAIL,226358,NSL Ltd,50987421,R5210,Civil Parking Enforcement Payments,37258.64,08/04/2016,Communities,,,,,
INSERTED DETAIL,226358,NSL Ltd,51000378,R5210,Civil Parking Enforcement Payments,88777.88,29/04/2016,Communities,,,,,
INSERTED DETAIL,204517,Nuffield Health (Day Nursery),50990421,R6106,Private Providers - Early Years Funding,9501.08,04/04/2016,People Group,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,50998046,R5702,Payments to External Contractors,70000.00,01/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,50980991,R2301,Rates,10064.25,05/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,50980993,R2301,Rates,6709.50,05/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,50980989,R2301,Rates,1887.60,05/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51000916,R2754,Waste Management,1106.30,06/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51001182,R2301,Rates,508.20,06/04/2016,Resources,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51001179,R2301,Rates,701.80,06/04/2016,Resources,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51001088,R2301,Rates,1548.80,06/04/2016,Resources,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51001091,R2301,Rates,9691.50,06/04/2016,Resources,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51003348,R2301,Rates,1016.40,08/04/2016,Resources,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51002637,R5809,Adult Social Care Contracts,7171.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51003706,R2301,Rates,5082.00,11/04/2016,Resources,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51001589,R2301,Rates,1317.05,12/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51001588,R2301,Rates,1888.60,12/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51001587,R2301,Rates,2420.00,12/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51001579,R2301,Rates,1089.00,12/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51003755,R2301,Rates,26092.50,12/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51005477,R4701,Grants To External Organisations,10000.00,14/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51004353,R2301,Rates,2904.00,19/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51003850,R2301,Rates,1466.15,19/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51003847,R2301,Rates,2982.00,19/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51003849,R2301,Rates,2904.00,19/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51003898,R2301,Rates,2982.00,19/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51003906,R2301,Rates,2982.00,19/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51009015,R2201,Rent,3685.00,20/04/2016,Resources,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51012335,R5206,Excess / Bulk haulage,26091.67,27/04/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51011761,R2301,Rates,2433.00,27/04/2016,Schools,,,,,
INSERTED DETAIL,204527,Nuneaton & Bedworth Healthy Living Network,50999307,R5702,Payments to External Contractors,1560.00,01/04/2016,Communities,,,,,
INSERTED DETAIL,204528,Nuneaton & Bedworth Leisure Trust,50994960,R5702,Payments to External Contractors,29323.50,01/04/2016,Communities,,,,,
INSERTED DETAIL,204528,Nuneaton & Bedworth Leisure Trust,50990030,R6106,Private Providers - Early Years Funding,3358.16,04/04/2016,People Group,,,,,
INSERTED DETAIL,204528,Nuneaton & Bedworth Leisure Trust,51010294,R4412,Education Services External,620.00,22/04/2016,People Group,,,,,
INSERTED DETAIL,204528,Nuneaton & Bedworth Leisure Trust,51008947,R6106,Private Providers - Early Years Funding,5164.09,25/04/2016,People Group,,,,,
INSERTED DETAIL,204543,Nuneaton Signs Ltd,51001552,R4440,Admin Contracts,16962.50,14/04/2016,People Group,,,,,
INSERTED DETAIL,230760,Nurture Childcare Services,50987967,R5848,Residential Care (Children),17197.76,08/04/2016,People Group,,,,,
INSERTED DETAIL,211464,NWF Fuels Ltd,50989975,R2105,Fuel Oil,860.00,14/04/2016,Communities,,,,,
INSERTED DETAIL,220389,Oak Wood Primary (Academy),51007422,R6107,SEN Statements Funding - Non-Maintained Schools,115097.00,18/04/2016,People Group,,,,,
INSERTED DETAIL,220389,Oak Wood Primary (Academy),51008297,R4905,Contingency,5204.00,21/04/2016,Schools,,,,,
INSERTED DETAIL,220390,Oak Wood Secondary (Academy),51007421,R6107,SEN Statements Funding - Non-Maintained Schools,87784.00,18/04/2016,People Group,,,,,
INSERTED DETAIL,204557,Oakdene Nursery,50990355,R6106,Private Providers - Early Years Funding,8116.06,04/04/2016,People Group,,,,,
INSERTED DETAIL,218073,Oakfield Primary School (Academy),51008010,R6107,SEN Statements Funding - Non-Maintained Schools,1364.00,19/04/2016,People Group,,,,,
INSERTED DETAIL,218073,Oakfield Primary School (Academy),51008292,R4905,Contingency,9960.00,21/04/2016,Schools,,,,,
INSERTED DETAIL,221330,Oakwood Security Solutions Ltd,51007375,R2010,Security Services,630.00,19/04/2016,Resources,,,,,
INSERTED DETAIL,204568,OCS Group UK Ltd,50997678,R2752,Grounds Maintenance Contract,1136.00,22/04/2016,Resources,,,,,
INSERTED DETAIL,204568,OCS Group UK Ltd,50997680,R2752,Grounds Maintenance Contract,4553.11,22/04/2016,Resources,,,,,
INSERTED DETAIL,204568,OCS Group UK Ltd,50997693,R2752,Grounds Maintenance Contract,5473.08,22/04/2016,Resources,,,,,
