Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802691,R1101,Agency Staff Pay,1126.51,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802693,R1101,Agency Staff Pay,1232.10,10/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50802695,R1101,Agency Staff Pay,1595.44,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802696,R1101,Agency Staff Pay,1232.10,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802697,R1101,Agency Staff Pay,1124.99,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802698,R1101,Agency Staff Pay,1016.36,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802699,R1101,Agency Staff Pay,1208.98,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802702,R1101,Agency Staff Pay,1154.52,17/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802703,R1101,Agency Staff Pay,927.59,16/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802704,R1101,Agency Staff Pay,889.99,16/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802705,R1101,Agency Staff Pay,1171.67,13/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802706,R1101,Agency Staff Pay,1041.85,13/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802707,R1101,Agency Staff Pay,1181.64,13/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802708,R1101,Agency Staff Pay,2380.40,21/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50802709,R1101,Agency Staff Pay,1080.10,13/04/2015,Communities,,,,
204797,Pertemps Recruitment Partnership Ltd,50802710,R1101,Agency Staff Pay,1078.25,16/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802711,R1101,Agency Staff Pay,936.47,17/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802712,R1101,Agency Staff Pay,1007.88,17/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802714,R1101,Agency Staff Pay,1030.08,17/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802715,R1101,Agency Staff Pay,993.10,17/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802716,R1101,Agency Staff Pay,1388.97,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802717,R1101,Agency Staff Pay,1392.32,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802718,R1101,Agency Staff Pay,2268.50,13/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802719,R1101,Agency Staff Pay,2014.95,13/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802720,R1101,Agency Staff Pay,1787.13,14/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802721,R1101,Agency Staff Pay,1291.67,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802722,R1101,Agency Staff Pay,1588.56,14/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50802723,R1101,Agency Staff Pay,671.01,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50802724,R1101,Agency Staff Pay,721.08,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50802729,R1101,Agency Staff Pay,560.55,07/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50805114,R1101,Agency Staff Pay,1271.83,17/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805115,R1101,Agency Staff Pay,885.50,21/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805121,R1101,Agency Staff Pay,509.96,27/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805122,R1101,Agency Staff Pay,1043.25,14/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805127,R1101,Agency Staff Pay,987.41,15/04/2015,Fire and Rescue,,,,
204797,Pertemps Recruitment Partnership Ltd,50805142,R1101,Agency Staff Pay,1639.86,14/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805157,R1101,Agency Staff Pay,848.47,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50805158,R1101,Agency Staff Pay,1616.46,13/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805159,R1101,Agency Staff Pay,520.32,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805174,R1101,Agency Staff Pay,810.90,13/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50805175,R1101,Agency Staff Pay,517.20,13/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50805176,R1101,Agency Staff Pay,517.20,13/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50805178,R1101,Agency Staff Pay,990.50,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805217,R1101,Agency Staff Pay,517.20,13/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50805218,R1101,Agency Staff Pay,2113.28,13/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805230,R1101,Agency Staff Pay,1814.80,14/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805234,R1101,Agency Staff Pay,886.20,13/04/2015,Communities,,,,
204797,Pertemps Recruitment Partnership Ltd,50805235,R1101,Agency Staff Pay,893.71,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805242,R1101,Agency Staff Pay,558.45,21/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805243,R1101,Agency Staff Pay,545.45,21/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805247,R1101,Agency Staff Pay,835.20,21/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805248,R1101,Agency Staff Pay,692.10,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805249,R1101,Agency Staff Pay,953.87,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805251,R1101,Agency Staff Pay,1904.32,21/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50805254,R1101,Agency Staff Pay,1629.04,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805258,R1101,Agency Staff Pay,934.28,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805259,R1101,Agency Staff Pay,863.17,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805260,R1101,Agency Staff Pay,816.90,21/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805261,R1101,Agency Staff Pay,759.30,21/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805262,R1101,Agency Staff Pay,817.20,21/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805263,R1101,Agency Staff Pay,1191.42,14/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805264,R1101,Agency Staff Pay,1032.30,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805265,R1101,Agency Staff Pay,627.27,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805267,R1101,Agency Staff Pay,589.35,16/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805271,R1101,Agency Staff Pay,1232.10,14/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50805272,R1101,Agency Staff Pay,1030.96,15/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805279,R1101,Agency Staff Pay,1024.77,17/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805280,R1101,Agency Staff Pay,802.00,21/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805281,R1101,Agency Staff Pay,966.15,16/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805283,R1101,Agency Staff Pay,1219.95,21/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805284,R1101,Agency Staff Pay,600.00,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50805285,R1101,Agency Staff Pay,640.00,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50805286,R1101,Agency Staff Pay,759.00,17/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805288,R1101,Agency Staff Pay,1059.60,17/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50805291,R1101,Agency Staff Pay,1000.11,14/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50805292,R1101,Agency Staff Pay,1000.11,14/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50805293,R1101,Agency Staff Pay,810.90,14/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50805294,R1101,Agency Staff Pay,776.36,15/04/2015,Fire and Rescue,,,,
204797,Pertemps Recruitment Partnership Ltd,50805296,R1101,Agency Staff Pay,1082.02,13/04/2015,Communities,,,,
204797,Pertemps Recruitment Partnership Ltd,50809339,R1101,Agency Staff Pay,766.36,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50809343,R1101,Agency Staff Pay,2186.48,22/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809356,R1101,Agency Staff Pay,508.58,21/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50809367,R1101,Agency Staff Pay,1428.24,21/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50809368,R1101,Agency Staff Pay,518.90,27/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809428,R1101,Agency Staff Pay,629.69,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50809430,R1101,Agency Staff Pay,1814.80,22/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809431,R1101,Agency Staff Pay,589.71,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50809432,R1101,Agency Staff Pay,896.10,20/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809433,R1101,Agency Staff Pay,577.86,27/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809434,R1101,Agency Staff Pay,927.36,20/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809436,R1101,Agency Staff Pay,995.55,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809437,R1101,Agency Staff Pay,892.33,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809441,R1101,Agency Staff Pay,803.29,24/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809481,R1101,Agency Staff Pay,1045.42,21/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50809483,R1101,Agency Staff Pay,1529.39,22/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809487,R1101,Agency Staff Pay,854.73,22/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809496,R1101,Agency Staff Pay,759.30,24/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809497,R1101,Agency Staff Pay,857.73,24/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809500,R1101,Agency Staff Pay,538.73,22/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50809501,R1101,Agency Staff Pay,874.60,23/04/2015,Communities,,,,
204797,Pertemps Recruitment Partnership Ltd,50809502,R1101,Agency Staff Pay,1588.56,24/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809503,R1101,Agency Staff Pay,957.26,29/04/2015,Fire and Rescue,,,,
204797,Pertemps Recruitment Partnership Ltd,50809508,R1101,Agency Staff Pay,934.23,22/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809513,R1101,Agency Staff Pay,626.40,24/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809517,R1101,Agency Staff Pay,759.00,24/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809518,R1101,Agency Staff Pay,1082.02,24/04/2015,Communities,,,,
204797,Pertemps Recruitment Partnership Ltd,50809521,R1101,Agency Staff Pay,790.65,21/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50809522,R1101,Agency Staff Pay,531.00,21/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50809523,R1101,Agency Staff Pay,794.70,21/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50809526,R1101,Agency Staff Pay,1054.20,21/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50809530,R1101,Agency Staff Pay,517.20,21/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50809531,R1101,Agency Staff Pay,1041.94,21/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50809621,R1101,Agency Staff Pay,974.03,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809622,R1101,Agency Staff Pay,732.19,24/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809623,R1101,Agency Staff Pay,991.13,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50809624,R1101,Agency Staff Pay,1232.10,21/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50812860,R1101,Agency Staff Pay,1431.66,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50812862,R1101,Agency Staff Pay,1272.04,27/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50812866,R1101,Agency Staff Pay,580.87,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50812867,R1101,Agency Staff Pay,797.39,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50812871,R1101,Agency Staff Pay,1623.03,29/04/2015,Communities,,,,
204797,Pertemps Recruitment Partnership Ltd,50812886,R1101,Agency Staff Pay,2733.10,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50812892,R1101,Agency Staff Pay,520.00,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50812930,R1101,Agency Staff Pay,854.00,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50812932,R1101,Agency Staff Pay,637.88,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50812933,R1101,Agency Staff Pay,565.36,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50812934,R1101,Agency Staff Pay,576.46,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50812935,R1101,Agency Staff Pay,1211.02,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50812936,R1101,Agency Staff Pay,1300.18,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50812940,R1101,Agency Staff Pay,531.00,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50812975,R1101,Agency Staff Pay,1037.78,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50812976,R1101,Agency Staff Pay,1015.65,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50812977,R1101,Agency Staff Pay,1027.74,30/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50812978,R1101,Agency Staff Pay,936.10,30/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50812983,R1101,Agency Staff Pay,560.18,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50812984,R1101,Agency Staff Pay,1060.59,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50812985,R1101,Agency Staff Pay,666.27,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50812991,R1101,Agency Staff Pay,1196.00,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50812992,R1101,Agency Staff Pay,965.58,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50813036,R1101,Agency Staff Pay,565.36,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50813038,R1101,Agency Staff Pay,517.20,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50813040,R1101,Agency Staff Pay,1115.99,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50813041,R1101,Agency Staff Pay,1333.11,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50813043,R1101,Agency Staff Pay,1007.88,30/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50813044,R1101,Agency Staff Pay,1007.51,30/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50813046,R1101,Agency Staff Pay,911.16,30/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50813047,R1101,Agency Staff Pay,1030.08,30/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50813050,R1101,Agency Staff Pay,1245.78,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50813060,R1101,Agency Staff Pay,1234.91,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50813063,R1101,Agency Staff Pay,2041.04,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50813069,R1101,Agency Staff Pay,1649.84,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50813073,R1101,Agency Staff Pay,936.47,30/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50813075,R1101,Agency Staff Pay,6226.49,29/04/2015,People Group,,,,
204797,Pertemps Recruitment Partnership Ltd,50813076,R1101,Agency Staff Pay,1000.11,29/04/2015,Resources,,,,
204797,Pertemps Recruitment Partnership Ltd,50813077,R1101,Agency Staff Pay,1115.03,29/04/2015,People Group,,,,
208230,Peter G Associates,50794624,R1601,Training - External,2061.00,02/04/2015,Resources,,,,
204808,Peter Pan Nursery,50791426,R6106,Private Providers - Early Years Funding,3440.50,13/04/2015,People Group,,,,
204809,Peter Pan Pre-School,50791427,R6106,Private Providers - Early Years Funding,14085.47,13/04/2015,People Group,,,,
204809,Peter Pan Pre-School,50815132,R4606,Pre-School Teachers Flexible Payments,1300.00,29/04/2015,People Group,,,,
204816,PGL Travel Ltd,50795843,R4056,Learning Resources Curriculum,3152.40,16/04/2015,Schools,,,,
204816,PGL Travel Ltd,50796560,R4915,Educational Visits Expenditure,4282.50,24/04/2015,Schools,,,,
204816,PGL Travel Ltd,50808957,R4915,Educational Visits Expenditure,3725.00,20/04/2015,Schools,,,,
204816,PGL Travel Ltd,50810622,R4915,Educational Visits Expenditure,1793.00,21/04/2015,Schools,,,,
204816,PGL Travel Ltd,50811865,R4420,Leisure Services External,5065.00,23/04/2015,Schools,,,,
100403,Pharos Care Ltd,50810191,R5806,Residential Care (Adults),3122.32,20/04/2015,People Group,,,,
100403,Pharos Care Ltd,50810205,R5806,Residential Care (Adults),16501.36,20/04/2015,People Group,,,,
216939,Phoenix Fostering,50793569,R5822,Foster Care Payments - External,5900.00,02/04/2015,People Group,,,,
216939,Phoenix Fostering,50803682,R5822,Foster Care Payments - External,5900.00,30/04/2015,People Group,,,,
216939,Phoenix Fostering,50803738,R5822,Foster Care Payments - External,5900.00,30/04/2015,People Group,,,,
216939,Phoenix Fostering,50814942,R5822,Foster Care Payments - External,5900.00,30/04/2015,People Group,,,,
204833,Phoenix House,50807925,R5835,Residential and Inpatient Services,1527.44,17/04/2015,Communities,,,,
204833,Phoenix House,50807926,R5835,Residential and Inpatient Services,2745.70,21/04/2015,Communities,,,,
204836,Phoenix Psychological Services Ltd (****5346),50799103,R4405,Child Protection - Psychological Assessment,650.00,01/04/2015,People Group,,,,
204836,Phoenix Psychological Services Ltd (****5346),50799104,R4405,Child Protection - Psychological Assessment,751.60,01/04/2015,People Group,,,,
204837,Phoenix Software Ltd,50781072,R4512,Software,833.10,01/04/2015,Resources,,,,
204837,Phoenix Software Ltd,50782024,R4512,Software,75169.42,02/04/2015,Resources,,,,
204837,Phoenix Software Ltd,50784105,R4512,Software,5165.84,02/04/2015,Resources,,,,
204837,Phoenix Software Ltd,50788482,R4512,Software,681.28,10/04/2015,Resources,,,,
204837,Phoenix Software Ltd,50788483,R4512,Software,598.41,10/04/2015,Resources,,,,
204837,Phoenix Software Ltd,50798274,R4503,Hardware,3616.46,24/04/2015,Resources,,,,
204843,Phs Group Plc,50806475,R2703,Hygiene Services,1372.36,15/04/2015,People Group,,,,
204843,Phs Group Plc,50813971,R2703,Hygiene Services,925.60,29/04/2015,Schools,,,,
204845,Pick Everard,50804617,C1050,External Fees,28506.59,13/04/2015,Capital,,,,
204845,Pick Everard,50809121,C1050,External Fees,27249.27,20/04/2015,Capital,,,,
204847,Pickfords Ltd,50805083,R2692,Internal Expenditure - Removals & Office Moves,664.50,13/04/2015,Resources,,,,
100029,Pinnacle Care Ltd,50810153,R5806,Residential Care (Adults),5577.12,20/04/2015,People Group,,,,
100029,Pinnacle Care Ltd,50810153,R5806,Residential Care (Adults),1859.04,20/04/2015,People Group,,,,
100029,Pinnacle Care Ltd,50810153,R5806,Residential Care (Adults),1859.04,20/04/2015,People Group,,,,
204864,Pitney Bowes Finance Plc,50807682,R4023,Franking Machine Rental/Purchase,1080.08,16/04/2015,Resources,,,,
204864,Pitney Bowes Finance Plc,50815048,R4023,Franking Machine Rental/Purchase,1180.51,29/04/2015,Resources,,,,
207696,Pitney Bowes Purchase Power,50802916,R4309,Postage & Carriage,7136.12,09/04/2015,Resources,,,,
207696,Pitney Bowes Purchase Power,50802917,R4309,Postage & Carriage,4009.00,08/04/2015,Resources,,,,
207696,Pitney Bowes Purchase Power,50809296,R4309,Postage & Carriage,2983.06,21/04/2015,Resources,,,,
207696,Pitney Bowes Purchase Power,50815175,R4309,Postage & Carriage,4009.00,29/04/2015,Resources,,,,
223944,Platinum Care For You Ltd,50798488,R5805,Homecare - External Domiciliary (Adults),1730.40,16/04/2015,People Group,,,,
223944,Platinum Care For You Ltd,50805103,R5805,Homecare - External Domiciliary (Adults),973.35,13/04/2015,People Group,,,,
223944,Platinum Care For You Ltd,50805135,R5805,Homecare - External Domiciliary (Adults),556.20,16/04/2015,People Group,,,,
223944,Platinum Care For You Ltd,50805138,R5805,Homecare - External Domiciliary (Adults),1946.70,13/04/2015,People Group,,,,
223944,Platinum Care For You Ltd,50805323,R5805,Homecare - External Domiciliary (Adults),540.75,13/04/2015,People Group,,,,
223944,Platinum Care For You Ltd,50805578,R5805,Homecare - External Domiciliary (Adults),1946.70,13/04/2015,People Group,,,,
223944,Platinum Care For You Ltd,50813664,R5805,Homecare - External Domiciliary (Adults),865.20,27/04/2015,People Group,,,,
100459,Platinum Care Services,50810138,R5806,Residential Care (Adults),4088.04,20/04/2015,People Group,,,,
204881,Playdays Pre-School Nursery,50791428,R6106,Private Providers - Early Years Funding,6469.32,13/04/2015,People Group,,,,
204890,Polesworth Academy School,50811924,R6107,SEN Statements Funding - Non-Maintained Schools,2487.00,22/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50810139,R5806,Residential Care (Adults),3571.43,20/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50810139,R5806,Residential Care (Adults),7210.44,20/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50810139,R5806,Residential Care (Adults),84012.60,20/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813587,R5851,Supported Living,1121.40,29/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813588,R5851,Supported Living,5493.60,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813589,R5851,Supported Living,863.28,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813590,R5851,Supported Living,2092.80,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813592,R5851,Supported Living,784.80,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813593,R5851,Supported Living,2236.68,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813626,R5851,Supported Living,2367.48,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813627,R5851,Supported Living,560.72,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813628,R5851,Supported Living,3780.12,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813629,R5851,Supported Living,2498.28,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813631,R5851,Supported Living,1491.12,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813633,R5851,Supported Living,1778.88,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813634,R5851,Supported Living,560.72,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813635,R5851,Supported Living,1975.00,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813636,R5851,Supported Living,1739.64,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813637,R5851,Supported Living,819.68,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813638,R5851,Supported Living,906.88,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813639,R5851,Supported Living,1121.44,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813640,R5851,Supported Living,4067.88,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813668,R5810,Adult Day Care,1006.40,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813669,R5810,Adult Day Care,1003.20,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813670,R5810,Adult Day Care,1026.80,27/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813899,R5810,Adult Day Care,911.20,30/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813900,R5810,Adult Day Care,911.20,30/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813901,R5810,Adult Day Care,1876.80,30/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813902,R5810,Adult Day Care,639.20,30/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813903,R5810,Adult Day Care,544.00,30/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813906,R5851,Supported Living,1752.72,30/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813907,R5851,Supported Living,1430.08,30/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813908,R5851,Supported Living,1321.08,30/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813909,R5810,Adult Day Care,1042.40,30/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813910,R5810,Adult Day Care,988.00,30/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813911,R5810,Adult Day Care,1062.40,30/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813912,R5810,Adult Day Care,1056.00,30/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50813913,R5810,Adult Day Care,829.80,30/04/2015,People Group,,,,
100054,Polesworth Group Homes Ltd,50814619,R5810,Adult Day Care,605.20,29/04/2015,People Group,,,,
