Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,,,
219614,Key2 Futures Ltd,51280422,R5459,Leaving Care Accommodation,2967.01,06/10/2017,People Group,,,,,,
219614,Key2 Futures Ltd,51282338,R5459,Leaving Care Accommodation,2967.01,06/10/2017,People Group,,,,,,
219614,Key2 Futures Ltd,51282332,R5459,Leaving Care Accommodation,6973.76,06/10/2017,People Group,,,,,,
999982,KGM Underwriting Services,51294126,R4928,Other Insurance Claims,3369.00,19/10/2017,Other Services,,,,,,
203407,KIDS,51275556,R5702,Payments to External Contractors,925.45,06/10/2017,Communities,,,,,,
100080,Kineton Manor Nursing Home,51298965,R5806,Residential Care,6392.16,19/10/2017,People Group,,,,,,
100080,Kineton Manor Nursing Home,51298965,R5806,Residential Care,2574.44,19/10/2017,People Group,,,,,,
100080,Kineton Manor Nursing Home,51298965,R5806,Residential Care,3439.40,19/10/2017,People Group,,,,,,
100080,Kineton Manor Nursing Home,51298965,R5806,Residential Care,1953.84,19/10/2017,People Group,,,,,,
100363,Kingsleigh House Residential Home,51298967,R5806,Residential Care,1919.40,19/10/2017,People Group,,,,,,
229178,Kingsthorpe Grange Nursing Home,51298968,R5806,Residential Care,1134.56,19/10/2017,People Group,,,,,,
203446,Kirwin Maclean Associates,51285730,R1601,Training,650.00,24/10/2017,People Group,,,,,,
203446,Kirwin Maclean Associates,51289409,R1601,Training,650.00,30/10/2017,People Group,,,,,,
203446,Kirwin Maclean Associates,51289287,R1601,Training,650.00,30/10/2017,People Group,,,,,,
100171,Kisimul Group Ltd (An Caladh House),51298836,R5806,Residential Care,11123.84,19/10/2017,People Group,,,,,,
100171,Kisimul Group Ltd (An Caladh House),51294593,R5851,Supported Living,7809.36,26/10/2017,People Group,,,,,,
201364,Kiwa Ltd t/a Kiwa CMT Testing,51291726,R2102,Energy Costs,16296.00,26/10/2017,Communities,,,,,,
207858,Knapp House Ltd,51293415,R4915,For use by schools only - Educational Visits Expenditure,9084.00,13/10/2017,Schools,,,,,,
203453,Knightlow Childrens Partnership Ltd,51291191,C1030,"New Construction, Conversion & Renovation",1444.80,09/10/2017,Capital,,,,,,
215742,Kone PLC (Keighly),51274205,R2001,For use by schools only - Building Maintenance,2852.64,04/10/2017,Communities,,,,,,
203460,Konica Business East Ltd (****8211),51281041,R4315,For use by schools only - Reprographics Curriculum,698.49,18/10/2017,Schools,,,,,,
203458,Konica Business UK Ltd (****3699),51288240,R4315,For use by schools only - Reprographics Curriculum,591.64,13/10/2017,Schools,,,,,,
203458,Konica Business UK Ltd (****3699),51289573,R4315,For use by schools only - Reprographics Curriculum,638.50,18/10/2017,Schools,,,,,,
227539,Kundert Solicitors LLP,51295455,R4441,Professional Fees,500.00,23/10/2017,Resources,,,,,,
228904,L G Davis (stationers) Ltd,51287661,R4310,"Printing, Photocopying and Reprographics",636.00,26/10/2017,Resources,,,,,,
228904,L G Davis (stationers) Ltd,51287705,R4310,"Printing, Photocopying and Reprographics",560.00,26/10/2017,Resources,,,,,,
213217,Landor LINKS Ltd,51280770,R1701,Staff Advertising,716.00,18/10/2017,Communities,,,,,,
100302,Lane House Residential Home,51298970,R5806,Residential Care,2400.00,19/10/2017,People Group,,,,,,
219239,Larch Psychology Ltd,51301437,R4441,Professional Fees,3869.50,24/10/2017,Resources,,,,,,
233354,Laudcare Ltd t/a Willoughby Grange Care Home,51299124,R5806,Residential Care,3840.00,19/10/2017,People Group,,,,,,
203516,Launch Systems Ltd,51294566,R4442,For use by schools only - Professional Fees Curriculum,647.50,20/10/2017,Schools,,,,,,
226070,Leamington LAMP Ltd (****3421),51274593,R5702,Payments to External Contractors,8880.00,06/10/2017,Communities,,,,,,
226070,Leamington LAMP Ltd (****3421),51274585,R5702,Payments to External Contractors,5400.00,06/10/2017,Communities,,,,,,
226070,Leamington LAMP Ltd (****3421),51274583,R5702,Payments to External Contractors,7080.00,06/10/2017,Communities,,,,,,
226070,Leamington LAMP Ltd (****3421),51274595,R5702,Payments to External Contractors,3540.00,06/10/2017,Communities,,,,,,
226070,Leamington LAMP Ltd (****3421),51274590,R5702,Payments to External Contractors,7080.00,06/10/2017,Communities,,,,,,
226070,Leamington LAMP Ltd (****3421),51274589,R5702,Payments to External Contractors,7080.00,06/10/2017,Communities,,,,,,
226070,Leamington LAMP Ltd (****3421),51274588,R5702,Payments to External Contractors,8880.00,06/10/2017,Communities,,,,,,
226070,Leamington LAMP Ltd (****3421),51274587,R5702,Payments to External Contractors,2640.00,06/10/2017,Communities,,,,,,
226070,Leamington LAMP Ltd (****3421),51274586,R5702,Payments to External Contractors,8880.00,06/10/2017,Communities,,,,,,
226070,Leamington LAMP Ltd (****3421),51274581,R5702,Payments to External Contractors,8880.00,06/10/2017,Communities,,,,,,
226070,Leamington LAMP Ltd (****3421),51274579,R5702,Payments to External Contractors,8880.00,06/10/2017,Communities,,,,,,
226070,Leamington LAMP Ltd (****3421),51278295,R5702,Payments to External Contractors,8880.00,12/10/2017,Communities,,,,,,
226070,Leamington LAMP Ltd (****3421),51278297,R5702,Payments to External Contractors,7080.00,12/10/2017,Communities,,,,,,
220296,Learning Pool Ltd,51272373,R1601,Training,1000.00,23/10/2017,Resources,,,,,,
228531,Leicestershire County Care Ltd t/a Woodmarket House,51299127,R5806,Residential Care,1664.04,19/10/2017,People Group,,,,,,
228531,Leicestershire County Care Ltd t/a Woodmarket House,51299127,R5806,Residential Care,1784.00,19/10/2017,People Group,,,,,,
228531,Leicestershire County Care Ltd t/a Woodmarket House,51299127,R5806,Residential Care,1664.04,19/10/2017,People Group,,,,,,
234134,Leicestershire County Core Ltd t/a The Limes Care Home (Hinckley),51299093,R5806,Residential Care,1784.00,19/10/2017,People Group,,,,,,
203570,Leicestershire County Council,51287265,R4409,Consultancy,1350.00,20/10/2017,Communities,,,,,,
100081,Leonard Cheshire Disability,51299024,R5806,Residential Care,3084.28,19/10/2017,People Group,,,,,,
100081,Leonard Cheshire Disability,51298971,R5806,Residential Care,4672.36,19/10/2017,People Group,,,,,,
100081,Leonard Cheshire Disability,51299098,R5806,Residential Care,3976.28,19/10/2017,People Group,,,,,,
203583,LexisNexis,51289327,R4506,IT Support & Maintenance,4800.00,27/10/2017,Resources,,,,,,
233241,Leycester House Care Home,51298972,R5806,Residential Care,4838.48,19/10/2017,People Group,,,,,,
203827,Library Magna Books Ltd t/a Magna Print Books,51301613,R4058,"Books, Newspapers & Publications",2324.60,25/10/2017,Resources,,,,,,
203827,Library Magna Books Ltd t/a Magna Print Books,51303395,R4058,"Books, Newspapers & Publications",1727.44,27/10/2017,Resources,,,,,,
230077,Lifeways Community Care Ltd,51287323,R5851,Supported Living,1680.84,13/10/2017,People Group,,,,,,
230077,Lifeways Community Care Ltd,51287323,R5851,Supported Living,5360.60,13/10/2017,People Group,,,,,,
230077,Lifeways Community Care Ltd,51290571,R5851,Supported Living,9756.24,13/10/2017,People Group,,,,,,
230077,Lifeways Community Care Ltd,51298973,R5806,Residential Care,1191.12,19/10/2017,People Group,,,,,,
230077,Lifeways Community Care Ltd,51298973,R5806,Residential Care,4959.64,19/10/2017,People Group,,,,,,
229420,Lifeways ISS Ltd,51285109,R5851,Supported Living,3849.96,02/10/2017,People Group,,,,,,
229420,Lifeways ISS Ltd,51285122,R5851,Supported Living,3493.17,11/10/2017,People Group,,,,,,
227181,Linden Grange,51298974,R5806,Residential Care,13027.20,19/10/2017,People Group,,,,,,
227181,Linden Grange,51298974,R5806,Residential Care,6740.20,19/10/2017,People Group,,,,,,
227181,Linden Grange,51298974,R5806,Residential Care,599.95,19/10/2017,People Group,,,,,,
100083,Linden Lodge Nursing Home,51298975,R5806,Residential Care,1971.20,19/10/2017,People Group,,,,,,
100083,Linden Lodge Nursing Home,51298975,R5806,Residential Care,17249.60,19/10/2017,People Group,,,,,,
100083,Linden Lodge Nursing Home,51298975,R5806,Residential Care,10376.00,19/10/2017,People Group,,,,,,
100083,Linden Lodge Nursing Home,51298975,R5806,Residential Care,3062.74,19/10/2017,People Group,,,,,,
100083,Linden Lodge Nursing Home,51298975,R5806,Residential Care,1971.20,19/10/2017,People Group,,,,,,
100083,Linden Lodge Nursing Home,51298975,R5806,Residential Care,1541.44,19/10/2017,People Group,,,,,,
100084,Linden Lodge Residential Home,51298976,R5806,Residential Care,4142.40,19/10/2017,People Group,,,,,,
100084,Linden Lodge Residential Home,51298976,R5806,Residential Care,5380.04,19/10/2017,People Group,,,,,,
100084,Linden Lodge Residential Home,51298976,R5806,Residential Care,19789.60,19/10/2017,People Group,,,,,,
233504,Little Cubs Nursery Ltd,51282468,R6106,Early Years Funding (PVIs and LA),888.72,05/10/2017,Communities,,,,,,
234837,Livewell (Care & Support) Ltd,51288466,R5806,Residential Care,37813.20,02/10/2017,People Group,,,,,,
234837,Livewell (Care & Support) Ltd,51290287,R5806,Residential Care,37813.20,26/10/2017,People Group,,,,,,
219922,Local World Ltd,51288944,R4301,"Advertising, Publicity & Promotion",737.10,20/10/2017,Communities,,,,,,
203668,London & Birmingham Railway Ltd (London Midland Ltd),51286781,C1050,External Fees,16449.00,25/10/2017,Capital,,,,,,
233682,Long Eaton Plant Hire Ltd,51274597,R4008,Equipment,937.50,05/10/2017,Communities,,,,,,
203676,Look Custom UK Ltd,51290237,R4205,"Clothing, Uniforms & Laundry",10736.40,26/10/2017,Fire and Rescue,,,,,,
100183,Lucy Glyn House,51298981,R5806,Residential Care,17613.12,19/10/2017,People Group,,,,,,
100183,Lucy Glyn House,51298981,R5806,Residential Care,3444.84,19/10/2017,People Group,,,,,,
100183,Lucy Glyn House,51296560,R5851,Supported Living,8356.60,27/10/2017,People Group,,,,,,
100183,Lucy Glyn House,51296559,R5851,Supported Living,3732.12,27/10/2017,People Group,,,,,,
100183,Lucy Glyn House,51296558,R5851,Supported Living,9077.88,27/10/2017,People Group,,,,,,
100183,Lucy Glyn House,51296557,R5851,Supported Living,8356.60,27/10/2017,People Group,,,,,,
100183,Lucy Glyn House,51296556,R5851,Supported Living,4178.30,27/10/2017,People Group,,,,,,
234010,Lucy Young Consultancy Ltd,51275323,R4409,Consultancy,2000.00,25/10/2017,People Group,,,,,,
230945,Lutterworth Country House Care Home,51298982,R5806,Residential Care,2026.08,19/10/2017,People Group,,,,,,
204021,M I Taxis Ltd,51274629,R3205,Client Travel - Taxis,510.00,03/10/2017,People Group,,,,,,
204021,M I Taxis Ltd,51287936,R3204,Home To School / College Transport,2112.23,05/10/2017,Communities,,,,,,
204021,M I Taxis Ltd,51302939,R3204,Home To School / College Transport,1248.00,30/10/2017,Communities,,,,,,
221264,M S Birk Pharmacy Ltd  T/A Birk & Nagra Chemists,51293278,R5702,Payments to External Contractors,697.73,19/10/2017,Communities,,,,,,
234764,M.A.P Holistic LTD,51284234,R5801,Carer Allowance Payments,945.00,05/10/2017,People Group,,,,,,
217546,M.E.L Research Ltd,51280113,R5702,Payments to External Contractors,1725.00,13/10/2017,Communities,,,,,,
228243,Macintyre Academies Trust,51294292,R6107,SEN Statements Funding,146985.00,12/10/2017,Communities,,,,,,
228243,Macintyre Academies Trust,51294295,R6107,SEN Statements Funding,57923.00,12/10/2017,Communities,,,,,,
100305,Macintyre Care,51298983,R5806,Residential Care,6629.60,19/10/2017,People Group,,,,,,
,Magiboards Ltd,7353,,,540.12 ,10/10/2017,Communities,,,,,,
227676,Mander Portman Woodward,51289753,R6107,SEN Statements Funding,6253.15,18/10/2017,Communities,,,,,,
100167,Maria Mallaband Properties (3) Ltd T/A Bowerfield Court,51298863,R5806,Residential Care,3405.64,19/10/2017,People Group,,,,,,
234413,Mark Evans Architect Ltd,51278484,C1050,External Fees,5954.00,12/10/2017,Capital,,,,,,
232861,Matchtech,51291346,R1101,Agency Staff Pay,1036.44,12/10/2017,Communities,,,,,,
232861,Matchtech,51291452,R1101,Agency Staff Pay,1318.19,12/10/2017,Communities,,,,,,
232861,Matchtech,51291365,R1101,Agency Staff Pay,1398.69,13/10/2017,Communities,,,,,,
232861,Matchtech,51291418,R1101,Agency Staff Pay,1458.26,20/10/2017,Communities,,,,,,
202085,Matrix Academy Trust t/a Etone College,51298735,R6107,SEN Statements Funding,1329.00,19/10/2017,Communities,,,,,,
,Maxwellamen,25883,,,"2,920.00 ",20/10/2017,Communities,,,,,,
,Maxwellamen,8466,,,"2,285.00 ",20/10/2017,Communities,,,,,,
203965,Mayrise Ltd t/a Yotta,51277521,R4506,IT Support & Maintenance,3000.00,06/10/2017,Communities,,,,,,
203968,Mbl Seminars Ltd,51274649,R1601,Training,576.00,06/10/2017,Resources,,,,,,
222679,MCI Electrical Installations,51285240,R2003,Devolved Maintenance (Via Local),864.85,11/10/2017,Schools,,,,,,
203973,Mcl Transport Consultants Ltd,51279558,R4409,Consultancy,3736.08,13/10/2017,Communities,,,,,,
203977,Mears Care Ltd,51194678,R5805,Homecare - External Domiciliary,554.88,06/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51287935,R5851,Supported Living,5548.19,02/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51272669,R5851,Supported Living,1083.00,02/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51290186,R5851,Supported Living,922.32,03/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51289802,R5851,Supported Living,936.96,11/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51289796,R5851,Supported Living,2122.80,11/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51289807,R5851,Supported Living,840.40,11/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51284996,R5851,Supported Living,1083.36,11/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51284994,R5851,Supported Living,653.68,11/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51289794,R5851,Supported Living,1698.24,11/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51289772,R5851,Supported Living,653.68,20/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51284632,R5851,Supported Living,-3507.94,20/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51289773,R5851,Supported Living,3074.40,20/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51289774,R5851,Supported Living,1083.36,20/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51289755,R5851,Supported Living,3982.08,20/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51289783,R5851,Supported Living,840.40,20/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51294700,R5851,Supported Living,1566.48,26/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51294708,R5851,Supported Living,1522.56,26/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51294709,R5851,Supported Living,1654.32,26/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51294710,R5851,Supported Living,1317.60,26/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51294717,R5851,Supported Living,1259.04,26/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51294726,R5851,Supported Living,585.60,26/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51294724,R5851,Supported Living,1346.88,26/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51294486,R5851,Supported Living,653.68,27/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51294469,R5851,Supported Living,6148.80,27/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51294495,R5851,Supported Living,1288.32,27/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51294504,R5851,Supported Living,840.40,27/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51294494,R5851,Supported Living,1307.36,27/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51295634,R5851,Supported Living,3074.40,27/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51295639,R5851,Supported Living,702.72,27/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51295644,R5851,Supported Living,1698.24,27/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51295646,R5851,Supported Living,2122.80,27/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51295647,R5851,Supported Living,936.96,27/10/2017,People Group,,,,,,
100283,Mencap CENTRAL & CYMRU (****3598),51303415,R5851,Supported Living,1054.08,27/10/2017,People Group,,,,,,
234753,MERESIDE CARE HOME LTD,51298990,R5806,Residential Care,2481.70,19/10/2017,People Group,,,,,,
100087,Merevale House Residential Home Ltd,51298991,R5806,Residential Care,3200.00,19/10/2017,People Group,,,,,,
100087,Merevale House Residential Home Ltd,51298991,R5806,Residential Care,3600.00,19/10/2017,People Group,,,,,,
100087,Merevale House Residential Home Ltd,51298991,R5806,Residential Care,4207.14,19/10/2017,People Group,,,,,,
100087,Merevale House Residential Home Ltd,51298991,R5806,Residential Care,7308.88,19/10/2017,People Group,,,,,,
209415,Metcalfe Timber Ltd,51280463,R4030,Materials,3354.71,13/10/2017,Communities,,,,,,
218233,Methodist Homes,51298878,R5806,Residential Care,8883.72,19/10/2017,People Group,,,,,,
218233,Methodist Homes,51298878,R5806,Residential Care,5026.48,19/10/2017,People Group,,,,,,
218233,Methodist Homes,51298966,R5806,Residential Care,1328.01,19/10/2017,People Group,,,,,,
218233,Methodist Homes,51298877,R5806,Residential Care,954.75,19/10/2017,People Group,,,,,,
218233,Methodist Homes,51298878,R5806,Residential Care,1908.20,19/10/2017,People Group,,,,,,
218233,Methodist Homes,51298945,R5806,Residential Care,5057.60,19/10/2017,People Group,,,,,,
218233,Methodist Homes,51298945,R5806,Residential Care,4780.44,19/10/2017,People Group,,,,,,
218233,Methodist Homes,51298878,R5806,Residential Care,2008.20,19/10/2017,People Group,,,,,,
100250,MGB Care Services Ltd,51298839,R5806,Residential Care,7138.68,19/10/2017,People Group,,,,,,
204020,MGM Taxis Ltd,51293609,R3206,Client Travel,600.00,18/10/2017,People Group,,,,,,
234612,Michael Baker Solicitors Ltd,51289450,R4928,Other Insurance Claims,1444.80,10/10/2017,Other Services,,,,,,
231096,Mid Counties Waste Management Ltd,51282325,R5702,Payments to External Contractors,6720.00,13/10/2017,Communities,,,,,,
231096,Mid Counties Waste Management Ltd,51283228,R5702,Payments to External Contractors,3668.00,13/10/2017,Communities,,,,,,
231096,Mid Counties Waste Management Ltd,51282318,R5702,Payments to External Contractors,882.00,13/10/2017,Communities,,,,,,
231096,Mid Counties Waste Management Ltd,51283514,R5702,Payments to External Contractors,6993.00,13/10/2017,Communities,,,,,,
231096,Mid Counties Waste Management Ltd,51297125,R5702,Payments to External Contractors,3433.50,19/10/2017,Communities,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51295777,R5851,Supported Living,1242.48,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51295775,R5851,Supported Living,833.28,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51295764,R5851,Supported Living,624.96,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51295627,R5851,Supported Living,2202.24,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294744,R5851,Supported Living,1009.80,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294742,R5851,Supported Living,1468.80,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294740,R5803,Daycare External,918.00,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294739,R5803,Daycare External,1183.20,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294738,R5803,Daycare External,734.40,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294737,R5803,Daycare External,612.00,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294736,R5803,Daycare External,1020.00,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294734,R5803,Daycare External,1020.00,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294729,R5803,Daycare External,1264.80,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294728,R5803,Daycare External,1020.00,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294704,R5803,Daycare External,856.80,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294663,R5851,Supported Living,952.32,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294661,R5851,Supported Living,744.00,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294660,R5851,Supported Living,610.08,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294659,R5803,Daycare External,612.00,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294655,R5851,Supported Living,892.80,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294653,R5851,Supported Living,877.92,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294645,R5803,Daycare External,816.00,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294638,R5803,Daycare External,816.00,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294633,R5803,Daycare External,714.00,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294543,R5851,Supported Living,833.28,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294536,R5851,Supported Living,744.00,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294530,R5851,Supported Living,773.76,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294529,R5851,Supported Living,3839.04,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294527,R5851,Supported Living,602.64,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294526,R5803,Daycare External,3214.08,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294517,R5803,Daycare External,2351.04,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294516,R5851,Supported Living,1488.00,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294515,R5851,Supported Living,982.08,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294512,R5851,Supported Living,1339.20,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294505,R5851,Supported Living,2886.72,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294491,R5851,Supported Living,1680.84,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294487,R5851,Supported Living,1680.84,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294481,R5851,Supported Living,3437.28,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294477,R5851,Supported Living,1368.96,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294476,R5851,Supported Living,1398.72,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294475,R5851,Supported Living,952.32,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294472,R5803,Daycare External,1591.20,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294466,R5851,Supported Living,505.92,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294465,R5851,Supported Living,773.76,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294458,R5851,Supported Living,952.32,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294455,R5851,Supported Living,535.68,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294454,R5851,Supported Living,1082.88,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294453,R5851,Supported Living,1398.72,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294438,R5851,Supported Living,818.40,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51294436,R5851,Supported Living,892.80,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51290196,R5851,Supported Living,1120.56,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51289801,R5851,Supported Living,892.80,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51289789,R5851,Supported Living,1082.88,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51289788,R5851,Supported Living,3839.04,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51289787,R5851,Supported Living,833.28,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51289781,R5851,Supported Living,773.76,25/10/2017,People Group,,,,,,
206647,Mid Warks Mencap T/A Way Ahead  (****8285),51289549,R5805,Homecare - External Domiciliary,-10333.00,25/10/2017,People Group,,,,,,
234327,Middleton Daycare Group t/aThe Old School House Day Nursery,51276063,R6106,Early Years Funding (PVIs and LA),5700.24,02/10/2017,Communities,,,,,,
234327,Middleton Daycare Group t/aThe Old School House Day Nursery,51291194,R6106,Early Years Funding (PVIs and LA),1666.35,09/10/2017,Communities,,,,,,
204049,Midfit Tyre Services,51288861,R2754,Waste Management,835.80,06/10/2017,Communities,,,,,,
226444,Midland Bio Energy Ltd,51281483,R2102,Energy Costs,2773.50,18/10/2017,Communities,,,,,,
224055,Midland Heart Ltd,51276628,R5459,Leaving Care Accommodation,1002.72,09/10/2017,People Group,,,,,,
224055,Midland Heart Ltd,51303569,R5459,Leaving Care Accommodation,1002.72,30/10/2017,People Group,,,,,,
204062,Midlands Truck & Van Ltd,51292241,R4030,Materials,1446.80,20/10/2017,Communities,,,,,,
204065,Midshire Business Systems Ltd (****0870),51299461,R4315,For use by schools only - Reprographics Curriculum,603.46,19/10/2017,Schools,,,,,,
204066,Midshire Communications Ltd (****9890),51287711,R4316,For use by schools only - Reprographics Admin,646.00,26/10/2017,Schools,,,,,,
217290,Midway Care Ltd (Abacus RES) (****7287),51298992,R5806,Residential Care,8651.16,19/10/2017,People Group,,,,,,
100427,Midway Care Ltd (Support Services ****5056),51289822,R5851,Supported Living,7281.68,11/10/2017,People Group,,,,,,
100427,Midway Care Ltd (Support Services ****5056),51289799,R5851,Supported Living,7687.68,11/10/2017,People Group,,,,,,
