Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,
204528,Nuneaton & Bedworth Leisure Trust,51304560,R5702,Payments to External Contractors,"10,000.00",29/11/2017,Communities,,,
,Nuneaton and Bedworth Borough Council ,,R5203,Payments/Contributions to Public Sector Organisations,"50,606.70",30/11/2017,Resources,,,
204543,Nuneaton Signs Ltd,51295629,R4008,Equipment,649.00,10/11/2017,Communities,,,
230760,Nurture Childcare Services,51318129,R5459,Leaving Care Accommodation,"11,071.34",21/11/2017,People Group,,,
227905,NW Firecontrol Ltd (North West Fire Control),51300258,R4506,IT Support & Maintenance,625.00,10/11/2017,Fire and Rescue,,,
,NWBC General Account ,,R5203,Payments/Contributions to Public Sector Organisations,"26,389.80",30/11/2017,Resources,,,
211464,NWF Fuels Ltd,51298145,R2102,Energy Costs,854.52,01/11/2017,Communities,,,
221378,NWG Network,51297901,R4702,Subscriptions To Organisations,500.00,03/11/2017,People Group,,,
231464,Nyman Coaching Associates,51312278,R4443,For use by schools only - Professional Fees Admin,"5,925.00",28/11/2017,Schools,,,
220389,Oak Wood Primary (Academy),51315437,R4905,For use by schools only - Contingency,"3,562.25",17/11/2017,Schools,,,
220389,Oak Wood Primary (Academy),51315299,R6107,SEN Statements Funding,"122,639.00",17/11/2017,Communities,,,
220390,Oak Wood Secondary (Academy),51315297,R6107,SEN Statements Funding,"98,153.00",17/11/2017,Communities,,,
204557,Oakdene Nursery,51309736,R6106,Early Years Funding (PVIs and LA),"2,375.10",13/11/2017,Communities,,,
218073,Oakfield Primary School (Academy),51309642,R6106,Early Years Funding (PVIs and LA),"3,491.04",13/11/2017,Communities,,,
218073,Oakfield Primary School (Academy),51315444,R4905,For use by schools only - Contingency,"8,127.00",17/11/2017,Schools,,,
218073,Oakfield Primary School (Academy),51317006,R6107,SEN Statements Funding,"2,924.00",20/11/2017,Communities,,,
233520,Oaklands Care Services Ltd,51316118,R5806,Residential Care,2114.28,16/11/2017,People Group,,,
234250,Offa Tree Surgeons Ltd,51288818,R5702,Payments to External Contractors,620.00,14/11/2017,Communities,,,
219743,Office Team Ltd,51300309,R4313,Stationery & Paper,849.60,10/11/2017,Resources,,,
219743,Office Team Ltd,51294297,R4313,Stationery & Paper,849.60,10/11/2017,Resources,,,
204575,Office Update Ltd,51311242,R4024,Furniture,800.00,14/11/2017,Fire and Rescue,,,
204575,Office Update Ltd,51320510,R4503,Hardware,834.08,27/11/2017,Resources,,,
204575,Office Update Ltd,51320509,R4008,Equipment,1410.00,28/11/2017,Resources,,,
221630,Old Mill Surgery,51320192,R5702,Payments to External Contractors,"1,049.16",30/11/2017,Communities,,,
100059,Oldbury Grange Nursing Home,51315953,R5806,Residential Care,"1,958.39",16/11/2017,People Group,,,
100059,Oldbury Grange Nursing Home,51315953,R5806,Residential Care,"1,400.00",16/11/2017,People Group,,,
100059,Oldbury Grange Nursing Home,51315953,R5806,Residential Care,"11,563.54",16/11/2017,People Group,,,
100059,Oldbury Grange Nursing Home,51315953,R5806,Residential Care,"27,070.28",16/11/2017,People Group,,,
100059,Oldbury Grange Nursing Home,51315953,R5806,Residential Care,"1,967.84",16/11/2017,People Group,,,
100059,Oldbury Grange Nursing Home,51315953,R5806,Residential Care,"19,424.41",16/11/2017,People Group,,,
100059,Oldbury Grange Nursing Home,51315953,R5806,Residential Care,"1,967.84",16/11/2017,People Group,,,
204582,On Centre Surveys Ltd,51305139,R5702,Payments to External Contractors,595.00,24/11/2017,Communities,,,
204582,On Centre Surveys Ltd,51307976,C1050,External Fees,2190.00,27/11/2017,Capital,,,
204583,One Nation Studios Ltd,51290593,R5702,Payments to External Contractors,2610.00,02/11/2017,Communities,,,
204583,One Nation Studios Ltd,51290594,R5702,Payments to External Contractors,2700.00,02/11/2017,Communities,,,
204601,Optare Group Ltd,51300503,R4030,Materials,638.48,02/11/2017,Communities,,,
204601,Optare Group Ltd,51301749,R4030,Materials,-1416.66,02/11/2017,Communities,,,
204601,Optare Group Ltd,51300465,R4030,Materials,506.55,02/11/2017,Communities,,,
204601,Optare Group Ltd,51304496,R4030,Materials,907.46,03/11/2017,Communities,,,
204601,Optare Group Ltd,51310121,R4030,Materials,804.60,17/11/2017,Communities,,,
211920,Optimum Reports Ltd,51292188,R4029,Licences (Incl Tv),900.00,03/11/2017,Schools,,,
230045,Options Higford (Options Autism 5) Ltd,51290286,R5806,Residential Care,22225.67,02/11/2017,People Group,,,
230045,Options Higford (Options Autism 5) Ltd,51308743,R5848,Residential Care (Children),15982.14,08/11/2017,People Group,,,
230045,Options Higford (Options Autism 5) Ltd,51308745,R5848,Residential Care (Children),15466.58,08/11/2017,People Group,,,
230045,Options Higford (Options Autism 5) Ltd,51310044,R5806,Residential Care,16147.54,15/11/2017,People Group,,,
234609,Oracle Care Ltd,51302798,R5806,Residential Care,17357.14,06/11/2017,People Group,,,
234609,Oracle Care Ltd,51302872,R5806,Residential Care,19928.57,07/11/2017,People Group,,,
234609,Oracle Care Ltd,51303729,R5806,Residential Care,19285.71,24/11/2017,People Group,,,
204610,Oracle Corporation UK Ltd,51299781,R4512,Software,3275.46,16/11/2017,Resources,,,
100293,Orchard Care Homes (Harmony House),51315935,R5806,Residential Care,"22,664.31",16/11/2017,People Group,,,
100293,Orchard Care Homes (Harmony House),51315935,R5806,Residential Care,"4,137.56",16/11/2017,People Group,,,
100293,Orchard Care Homes (Harmony House),51315935,R5806,Residential Care,"33,302.26",16/11/2017,People Group,,,
100293,Orchard Care Homes (Harmony House),51315935,R5806,Residential Care,"1,887.20",16/11/2017,People Group,,,
234294,Orchard House Residential Home,51316123,R5806,Residential Care,"2,340.00",16/11/2017,People Group,,,
227989,Our Lady and St Joseph Catholic Academy,51296291,R2201,Rents & Lettings,"1,061.55",01/11/2017,People Group,,,
227989,Our Lady and St Joseph Catholic Academy,51310655,R2201,Rents & Lettings,"1,061.55",13/11/2017,People Group,,,
227989,Our Lady and St Joseph Catholic Academy,51315441,R4905,For use by schools only - Contingency,"16,258.00",17/11/2017,Schools,,,
227989,Our Lady and St Joseph Catholic Academy,51317060,R6107,SEN Statements Funding,"2,524.00",20/11/2017,Communities,,,
227989,Our Lady and St Joseph Catholic Academy,51318643,R4927,Other Insurance Premiums / Charges,"4,319.53",23/11/2017,Schools,,,
218094,Our Lady of the Assumption,51319229,R6107,SEN Statements Funding,"1,170.00",23/11/2017,Communities,,,
204642,Ove Arup & Partners Ltd,51303574,R5706,Payments to Third Parties - Recoverable Operating Expenditure,3895.90,10/11/2017,Communities,,,
224759,Oxford University Hospitals NHS Trust,51294402,R5702,Payments to External Contractors,"1,404.00",01/11/2017,Communities,,,
204647,Oxford University Press,51292084,R4056,For use by schools only - Learning Resources Curriculum,673.90,03/11/2017,Schools,,,
204647,Oxford University Press,51302030,R4030,Materials,503.21,20/11/2017,Communities,,,
229056,Oxygen Finance Ltd,51311243,R4931,General Fees,20752.48,13/11/2017,Other Services,,,
,Oxygen Graphics Ltd,8731,,,712.80 ,23/11/2017,Fire and Rescue,,,
228509,P A Miles Control Systems Ltd,51303522,R2023,Mechanical (LM),555.33,03/11/2017,Resources,,,
228509,P A Miles Control Systems Ltd,51303549,R2023,Mechanical (LM),568.86,03/11/2017,Resources,,,
228509,P A Miles Control Systems Ltd,51306721,R2023,Mechanical (LM),1193.21,27/11/2017,Resources,,,
228509,P A Miles Control Systems Ltd,51318215,R2023,Mechanical (LM),699.08,29/11/2017,Resources,,,
204669,P L Carbodies Ltd,51291790,R3004,Repair & Maintenance Of Vehicles,583.94,03/11/2017,Fire and Rescue,,,
204669,P L Carbodies Ltd,51318793,R3502,Motor Insurance Claims,1535.17,30/11/2017,Other Services,,,
210745,Pace Fuelcare Ltd,51302954,R2105,For use by schools only - Fuel Oil,1920.45,08/11/2017,Schools,,,
210745,Pace Fuelcare Ltd,51293638,R3001,Vehicle Operating Costs,8451.31,08/11/2017,Fire and Rescue,,,
210745,Pace Fuelcare Ltd,51293640,R3001,Vehicle Operating Costs,2338.08,08/11/2017,Fire and Rescue,,,
210745,Pace Fuelcare Ltd,51293646,R3001,Vehicle Operating Costs,1975.05,08/11/2017,Fire and Rescue,,,
210745,Pace Fuelcare Ltd,51293639,R3001,Vehicle Operating Costs,2828.10,08/11/2017,Fire and Rescue,,,
210745,Pace Fuelcare Ltd,51307310,R3001,Vehicle Operating Costs,2886.79,24/11/2017,Fire and Rescue,,,
223583,Pakawaste Ltd,51308164,R3004,Repair & Maintenance Of Vehicles,1287.25,17/11/2017,Communities,,,
100316,Paks Trust,51302231,R5803,Daycare External,"3,339.98",08/11/2017,People Group,,,
100316,Paks Trust,51300051,R5803,Daycare External,"1,426.80",08/11/2017,People Group,,,
100316,Paks Trust,51300045,R5803,Daycare External,900.48,08/11/2017,People Group,,,
100316,Paks Trust,51300024,R5803,Daycare External,"1,046.52",08/11/2017,People Group,,,
100316,Paks Trust,51316129,R5806,Residential Care,"2,585.80",16/11/2017,People Group,,,
100316,Paks Trust,51316127,R5806,Residential Care,"9,973.44",16/11/2017,People Group,,,
100316,Paks Trust,51316126,R5806,Residential Care,"2,941.48",16/11/2017,People Group,,,
100316,Paks Trust,51316120,R5806,Residential Care,"14,963.56",16/11/2017,People Group,,,
100316,Paks Trust,51316120,R5806,Residential Care,"3,553.84",16/11/2017,People Group,,,
100316,Paks Trust,51316128,R5806,Residential Care,"12,060.76",16/11/2017,People Group,,,
204694,Pallett Drive Nursery,51309737,R6106,Early Years Funding (PVIs and LA),"1,316.48",13/11/2017,Communities,,,
204694,Pallett Drive Nursery,51316696,R6106,Early Years Funding (PVIs and LA),"1,703.38",27/11/2017,Communities,,,
204699,Paradise Found Nursery,51309676,R6106,Early Years Funding (PVIs and LA),"23,541.98",13/11/2017,Communities,,,
204699,Paradise Found Nursery,51316677,R6106,Early Years Funding (PVIs and LA),"2,856.60",27/11/2017,Communities,,,
223212,Park Lane Primary School - Academy,51315446,R4905,For use by schools only - Contingency,"11,183.00",17/11/2017,Schools,,,
223212,Park Lane Primary School - Academy,51318786,R6109,Funding payment to Academies and Non WCC Schools,"32,930.00",23/11/2017,Communities,,,
221159,Partners at Pear Tree Surgery,51320150,R5702,Payments to External Contractors,874.30,30/11/2017,Communities,,,
204727,Pathways Nurseries and Childcare Centres Ltd (****7162),51309682,R6106,Early Years Funding (PVIs and LA),22286.53,13/11/2017,Communities,,,
204727,Pathways Nurseries and Childcare Centres Ltd (****7162),51316678,R6106,Early Years Funding (PVIs and LA),8887.20,27/11/2017,Communities,,,
230702,Pattison College,51320662,R6107,SEN Statements Funding,"3,556.00",27/11/2017,Communities,,,
227246,Paul Wright Education Consultant Ltd,51291323,R5702,Payments to External Contractors,1000.00,03/11/2017,Communities,,,
,Paypal *phillandstr,18320,,,"1,750.00",27/11/2017,Resources,,,
999982,PayPoint PLC,51308989,R2102,Energy Costs,510.00,08/11/2017,Resources,,,
999982,PayPoint PLC,51316249,R2102,Energy Costs,652.00,16/11/2017,Resources,,,
999982,PayPoint PLC,51318498,R2102,Energy Costs,779.00,23/11/2017,Resources,,,
999982,PayPoint PLC,51321785,R2102,Energy Costs,557.00,28/11/2017,Resources,,,
999982,PayPoint PLC,51321286,R2102,Energy Costs,"10,000.00",28/11/2017,Resources,,,
204775,Pearson Education Ltd (****60627),51295725,R4056,For use by schools only - Learning Resources Curriculum,930.00,10/11/2017,Schools,,,
204775,Pearson Education Ltd (****60627),51306695,R4029,Licences (Incl Tv),620.00,10/11/2017,Schools,,,
210762,Pegasus Planning Group Ltd,51304607,R4409,Consultancy,-1200.00,30/11/2017,Resources,,,
210762,Pegasus Planning Group Ltd,51305001,R4409,Consultancy,1500.00,30/11/2017,Resources,,,
210762,Pegasus Planning Group Ltd,51305000,R4409,Consultancy,1246.50,30/11/2017,Resources,,,
999985,Penderels,51316595,R9202,"Sales, Fees & Charges","2,289.41",23/11/2017,People Group,,,
999982,Penderels Trust,51304110,R9202,"Sales, Fees & Charges","1,736.31",03/11/2017,People Group,,,
999982,Penderels Trust,51316582,R9202,"Sales, Fees & Charges","2,289.41",17/11/2017,People Group,,,
999985,Penderels Trust,51320426,R9202,"Sales, Fees & Charges",590.80,28/11/2017,People Group,,,
999985,Penderels Trust,51320405,R9202,"Sales, Fees & Charges",705.44,28/11/2017,People Group,,,
232773,Pendlebury Care Homes Ltd,51316144,R5806,Residential Care,1934.52,16/11/2017,People Group,,,
210333,Pentagon Sport Ltd,51319141,R2001,For use by schools only - Building Maintenance,11952.00,30/11/2017,Schools,,,
228687,Pentesec Ltd,51292603,R1601,Training,10954.71,08/11/2017,Resources,,,
204789,People Express Taxis Rugby Ltd,51303957,R3205,Client Travel - Taxis,774.60,08/11/2017,People Group,,,
100055,People In Action,51303430,R5851,Supported Living,554.38,03/11/2017,People Group,,,
100055,People In Action,51295623,R5803,Daycare External,569.10,03/11/2017,People Group,,,
100055,People In Action,51305900,R5805,Homecare - External Domiciliary,"-2,333.00",03/11/2017,People Group,,,
100055,People In Action,51315948,R5806,Residential Care,"7,932.12",16/11/2017,People Group,,,
100055,People In Action,51315956,R5806,Residential Care,"3,126.64",16/11/2017,People Group,,,
100055,People In Action,51315956,R5806,Residential Care,"64,872.78",16/11/2017,People Group,,,
100055,People In Action,51315956,R5806,Residential Care,"24,288.28",16/11/2017,People Group,,,
100055,People In Action,51315993,R5806,Residential Care,"23,888.60",16/11/2017,People Group,,,
100055,People In Action,51316040,R5806,Residential Care,"8,596.00",16/11/2017,People Group,,,
100055,People In Action,51307122,R5851,Supported Living,535.76,20/11/2017,People Group,,,
100055,People In Action,51306167,R5851,Supported Living,"4,373.24",23/11/2017,People Group,,,
100055,People In Action,51306168,R5851,Supported Living,"3,237.60",23/11/2017,People Group,,,
100055,People In Action,51307439,R5851,Supported Living,"4,228.76",23/11/2017,People Group,,,
100055,People In Action,51307441,R5851,Supported Living,"4,771.45",23/11/2017,People Group,,,
100055,People In Action,51307908,R5851,Supported Living,752.96,23/11/2017,People Group,,,
100055,People In Action,51307911,R5851,Supported Living,"4,271.60",23/11/2017,People Group,,,
100055,People In Action,51307912,R5851,Supported Living,"2,312.36",23/11/2017,People Group,,,
100055,People In Action,51307916,R5851,Supported Living,695.04,23/11/2017,People Group,,,
100055,People In Action,51307917,R5851,Supported Living,"3,726.40",23/11/2017,People Group,,,
100055,People In Action,51307920,R5851,Supported Living,676.55,23/11/2017,People Group,,,
100055,People In Action,51307921,R5851,Supported Living,"2,316.80",23/11/2017,People Group,,,
100055,People In Action,51307925,R5851,Supported Living,"2,143.04",23/11/2017,People Group,,,
100055,People In Action,51307930,R5851,Supported Living,"1,688.37",23/11/2017,People Group,,,
100055,People In Action,51307932,R5851,Supported Living,676.55,23/11/2017,People Group,,,
100055,People In Action,51307935,R5851,Supported Living,"4,771.45",23/11/2017,People Group,,,
100055,People In Action,51307936,R5851,Supported Living,"7,066.84",23/11/2017,People Group,,,
100055,People In Action,51307940,R5851,Supported Living,"7,981.12",23/11/2017,People Group,,,
100055,People In Action,51307941,R5851,Supported Living,"5,618.84",23/11/2017,People Group,,,
100055,People In Action,51307957,R5851,Supported Living,"1,872.96",23/11/2017,People Group,,,
100055,People In Action,51307958,R5851,Supported Living,"9,135.72",23/11/2017,People Group,,,
100055,People In Action,51307959,R5851,Supported Living,"6,487.04",23/11/2017,People Group,,,
100055,People In Action,51307961,R5851,Supported Living,"8,167.88",23/11/2017,People Group,,,
100055,People In Action,51307962,R5851,Supported Living,"2,737.00",23/11/2017,People Group,,,
100055,People In Action,51307963,R5851,Supported Living,"7,602.00",23/11/2017,People Group,,,
100055,People In Action,51307964,R5851,Supported Living,"1,448.00",23/11/2017,People Group,,,
100055,People In Action,51307965,R5851,Supported Living,"2,737.00",23/11/2017,People Group,,,
100055,People In Action,51307966,R5851,Supported Living,"7,778.40",23/11/2017,People Group,,,
100055,People In Action,51307968,R5851,Supported Living,"4,576.28",23/11/2017,People Group,,,
100055,People In Action,51307969,R5851,Supported Living,868.80,23/11/2017,People Group,,,
100055,People In Action,51307970,R5851,Supported Living,"2,510.08",23/11/2017,People Group,,,
100055,People In Action,51307971,R5851,Supported Living,"2,737.00",23/11/2017,People Group,,,
100055,People In Action,51307974,R5851,Supported Living,"1,872.96",23/11/2017,People Group,,,
100055,People In Action,51307978,R5851,Supported Living,"1,911.36",23/11/2017,People Group,,,
100055,People In Action,51307979,R5851,Supported Living,"5,618.84",23/11/2017,People Group,,,
100055,People In Action,51308128,R5851,Supported Living,"1,042.56",23/11/2017,People Group,,,
100055,People In Action,51308129,R5851,Supported Living,"8,167.88",23/11/2017,People Group,,,
100055,People In Action,51308130,R5851,Supported Living,"6,365.41",23/11/2017,People Group,,,
100055,People In Action,51308132,R5851,Supported Living,"4,367.04",23/11/2017,People Group,,,
100055,People In Action,51308133,R5851,Supported Living,"2,737.00",23/11/2017,People Group,,,
100055,People In Action,51308134,R5851,Supported Living,"4,711.05",23/11/2017,People Group,,,
100055,People In Action,51308135,R5851,Supported Living,"2,741.76",23/11/2017,People Group,,,
100055,People In Action,51308138,R5851,Supported Living,"7,981.12",23/11/2017,People Group,,,
100055,People In Action,51308140,R5851,Supported Living,"5,445.64",23/11/2017,People Group,,,
100055,People In Action,51308145,R5851,Supported Living,"3,205.12",23/11/2017,People Group,,,
100055,People In Action,51308544,R5851,Supported Living,"2,027.20",23/11/2017,People Group,,,
100055,People In Action,51308546,R5851,Supported Living,"3,996.48",23/11/2017,People Group,,,
100055,People In Action,51308551,R5851,Supported Living,"7,716.84",23/11/2017,People Group,,,
100055,People In Action,51308554,R5851,Supported Living,"5,763.64",23/11/2017,People Group,,,
100055,People In Action,51308556,R5851,Supported Living,"3,475.20",23/11/2017,People Group,,,
100055,People In Action,51308558,R5851,Supported Living,"1,737.60",23/11/2017,People Group,,,
100055,People In Action,51308559,R5851,Supported Living,"2,027.20",23/11/2017,People Group,,,
100055,People In Action,51308563,R5851,Supported Living,"3,663.44",23/11/2017,People Group,,,
100055,People In Action,51313443,R5851,Supported Living,"1,035.32",23/11/2017,People Group,,,
100055,People In Action,51308548,R5803,Daycare External,"4,598.72",23/11/2017,People Group,,,
100055,People In Action,51307443,R5807,Social Care Block Contracts,"26,440.40",23/11/2017,People Group,,,
100055,People In Action,51304322,R5851,Supported Living,"1,216.32",23/11/2017,People Group,,,
100055,People In Action,51304330,R5851,Supported Living,"2,085.12",23/11/2017,People Group,,,
100055,People In Action,51305840,R5851,Supported Living,"3,388.32",23/11/2017,People Group,,,
100055,People In Action,51305841,R5851,Supported Living,"7,981.12",23/11/2017,People Group,,,
100055,People In Action,51305846,R5851,Supported Living,550.24,23/11/2017,People Group,,,
100055,People In Action,51305849,R5851,Supported Living,"7,762.44",23/11/2017,People Group,,,
100055,People In Action,51305852,R5851,Supported Living,"2,432.64",23/11/2017,People Group,,,
100055,People In Action,51305853,R5851,Supported Living,"3,605.80",23/11/2017,People Group,,,
100055,People In Action,51305856,R5851,Supported Living,695.04,23/11/2017,People Group,,,
100055,People In Action,51305857,R5851,Supported Living,"4,750.04",23/11/2017,People Group,,,
100055,People In Action,51305859,R5851,Supported Living,"3,215.16",23/11/2017,People Group,,,
100055,People In Action,51305860,R5851,Supported Living,"1,419.04",23/11/2017,People Group,,,
100055,People In Action,51306045,R5851,Supported Living,"4,112.60",23/11/2017,People Group,,,
100055,People In Action,51306046,R5851,Supported Living,"2,133.38",23/11/2017,People Group,,,
100055,People In Action,51306049,R5851,Supported Living,"4,373.24",23/11/2017,People Group,,,
100055,People In Action,51306050,R5851,Supported Living,"7,299.08",23/11/2017,People Group,,,
100055,People In Action,51306051,R5851,Supported Living,"1,390.08",23/11/2017,People Group,,,
100055,People In Action,51306055,R5851,Supported Living,521.28,23/11/2017,People Group,,,
100055,People In Action,51306056,R5851,Supported Living,"2,432.64",23/11/2017,People Group,,,
100055,People In Action,51306062,R5851,Supported Living,"4,156.36",23/11/2017,People Group,,,
100055,People In Action,51306072,R5851,Supported Living,"3,997.08",23/11/2017,People Group,,,
100055,People In Action,51306074,R5851,Supported Living,"5,155.48",23/11/2017,People Group,,,
100055,People In Action,51306076,R5851,Supported Living,724.00,23/11/2017,People Group,,,
100055,People In Action,51306077,R5851,Supported Living,"4,677.32",23/11/2017,People Group,,,
100055,People In Action,51306078,R5851,Supported Living,"3,142.76",23/11/2017,People Group,,,
100055,People In Action,51306082,R5851,Supported Living,"4,503.88",23/11/2017,People Group,,,
100055,People In Action,51306097,R5851,Supported Living,"7,575.68",23/11/2017,People Group,,,
100055,People In Action,51306105,R5851,Supported Living,"6,604.04",23/11/2017,People Group,,,
100055,People In Action,51306108,R5851,Supported Living,"2,461.60",23/11/2017,People Group,,,
100055,People In Action,51306109,R5851,Supported Living,"3,286.96",23/11/2017,People Group,,,
100055,People In Action,51306110,R5851,Supported Living,"2,309.68",23/11/2017,People Group,,,
100055,People In Action,51306111,R5851,Supported Living,"2,461.60",23/11/2017,People Group,,,
100055,People In Action,51306116,R5851,Supported Living,"2,986.04",23/11/2017,People Group,,,
100055,People In Action,51306133,R5851,Supported Living,"1,766.56",23/11/2017,People Group,,,
100055,People In Action,51306134,R5851,Supported Living,"4,286.68",23/11/2017,People Group,,,
100055,People In Action,51306137,R5851,Supported Living,"3,427.32",23/11/2017,People Group,,,
100055,People In Action,51306138,R5851,Supported Living,"3,475.20",23/11/2017,People Group,,,
100055,People In Action,51306139,R5851,Supported Living,"1,013.60",23/11/2017,People Group,,,
100055,People In Action,51306142,R5851,Supported Living,"7,981.12",23/11/2017,People Group,,,
100055,People In Action,51306143,R5851,Supported Living,"1,448.00",23/11/2017,People Group,,,
100055,People In Action,51306155,R5851,Supported Living,747.68,23/11/2017,People Group,,,
100055,People In Action,51306156,R5851,Supported Living,"6,951.56",23/11/2017,People Group,,,
100055,People In Action,51306158,R5851,Supported Living,"1,737.60",23/11/2017,People Group,,,
100055,People In Action,51306159,R5851,Supported Living,579.20,23/11/2017,People Group,,,
100055,People In Action,51306162,R5851,Supported Living,"4,011.24",23/11/2017,People Group,,,
100055,People In Action,51306163,R5851,Supported Living,"7,762.44",23/11/2017,People Group,,,
100055,People In Action,51306165,R5851,Supported Living,"3,818.28",23/11/2017,People Group,,,
100055,People In Action,51309156,R5851,Supported Living,569.10,27/11/2017,People Group,,,
231414,People Potential Possibilities t/a P3 Charity,51292309,R5807,Social Care Block Contracts,"60,295.89",03/11/2017,People Group,,,
231414,People Potential Possibilities t/a P3 Charity,51302832,R5807,Social Care Block Contracts,"60,295.89",22/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303713,R1101,Agency Staff Pay,589.04,01/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51303867,R1101,Agency Staff Pay,731.45,01/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51303763,R1101,Agency Staff Pay,679.40,01/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51303748,R1101,Agency Staff Pay,1754.30,01/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303809,R1101,Agency Staff Pay,1814.92,01/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303816,R1101,Agency Staff Pay,2104.30,01/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303818,R1101,Agency Staff Pay,1051.83,01/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303839,R1101,Agency Staff Pay,1803.87,01/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303855,R1101,Agency Staff Pay,1647.14,01/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303869,R1101,Agency Staff Pay,2238.65,01/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51297773,R1101,Agency Staff Pay,589.04,01/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51303773,R1101,Agency Staff Pay,516.00,01/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51303778,R1101,Agency Staff Pay,636.40,01/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51303822,R1101,Agency Staff Pay,516.00,01/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51303831,R1101,Agency Staff Pay,649.30,01/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51303755,R1101,Agency Staff Pay,667.68,01/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51301511,R1101,Agency Staff Pay,1205.50,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51301514,R1101,Agency Staff Pay,1294.62,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51301517,R1101,Agency Staff Pay,821.89,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51303751,R1101,Agency Staff Pay,2037.04,02/11/2017,Communities,,,
204797,Pertemps Recruitment Partnership Ltd,51303774,R1101,Agency Staff Pay,2057.36,02/11/2017,Communities,,,
204797,Pertemps Recruitment Partnership Ltd,51297215,R1101,Agency Staff Pay,1336.81,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51297793,R1101,Agency Staff Pay,1532.47,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51297856,R1101,Agency Staff Pay,1336.81,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51300057,R1101,Agency Staff Pay,2045.42,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51300062,R1101,Agency Staff Pay,1679.38,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51301379,R1101,Agency Staff Pay,1336.81,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51301392,R1101,Agency Staff Pay,1401.92,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51303771,R1101,Agency Staff Pay,1613.38,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51303843,R1101,Agency Staff Pay,2059.07,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51303864,R1101,Agency Staff Pay,1277.83,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51297218,R1101,Agency Staff Pay,2057.36,02/11/2017,Communities,,,
204797,Pertemps Recruitment Partnership Ltd,51297883,R1101,Agency Staff Pay,2037.04,02/11/2017,Communities,,,
204797,Pertemps Recruitment Partnership Ltd,51300080,R1101,Agency Staff Pay,3109.13,02/11/2017,Communities,,,
204797,Pertemps Recruitment Partnership Ltd,51300091,R1101,Agency Staff Pay,2743.15,02/11/2017,Communities,,,
204797,Pertemps Recruitment Partnership Ltd,51301510,R1101,Agency Staff Pay,1843.15,02/11/2017,Resources,,,
204797,Pertemps Recruitment Partnership Ltd,51303738,R1101,Agency Staff Pay,1265.71,03/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303791,R1101,Agency Staff Pay,1260.83,03/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303838,R1101,Agency Staff Pay,1144.32,03/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303851,R1101,Agency Staff Pay,1274.05,03/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303860,R1101,Agency Staff Pay,2643.90,03/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303861,R1101,Agency Staff Pay,1641.15,03/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303937,R1101,Agency Staff Pay,1603.44,03/11/2017,People Group,,,
204797,Pertemps Recruitment Partnership Ltd,51303882,R1101,Agency Staff Pay,2113.20,03/11/2017,People Group,,,
