,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
INSERTED DETAIL,210762,Pegasus Planning Group Ltd,51057502,R2022,Building (LB),2000.00,29/07/2016,Resources,
INSERTED DETAIL,999982,Penderels Trust,51049931,R9102,Reimbursements,880.58,07/07/2016,People Group,
INSERTED DETAIL,999982,Penderels Trust,51049933,R9102,Reimbursements,952.40,07/07/2016,People Group,
INSERTED DETAIL,204789,People Express Taxis Rugby Ltd,51036474,R3205,Client Travel - Taxis,529.00,07/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51048462,R5810,Adult Day Care,807.50,04/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51044632,R5805,Homecare - External Domiciliary (Adults),1327.04,04/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51045358,R5851,Supported Living,-927.83,11/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51052430,R5806,Residential Care (Adults),65354.89,11/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51052430,R5806,Residential Care (Adults),17025.12,11/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51052430,R5806,Residential Care (Adults),3111.08,11/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51052277,R5806,Residential Care (Adults),23769.76,11/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51052337,R5806,Residential Care (Adults),8647.80,11/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51052399,R5806,Residential Care (Adults),7743.26,11/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51048496,R5851,Supported Living,1084.80,13/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51048508,R5851,Supported Living,2034.00,13/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056731,R5851,Supported Living,3454.96,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056732,R5851,Supported Living,3917.16,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056736,R5851,Supported Living,4542.96,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056737,R5851,Supported Living,816.00,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056738,R5851,Supported Living,6257.08,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056740,R5851,Supported Living,1033.60,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056742,R5851,Supported Living,2652.56,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056743,R5851,Supported Living,4216.56,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056747,R5851,Supported Living,3427.48,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056748,R5851,Supported Living,3930.96,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056755,R5851,Supported Living,2461.60,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056756,R5851,Supported Living,2842.96,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056759,R5851,Supported Living,2937.96,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056761,R5851,Supported Living,2313.08,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056765,R5851,Supported Living,4202.96,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056767,R5851,Supported Living,4162.12,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056768,R5851,Supported Living,6964.16,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056770,R5851,Supported Living,4814.96,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51056771,R5851,Supported Living,2774.40,20/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51054154,R5805,Homecare - External Domiciliary (Adults),1955.64,22/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061782,R5851,Supported Living,1972.36,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061816,R5851,Supported Living,3917.16,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061813,R5851,Supported Living,4861.28,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061572,R5851,Supported Living,2720.56,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061679,R5851,Supported Living,2611.56,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061694,R5851,Supported Living,4202.96,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061696,R5851,Supported Living,3617.88,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061704,R5851,Supported Living,3726.96,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061708,R5851,Supported Living,6964.16,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061711,R5851,Supported Living,5930.68,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061712,R5851,Supported Living,1659.20,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061715,R5851,Supported Living,1972.36,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061719,R5851,Supported Living,4679.36,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061722,R5851,Supported Living,2978.76,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061724,R5851,Supported Living,6692.28,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061728,R5851,Supported Living,4861.28,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061734,R5851,Supported Living,2094.68,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061741,R5851,Supported Living,1876.80,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061744,R5851,Supported Living,2203.48,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061778,R5851,Supported Living,2611.56,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061779,R5851,Supported Living,3617.88,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061780,R5851,Supported Living,4202.96,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061781,R5851,Supported Living,6692.28,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061783,R5810,Adult Day Care,510.00,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061786,R5851,Supported Living,4162.12,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061787,R5851,Supported Living,2094.68,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061788,R5810,Adult Day Care,510.00,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061789,R5851,Supported Living,3726.96,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061790,R5810,Adult Day Care,637.50,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061791,R5851,Supported Living,2582.80,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061792,R5810,Adult Day Care,510.00,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061794,R5851,Supported Living,3435.12,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061795,R5851,Supported Living,6964.16,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061797,R5810,Adult Day Care,637.50,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061798,R5851,Supported Living,4679.36,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061801,R5851,Supported Living,4202.96,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061802,R5851,Supported Living,6257.08,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061804,R5851,Supported Living,2652.56,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061805,R5851,Supported Living,5930.68,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061806,R5810,Adult Day Care,510.00,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061808,R5851,Supported Living,2203.48,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061809,R5851,Supported Living,3454.96,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51061811,R5851,Supported Living,2978.76,28/07/2016,People Group,
INSERTED DETAIL,100055,People In Action,51058172,R5805,Homecare - External Domiciliary (Adults),1142.40,29/07/2016,People Group,
INSERTED DETAIL,230609,People Insight,50988282,R4409,Consultancy,4839.00,07/07/2016,Fire and Rescue,
INSERTED DETAIL,230609,People Insight,51029248,R4409,Consultancy,4947.55,07/07/2016,Fire and Rescue,
INSERTED DETAIL,204794,Permanent Futures Ltd,51039890,R1101,Agency Staff Pay,6840.00,14/07/2016,People Group,
INSERTED DETAIL,204794,Permanent Futures Ltd,51044169,R5604,Commissioned Works,3217.50,15/07/2016,Communities,
INSERTED DETAIL,204794,Permanent Futures Ltd,51047708,R1101,Agency Staff Pay,3600.00,29/07/2016,People Group,
INSERTED DETAIL,225588,Perspecktive Ltd (Coventry),51042098,R5805,Homecare - External Domiciliary (Adults),714.00,13/07/2016,People Group,
INSERTED DETAIL,225588,Perspecktive Ltd (Coventry),51042109,R5851,Supported Living,6720.00,13/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51040713,R1101,Agency Staff Pay,629.70,04/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51040684,R1101,Agency Staff Pay,1844.60,04/07/2016,Fire and Rescue,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51040734,R1101,Agency Staff Pay,1332.21,04/07/2016,Fire and Rescue,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51026188,R1101,Agency Staff Pay,979.39,05/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51032924,R1101,Agency Staff Pay,939.69,05/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51029691,R1101,Agency Staff Pay,979.39,05/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51022769,R1101,Agency Staff Pay,780.87,05/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51040721,R1101,Agency Staff Pay,1081.20,14/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51040706,R1101,Agency Staff Pay,831.90,14/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044790,R1101,Agency Staff Pay,1531.23,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044792,R1101,Agency Staff Pay,1940.19,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044795,R1101,Agency Staff Pay,975.83,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044796,R1101,Agency Staff Pay,514.67,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044797,R1101,Agency Staff Pay,608.10,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044720,R1101,Agency Staff Pay,1235.94,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044799,R1101,Agency Staff Pay,759.46,22/07/2016,Resources,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044801,R1101,Agency Staff Pay,730.20,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044803,R1101,Agency Staff Pay,1013.00,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044804,R1101,Agency Staff Pay,1247.63,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044805,R1101,Agency Staff Pay,859.52,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044807,R1101,Agency Staff Pay,1097.91,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044808,R1101,Agency Staff Pay,999.00,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044809,R1101,Agency Staff Pay,625.42,22/07/2016,Resources,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044810,R1101,Agency Staff Pay,1029.34,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044811,R1101,Agency Staff Pay,935.36,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044812,R1101,Agency Staff Pay,1172.05,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044813,R1101,Agency Staff Pay,514.30,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044814,R1101,Agency Staff Pay,1065.60,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044815,R1101,Agency Staff Pay,1537.16,22/07/2016,Fire and Rescue,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044788,R1101,Agency Staff Pay,1421.36,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044785,R1101,Agency Staff Pay,1043.40,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044783,R1101,Agency Staff Pay,897.75,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044781,R1101,Agency Staff Pay,1477.13,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044780,R1101,Agency Staff Pay,1306.84,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044778,R1101,Agency Staff Pay,1169.94,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044776,R1101,Agency Staff Pay,919.58,22/07/2016,Fire and Rescue,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044775,R1101,Agency Staff Pay,1101.64,22/07/2016,Resources,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044774,R1101,Agency Staff Pay,681.70,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044756,R1101,Agency Staff Pay,643.44,22/07/2016,Communities,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044750,R1101,Agency Staff Pay,1395.25,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044740,R1101,Agency Staff Pay,1230.99,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044724,R1101,Agency Staff Pay,1230.99,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044721,R1101,Agency Staff Pay,668.70,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044798,R1101,Agency Staff Pay,1233.24,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044717,R1101,Agency Staff Pay,592.90,22/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51045127,R1101,Agency Staff Pay,995.46,27/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51044739,R1101,Agency Staff Pay,938.84,28/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51036459,R1101,Agency Staff Pay,551.54,28/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51029649,R1101,Agency Staff Pay,947.39,28/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51022730,R1101,Agency Staff Pay,752.17,28/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51040667,R1101,Agency Staff Pay,976.19,28/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048361,R1101,Agency Staff Pay,1073.70,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048362,R1101,Agency Staff Pay,692.63,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048363,R1101,Agency Staff Pay,1230.99,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048370,R1101,Agency Staff Pay,1122.17,29/07/2016,Resources,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048371,R1101,Agency Staff Pay,934.65,29/07/2016,Fire and Rescue,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048380,R1101,Agency Staff Pay,666.00,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048381,R1101,Agency Staff Pay,692.20,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048382,R1101,Agency Staff Pay,1623.03,29/07/2016,Communities,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048384,R1101,Agency Staff Pay,1306.84,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048385,R1101,Agency Staff Pay,1639.23,29/07/2016,Communities,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048386,R1101,Agency Staff Pay,930.18,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048387,R1101,Agency Staff Pay,1169.94,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048390,R1101,Agency Staff Pay,1043.40,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048391,R1101,Agency Staff Pay,984.75,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048392,R1101,Agency Staff Pay,659.12,29/07/2016,Resources,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048393,R1101,Agency Staff Pay,678.70,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048394,R1101,Agency Staff Pay,1009.52,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048395,R1101,Agency Staff Pay,1230.99,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048396,R1101,Agency Staff Pay,1113.75,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048398,R1101,Agency Staff Pay,1066.83,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048399,R1101,Agency Staff Pay,1250.03,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048324,R1101,Agency Staff Pay,1156.25,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048326,R1101,Agency Staff Pay,974.60,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048329,R1101,Agency Staff Pay,635.04,29/07/2016,Communities,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048333,R1101,Agency Staff Pay,1230.99,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048336,R1101,Agency Staff Pay,943.49,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048348,R1101,Agency Staff Pay,997.15,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048359,R1101,Agency Staff Pay,1940.19,29/07/2016,People Group,
INSERTED DETAIL,204797,Pertemps Recruitment Partnership Ltd,51048360,R1101,Agency Staff Pay,1221.74,29/07/2016,Resources,
,,PGL TRAVEL LIMITED,P-CARD,,,653.00 ,27/07/2016,,
INSERTED DETAIL,204816,PGL Travel Ltd,51056379,R4915,Educational Visits Expenditure,6035.50,28/07/2016,Schools,
INSERTED DETAIL,100403,Pharos Care Ltd,51052483,R5806,Residential Care (Adults),8497.44,11/07/2016,People Group,
INSERTED DETAIL,100403,Pharos Care Ltd,51052471,R5806,Residential Care (Adults),7500.00,11/07/2016,People Group,
INSERTED DETAIL,100403,Pharos Care Ltd,51052483,R5806,Residential Care (Adults),16618.00,11/07/2016,People Group,
INSERTED DETAIL,216939,Phoenix Fostering,51041523,R5822,Foster Care Payments - External,5900.00,20/07/2016,People Group,
INSERTED DETAIL,216939,Phoenix Fostering,51041514,R5822,Foster Care Payments - External,5900.00,20/07/2016,People Group,
INSERTED DETAIL,216939,Phoenix Fostering,51046571,R5822,Foster Care Payments - External,5900.00,28/07/2016,People Group,
INSERTED DETAIL,204836,Phoenix Psychological Services Ltd (****5346),51046548,R5802,Substitute Care,804.30,01/07/2016,People Group,
INSERTED DETAIL,204836,Phoenix Psychological Services Ltd (****5346),51046565,R5802,Substitute Care,600.00,01/07/2016,People Group,
INSERTED DETAIL,204836,Phoenix Psychological Services Ltd (****5346),51048976,R5802,Substitute Care,616.20,08/07/2016,People Group,
INSERTED DETAIL,204837,Phoenix Software Ltd,51039887,R4512,Software,1924.92,14/07/2016,Resources,
INSERTED DETAIL,204837,Phoenix Software Ltd,51045610,R4512,Software,682.44,27/07/2016,Resources,
INSERTED DETAIL,204837,Phoenix Software Ltd,51049867,R4512,Software,651.00,29/07/2016,Resources,
INSERTED DETAIL,204837,Phoenix Software Ltd,51049868,R4512,Software,651.00,29/07/2016,Resources,
INSERTED DETAIL,204837,Phoenix Software Ltd,51049887,R4512,Software,651.00,29/07/2016,Resources,
INSERTED DETAIL,204837,Phoenix Software Ltd,51049889,R4512,Software,566.06,29/07/2016,Resources,
INSERTED DETAIL,204837,Phoenix Software Ltd,51049869,R4512,Software,566.16,29/07/2016,Resources,
INSERTED DETAIL,204838,Phonak Group Ltd,51045348,R4007,Equipment,26308.50,01/07/2016,Communities,
INSERTED DETAIL,204845,Pick Everard,51040467,C1030,"New Construction, Conversion & Renovation",3587.39,13/07/2016,Capital,
INSERTED DETAIL,204845,Pick Everard,51040466,C1050,External Fees,4859.85,13/07/2016,Capital,
INSERTED DETAIL,204845,Pick Everard,51040464,C1050,External Fees,120602.10,13/07/2016,Capital,
INSERTED DETAIL,204845,Pick Everard,51040463,C1050,External Fees,4250.00,13/07/2016,Capital,
INSERTED DETAIL,204845,Pick Everard,51040462,C1030,"New Construction, Conversion & Renovation",1114.10,13/07/2016,Capital,
INSERTED DETAIL,204845,Pick Everard,51040461,C1050,External Fees,4692.75,13/07/2016,Capital,
INSERTED DETAIL,204845,Pick Everard,51050115,C1050,External Fees,13497.48,29/07/2016,Capital,
INSERTED DETAIL,204847,Pickfords Ltd,51036479,R2601,External Removals,1812.43,08/07/2016,Resources,
INSERTED DETAIL,204847,Pickfords Ltd,51047626,R4010,Equipment Hire,540.00,29/07/2016,Resources,
INSERTED DETAIL,100029,Pinnacle Care Ltd,51052445,R5806,Residential Care (Adults),9481.20,11/07/2016,People Group,
INSERTED DETAIL,100029,Pinnacle Care Ltd,51052445,R5806,Residential Care (Adults),1896.24,11/07/2016,People Group,
INSERTED DETAIL,100029,Pinnacle Care Ltd,51054543,R5810,Adult Day Care,890.00,15/07/2016,People Group,
INSERTED DETAIL,100029,Pinnacle Care Ltd,51054311,R5810,Adult Day Care,712.00,15/07/2016,People Group,
INSERTED DETAIL,204864,Pitney Bowes Finance Ltd,51045550,R4023,Franking Machine Rental/Purchase,1080.08,01/07/2016,Resources,
INSERTED DETAIL,207696,Pitney Bowes Purchase Power ****4777,51042163,R4309,Postage & Carriage,770.19,08/07/2016,People Group,
INSERTED DETAIL,207696,Pitney Bowes Purchase Power ****4777,51039541,R4007,Equipment,874.01,13/07/2016,Resources,
INSERTED DETAIL,207696,Pitney Bowes Purchase Power ****4777,51042052,R4309,Postage & Carriage,4040.00,15/07/2016,Resources,
INSERTED DETAIL,207696,Pitney Bowes Purchase Power ****4777,51041428,R4309,Postage & Carriage,513.00,15/07/2016,Communities,
INSERTED DETAIL,207696,Pitney Bowes Purchase Power ****4777,51049958,R4309,Postage & Carriage,526.00,21/07/2016,People Group,
INSERTED DETAIL,207696,Pitney Bowes Purchase Power ****4777,51044139,R4309,Postage & Carriage,2020.00,22/07/2016,Communities,
INSERTED DETAIL,207696,Pitney Bowes Purchase Power ****4777,51046633,R4023,Franking Machine Rental/Purchase,1013.00,28/07/2016,Communities,
INSERTED DETAIL,204889,Pohwer The Advocacy Agency,51045507,R5702,Payments to External Contractors,16875.00,22/07/2016,Communities,
INSERTED DETAIL,204890,Polesworth Academy School,51056608,R6107,SEN Statements Funding - Non-Maintained Schools,1942.00,20/07/2016,Communities,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51052433,R5806,Residential Care (Adults),7320.04,11/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51052433,R5806,Residential Care (Adults),111089.70,11/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054422,R5851,Supported Living,940.16,14/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054428,R5810,Adult Day Care,909.60,14/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054429,R5851,Supported Living,2048.00,14/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054440,R5851,Supported Living,2721.04,14/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054473,R5851,Supported Living,1482.56,14/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054474,R5810,Adult Day Care,794.00,14/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054417,R5851,Supported Living,894.96,14/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054412,R5851,Supported Living,849.76,14/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054153,R5810,Adult Day Care,834.40,14/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054149,R5851,Supported Living,2481.48,14/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054148,R5810,Adult Day Care,909.60,14/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054514,R5810,Adult Day Care,911.20,15/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054487,R5851,Supported Living,911.20,15/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054525,R5810,Adult Day Care,950.40,15/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51054486,R5851,Supported Living,1369.56,15/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51055200,R5851,Supported Living,2318.76,19/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51055201,R5851,Supported Living,6074.88,19/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51055210,R5851,Supported Living,3918.84,19/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51055197,R5851,Supported Living,1844.16,19/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51055196,R5851,Supported Living,1545.84,19/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51055192,R5851,Supported Living,2227.84,19/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51055187,R5851,Supported Living,2169.60,19/07/2016,People Group,
INSERTED DETAIL,100054,Polesworth Group Homes Ltd,51055183,R5851,Supported Living,1803.48,19/07/2016,People Group,
INSERTED DETAIL,204894,Polesworth Pre-school,51041716,R6106,Private Providers - Early Years Funding,4150.57,04/07/2016,Communities,
