Supplier ID,Supplier,TransNo,Account,Description, Amount ,Pay date,Group
202497,H W Martin Waste Ltd,50010710,R5206,Excess / Bulk haulage," 3,161.14 ",30/11/2011,Communities
202497,H W Martin Waste Ltd,50011583,R5703,Site Payments," 2,546.50 ",24/11/2011,Communities
202497,H W Martin Waste Ltd,50013255,R5208,Recycling Credits - Contract Payments," 1,569.92 ",30/11/2011,Communities
202497,H W Martin Waste Ltd,50013274,R5703,Site Payments," 22,102.73 ",30/11/2011,Communities
202501,Haines Watts,50007651,R4413,External Audit Fees," 1,298.33 ",11/11/2011,Resources
202501,Haines Watts,50007652,R4413,External Audit Fees, 683.66 ,11/11/2011,Resources
202501,Haines Watts,50007653,R4413,External Audit Fees," 2,733.33 ",11/11/2011,Resources
202510,Hampton Magna Pre-School,50011178,R5702,Payments to External Contractors," 5,796.70 ",22/11/2011,People Group
201101,Happy Days Nursery,50011157,R5702,Payments to External Contractors," 4,568.85 ",22/11/2011,People Group
202518,Happy Faces Pre-School,50011055,R5702,Payments to External Contractors," 5,137.27 ",22/11/2011,People Group
202519,Happy Futures Day Nursery T/A Monkey Puzzle D,50011077,R5702,Payments to External Contractors," 3,101.28 ",22/11/2011,People Group
202520,Happy Tykes Pre-School,50011095,R5702,Payments to External Contractors," 13,214.35 ",22/11/2011,People Group
202520,Happy Tykes Pre-School,50014365,R4606,Pre-School Teachers Flexible Payments, 500.00 ,29/11/2011,People Group
202525,Harbury Pre-School,50011167,R5702,Payments to External Contractors," 4,651.92 ",22/11/2011,People Group
202558,Hays IT,50006056,R1101,Agency Staff Pay, 625.30 ,07/11/2011,Resources
202558,Hays IT,50010599,R1101,Agency Staff Pay, 625.30 ,18/11/2011,Resources
202558,Hays IT,50014016,R1101,Agency Staff Pay, 625.30 ,29/11/2011,Resources
202570,Headstart Day Nursery,50011250,R5702,Payments to External Contractors," 4,459.65 ",22/11/2011,People Group
202586,Hedgerow Preschool Group,50011037,R5702,Payments to External Contractors," 7,297.87 ",22/11/2011,People Group
209055,Hemming And Peace Funeral Services,50008202,R4615,Mortuary/Pathology Expenses, 698.22 ,14/11/2011,Other Services
202653,Hill Dickinson Llp,50009620,R2801,All Risks Insurance Premiums," 100,000.00 ",18/11/2011,Other Services
202653,Hill Dickinson Llp,50009621,R2801,All Risks Insurance Premiums," 100,000.00 ",18/11/2011,Other Services
202656,Hill Street Youth & Community Centre,50012618,R5501,Grants to Organisations & Voluntary Bodies," 5,000.00 ",29/11/2011,Communities
202658,Hillmorton Childrens Centre,50011172,R5702,Payments to External Contractors," 2,963.61 ",22/11/2011,People Group
210066,Hillmorton Vale Residents Association,50013430,R5501,Grants to Organisations & Voluntary Bodies," 1,000.00 ",30/11/2011,Communities
202661,Hillwood Auto Engineering Ltd,50006576,R4030,Materials," 2,383.33 ",08/11/2011,Communities
210709,Holly Berries Nursery,50011090,R5702,Payments to External Contractors," 5,797.02 ",22/11/2011,People Group
202684,Holly Lodge Day Nursery,50011085,R5702,Payments to External Contractors," 7,118.67 ",22/11/2011,People Group
210073,Hope 4(Rugby) Ltd,50013433,R5501,Grants to Organisations & Voluntary Bodies," 2,000.00 ",30/11/2011,Communities
202698,Hopes and Dreams Day Nursery,50011215,R5702,Payments to External Contractors," 2,122.90 ",22/11/2011,People Group
202700,Hopwells Ltd,50004107,R4104,Food Costs / Provisions," 48,991.62 ",11/11/2011,Resources
202700,Hopwells Ltd,50004109,R4104,Food Costs / Provisions," 44,659.18 ",04/11/2011,Resources
202700,Hopwells Ltd,50005789,R4104,Food Costs / Provisions," 39,399.97 ",17/11/2011,Resources
202700,Hopwells Ltd,50007506,R4104,Food Costs / Provisions, 654.70 ,17/11/2011,Resources
202700,Hopwells Ltd,50007567,R4104,Food Costs / Provisions," 48,802.43 ",17/11/2011,Resources
202700,Hopwells Ltd,50011769,R4104,Food Costs / Provisions," 46,274.01 ",25/11/2011,Resources
202703,Horeston Grange Pre-School,50011091,R5702,Payments to External Contractors," 2,990.52 ",22/11/2011,People Group
202711,House of Light Nursery,50011127,R5702,Payments to External Contractors," 5,290.35 ",22/11/2011,People Group
202733,Humpty Dumpty Nursery,50011255,R5702,Payments to External Contractors," 3,722.98 ",22/11/2011,People Group
202737,Hurley  Nursery,50011219,R5702,Payments to External Contractors," 9,457.70 ",22/11/2011,People Group
202776,Icetone Systems Ltd,50006479,R4409,Consultancy, 577.50 ,01/11/2011,Resources
202804,Imperial Commercials Ltd,50011860,R4030,Materials, 997.56 ,29/11/2011,Communities
202835,Inderflame Combustion & Heating Services Ltd,50005761,R2023,Mechanical (LM), 576.64 ,01/11/2011,Resources
202835,Inderflame Combustion & Heating Services Ltd,50006082,R2023,Mechanical (LM), 678.00 ,10/11/2011,Resources
202835,Inderflame Combustion & Heating Services Ltd,50006580,R2023,Mechanical (LM), 964.10 ,10/11/2011,Resources
202835,Inderflame Combustion & Heating Services Ltd,50008113,R2023,Mechanical (LM), 583.90 ,10/11/2011,Resources
202835,Inderflame Combustion & Heating Services Ltd,50010618,R2023,Mechanical (LM), 590.45 ,18/11/2011,Resources
202835,Inderflame Combustion & Heating Services Ltd,50010620,R2023,Mechanical (LM), 686.28 ,23/11/2011,Resources
202835,Inderflame Combustion & Heating Services Ltd,50014778,R2023,Mechanical (LM)," 2,323.00 ",30/11/2011,Resources
202838,Indoor Controlled Environments,50005369,R2023,Mechanical (LM), 690.08 ,01/11/2011,Resources
202838,Indoor Controlled Environments,50005531,R2023,Mechanical (LM), 557.00 ,01/11/2011,Resources
202838,Indoor Controlled Environments,50006587,R2023,Mechanical (LM), 690.67 ,10/11/2011,Resources
202838,Indoor Controlled Environments,50006589,R2023,Mechanical (LM)," 1,076.75 ",10/11/2011,Resources
202838,Indoor Controlled Environments,50010346,R2023,Mechanical (LM)," 1,177.70 ",18/11/2011,Resources
202838,Indoor Controlled Environments,50010785,R2023,Mechanical (LM), 946.40 ,21/11/2011,Resources
202838,Indoor Controlled Environments,50013756,R2023,Mechanical (LM), 643.00 ,30/11/2011,Resources
202838,Indoor Controlled Environments,50015109,R2023,Mechanical (LM)," 1,981.00 ",30/11/2011,Resources
202838,Indoor Controlled Environments,50015110,R2023,Mechanical (LM), 858.00 ,30/11/2011,Resources
202838,Indoor Controlled Environments,50015111,R2023,Mechanical (LM)," 1,577.00 ",30/11/2011,Resources
202838,Indoor Controlled Environments,50015112,R2023,Mechanical (LM), 966.00 ,30/11/2011,Resources
202845,Informed Assessment Ltd,50013507,R4443,Professional Fees Admin, 644.00 ,28/11/2011,Resources
202855,Initial Washroom Solutions,50007384,R2703,Hygiene Services, 981.87 ,07/11/2011,Resources
202853,Initial Washroom Solutions,50007746,R2703,Hygiene Services, 658.88 ,10/11/2011,Resources
202853,Initial Washroom Solutions,50013568,R2703,Hygiene Services, 658.88 ,29/11/2011,Resources
202859,Inphase Software UK Ltd,50007472,R4409,Consultancy," 2,000.00 ",14/11/2011,Fire and Rescue
202860,Inprint,50007474,R4313,Stationery & Paper," 1,650.00 ",11/11/2011,Fire and Rescue
202860,Inprint,50008277,R4028,Leaflets," 1,860.00 ",11/11/2011,Fire and Rescue
202860,Inprint,50012541,R4310,Printing, 989.00 ,24/11/2011,Fire and Rescue
202860,Inprint,50012544,R4310,Printing, 630.00 ,24/11/2011,Fire and Rescue
202860,Inprint,50012546,R4310,Printing, 985.00 ,24/11/2011,Fire and Rescue
202862,Inside Out,50011128,R5702,Payments to External Contractors," 13,029.57 ",22/11/2011,People Group
202877,Insulation Contracting Services,50006577,C1030,"New Construction, Conversion & Renovation"," 4,251.00 ",10/11/2011,Capital
202877,Insulation Contracting Services,50007262,C1030,"New Construction, Conversion & Renovation"," 3,992.00 ",10/11/2011,Capital
202877,Insulation Contracting Services,50007277,C1030,"New Construction, Conversion & Renovation"," 14,327.00 ",10/11/2011,Capital
202877,Insulation Contracting Services,50007282,C1030,"New Construction, Conversion & Renovation"," 8,761.00 ",15/11/2011,Capital
202877,Insulation Contracting Services,50007347,C1030,"New Construction, Conversion & Renovation"," 4,984.00 ",15/11/2011,Capital
202877,Insulation Contracting Services,50008438,R2015,Asbestos Remedial Works (LA)," 1,241.00 ",15/11/2011,Resources
202877,Insulation Contracting Services,50010323,R2022,Building (LB)," 4,653.00 ",18/11/2011,Resources
202877,Insulation Contracting Services,50011825,R2022,Building (LB), 741.00 ,23/11/2011,Resources
209285,Integrated Traffic Services Ltd,50011602,R5702,Payments to External Contractors, 500.00 ,24/11/2011,Communities
202881,Intellident Ltd,50008600,R4058,Books, 604.38 ,22/11/2011,Resources
202884,Interlock Surveys Ltd,50003357,C1030,"New Construction, Conversion & Renovation"," 1,775.00 ",07/11/2011,Capital
202903,Ishem Ltd,50006360,R2017,Safe Water Remedial Works (SWR)," 2,534.24 ",10/11/2011,Resources
202903,Ishem Ltd,50015268,R2017,Safe Water Remedial Works (SWR)," 2,833.98 ",30/11/2011,Resources
202914,J & B Electrical Contractors Ltd,50012263,R4514,Telephone Rental," 3,632.00 ",25/11/2011,Resources
202925,J B Cramer & Co Ltd,50010869,R4058,Books," 1,255.85 ",21/11/2011,Resources
208445,J R Hurton & Sons Ltd,50010529,R2024,Electrical (LE), 700.68 ,18/11/2011,Resources
208445,J R Hurton & Sons Ltd,50013972,R2022,Building (LB), 521.20 ,29/11/2011,Resources
208445,J R Hurton & Sons Ltd,50014500,R2022,Building (LB)," 18,265.84 ",30/11/2011,Resources
208445,J R Hurton & Sons Ltd,50014811,R2022,Building (LB)," 11,242.32 ",30/11/2011,Resources
208941,JACEA Club,50012680,R5501,Grants to Organisations & Voluntary Bodies, 787.00 ,29/11/2011,Communities
203021,Jack & Jill Preschool,50011158,R5702,Payments to External Contractors," 5,565.69 ",22/11/2011,People Group
203022,Jack & Jill Pre-School,50011714,R5702,Payments to External Contractors," 6,453.72 ",22/11/2011,People Group
203025,Jack In The Box Day Nursery - Nuneaton  Ltd,50011173,R5702,Payments to External Contractors," 8,502.66 ",22/11/2011,People Group
203039,Jam Kangaroo Nursery,50011174,R5702,Payments to External Contractors," 1,910.61 ",22/11/2011,People Group
203079,Jay Fostering Ltd,50012292,R5822,Foster Care Payments - External," 5,213.27 ",24/11/2011,People Group
203079,Jay Fostering Ltd,50012974,R5801,Other Child Care," 3,167.10 ",29/11/2011,People Group
203079,Jay Fostering Ltd,50012975,R5801,Other Child Care," 3,167.10 ",29/11/2011,People Group
203079,Jay Fostering Ltd,50012976,R5801,Other Child Care," 3,167.10 ",29/11/2011,People Group
203079,Jay Fostering Ltd,50012977,R5801,Other Child Care," 3,025.71 ",29/11/2011,People Group
203088,JCP Transport & Atherstone Taxis,50009747,R3202,Car Hire," 1,218.00 ",17/11/2011,Communities
203141,Jmp Consultants Ltd,50009245,R4409,Consultancy," 6,000.00 ",23/11/2011,Communities
203141,Jmp Consultants Ltd,50009246,R4409,Consultancy," 2,101.20 ",23/11/2011,Communities
203165,Jockey Club Racesourses -  Holdings  Ltd,50006390,R4601,Conferences, 765.00 ,10/11/2011,Communities
203165,Jockey Club Racesourses -  Holdings  Ltd,50008410,R2204,Room Hire - External," 5,637.50 ",14/11/2011,Communities
203196,John Laing Rail Infrastructure Ltd,50007711,R4443,Professional Fees Admin, 846.47 ,10/11/2011,Resources
203215,Johnsons Quality Coach & Bus Travel,50009716,R3204,Home To School / College Transport," 1,404.08 ",16/11/2011,Communities
203215,Johnsons Quality Coach & Bus Travel,50009716,R5704,Public Transport," 1,308.35 ",16/11/2011,Communities
203215,Johnsons Quality Coach & Bus Travel,50009727,R3204,Home To School / College Transport, 507.35 ,16/11/2011,Communities
203215,Johnsons Quality Coach & Bus Travel,50009727,R3204,Home To School / College Transport, 862.49 ,16/11/2011,Communities
203215,Johnsons Quality Coach & Bus Travel,50009727,R5704,Public Transport, 684.92 ,16/11/2011,Communities
203215,Johnsons Quality Coach & Bus Travel,50009731,R3204,Home To School / College Transport," 1,505.46 ",16/11/2011,Communities
203215,Johnsons Quality Coach & Bus Travel,50009731,R5704,Public Transport," 1,505.46 ",16/11/2011,Communities
203215,Johnsons Quality Coach & Bus Travel,50009732,R3204,Home To School / College Transport," 2,303.95 ",16/11/2011,Communities
203215,Johnsons Quality Coach & Bus Travel,50009732,R5704,Public Transport," 1,601.05 ",16/11/2011,Communities
203215,Johnsons Quality Coach & Bus Travel,50011299,R5702,Payments to External Contractors," 4,416.32 ",28/11/2011,Communities
203215,Johnsons Quality Coach & Bus Travel,50011312,R5702,Payments to External Contractors," 5,250.00 ",28/11/2011,Communities
203215,Johnsons Quality Coach & Bus Travel,50013329,R5204,Concessionary Fares," 12,214.84 ",25/11/2011,Communities
203220,Jonathan Brutnall & Co Ltd,50013323,R2001,Buildings Maintenance, 511.43 ,28/11/2011,Communities
203244,Jpl Print & Desigh,50012111,R4310,Printing, 847.00 ,30/11/2011,Communities
203360,Keith Judge Building Contracts,50012451,C1030,"New Construction, Conversion & Renovation"," 1,000.00 ",29/11/2011,Capital
203360,Keith Judge Building Contracts,50012451,C1030,"New Construction, Conversion & Renovation"," 4,450.00 ",29/11/2011,Capital
203367,Keltruck Ltd,50006701,R4030,Materials," 3,240.18 ",08/11/2011,Communities
203367,Keltruck Ltd,50007901,R4030,Materials,-760.50 ,22/11/2011,Communities
203367,Keltruck Ltd,50008101,R4030,Materials, 562.29 ,22/11/2011,Communities
203367,Keltruck Ltd,50008561,R4030,Materials," 2,113.82 ",16/11/2011,Communities
203367,Keltruck Ltd,50011753,R4030,Materials, 516.21 ,28/11/2011,Communities
203367,Keltruck Ltd,50011766,R4030,Materials, 660.00 ,25/11/2011,Communities
203367,Keltruck Ltd,50011987,R3004,Repair & Maintenance Of Vehicles," 1,220.00 ",29/11/2011,Communities
203380,Kennedys,50007713,R4443,Professional Fees Admin," 40,746.00 ",09/11/2011,Resources
203380,Kennedys,50015218,R4443,Professional Fees Admin," 12,398.63 ",30/11/2011,Resources
203406,Kidikare Day Nursery Ltd,50011092,R5702,Payments to External Contractors," 1,641.12 ",22/11/2011,People Group
203408,Kidventure Day Care,50011189,R5702,Payments to External Contractors," 2,642.25 ",22/11/2011,People Group
203419,Kineton Playgroup Ltd,50011209,R5702,Payments to External Contractors," 17,829.63 ",22/11/2011,People Group
203420,Kineton Village Hall Assoc.,50011505,R2201,Rent, 780.00 ,23/11/2011,Resources
203429,Kings Meadow Nursery,50011137,R5702,Payments to External Contractors," 3,599.70 ",22/11/2011,People Group
203430,Kingsbury 1st Playgroup,50011056,R5702,Payments to External Contractors," 6,350.24 ",22/11/2011,People Group
203433,Kingsbury Village Pre-School,50011086,R5702,Payments to External Contractors," 2,716.39 ",22/11/2011,People Group
203436,Kingsley School,50011039,R5702,Payments to External Contractors," 2,907.45 ",22/11/2011,People Group
203450,Kitsons Environmental Europe Ltd,50003349,C1030,"New Construction, Conversion & Renovation"," 42,291.75 ",07/11/2011,Capital
203453,Knightlow Childrens Partnership Ltd,50011141,R5702,Payments to External Contractors," 10,874.50 ",22/11/2011,People Group
203460,Konica Minolta Business Solutions East Ltd,50006371,R4307,Photocopier Expenses, 627.70 ,03/11/2011,Resources
203460,Konica Minolta Business Solutions East Ltd,50008516,R4036,Photocopier Rental & Maintenance, 504.54 ,21/11/2011,Fire and Rescue
210441,Laca,50009256,R3405,Staff Training Mileage, 980.99 ,15/11/2011,Resources
203512,Lapworth Pre-School,50011246,R5702,Payments to External Contractors," 2,385.96 ",22/11/2011,People Group
208283,Leamington Sony Centre,50011941,R4009,Equipment - Audio/Visual," 4,999.36 ",23/11/2011,Fire and Rescue
203566,Lees Agricultural Ltd,50014817,R4038,Plant & Tools, 580.00 ,29/11/2011,Communities
203568,Lego Education Europe Ltd,50014913,R4503,Hardware," 3,607.98 ",30/11/2011,Resources
209453,Lenoch Engineering Ltd,50011523,R5702,Payments to External Contractors," 4,200.00 ",30/11/2011,Communities
203583,LexisNexis,50009222,R4058,Books," 39,384.00 ",18/11/2011,Resources
203583,LexisNexis,50013377,R4058,Books, 684.45 ,25/11/2011,Resources
203611,Link Mailing Ltd,50006416,R4317,Print Operational Costs, 850.00 ,07/11/2011,Resources
203627,Little Angels Nursery of Leamington Spa,50011241,R5702,Payments to External Contractors," 3,744.33 ",22/11/2011,People Group
203630,Little Crackley School,50011088,R5702,Payments to External Contractors," 2,875.47 ",22/11/2011,People Group
203631,Little Glendalers Preschool Ltd,50011108,R5702,Payments to External Contractors," 15,912.30 ",22/11/2011,People Group
203632,Little Grasshoppers Day Nursery,50011198,R5702,Payments to External Contractors, 636.87 ,22/11/2011,People Group
203633,Little Gregs Pre-School,50011040,R5702,Payments to External Contractors," 4,400.72 ",22/11/2011,People Group
203636,Little Stars Christian Preschool,50011124,R5702,Payments to External Contractors," 3,291.60 ",22/11/2011,People Group
203637,Little Stars Nursery,50011104,R5702,Payments to External Contractors," 4,205.83 ",22/11/2011,People Group
203638,Little Teds Day Nursery,50011114,R5702,Payments to External Contractors," 1,013.02 ",22/11/2011,People Group
203639,Little Willows Pre School,50011093,R5702,Payments to External Contractors," 10,984.83 ",22/11/2011,People Group
203656,Local Radio Cars,50007632,R3204,Home To School / College Transport," 1,050.00 ",10/11/2011,Communities
203656,Local Radio Cars,50007633,R3204,Home To School / College Transport," 1,290.00 ",10/11/2011,Communities
203656,Local Radio Cars,50007638,R3204,Home To School / College Transport," 1,350.00 ",10/11/2011,Communities
203674,Long Itchington Preschool,50011149,R5702,Payments to External Contractors," 5,561.07 ",22/11/2011,People Group
203679,Lord Combustion Services Ltd,50008877,R2023,Mechanical (LM), 923.16 ,14/11/2011,Resources
203679,Lord Combustion Services Ltd,50015092,R2023,Mechanical (LM), 929.74 ,30/11/2011,Resources
203682,Lorien Plc,50005958,R1101,Agency Staff Pay," 5,616.97 ",08/11/2011,Resources
208924,M & J Flat Roofing Ltd,50014636,C1030,"New Construction, Conversion & Renovation"," 56,501.82 ",30/11/2011,Capital
204021,M I Taxi Service,50007654,R3204,Home To School / College Transport," 1,020.00 ",09/11/2011,Communities
204021,M I Taxi Service,50007655,R3204,Home To School / College Transport," 1,005.00 ",09/11/2011,Communities
204021,M I Taxi Service,50007656,R3204,Home To School / College Transport," 1,600.00 ",09/11/2011,Communities
204021,M I Taxi Service,50007657,R3204,Home To School / College Transport," 1,275.00 ",09/11/2011,Communities
204021,M I Taxi Service,50007658,R3204,Home To School / College Transport," 1,170.00 ",09/11/2011,Communities
208930,M V Kelly Ltd,50007429,C1030,"New Construction, Conversion & Renovation"," 3,366.00 ",08/11/2011,Capital
208066,Manor Security Mobiles Ltd,50008562,R2010,Security Services, 504.00 ,14/11/2011,Resources
203852,Mansell Construction Services Ltd,50008161,C1030,"New Construction, Conversion & Renovation"," 56,736.16 ",15/11/2011,Capital
203903,Marten Walsh Cherer Ltd,50010310,R4443,Professional Fees Admin, 843.20 ,29/11/2011,Resources
203916,Martins Fixings Ltd,50003346,C1030,"New Construction, Conversion & Renovation"," 1,560.00 ",07/11/2011,Capital
203916,Martins Fixings Ltd,50003347,C1030,"New Construction, Conversion & Renovation"," 1,298.00 ",07/11/2011,Capital
203927,Masons Paper,50006412,R4317,Print Operational Costs, 625.53 ,07/11/2011,Resources
203927,Masons Paper,50006457,R4317,Print Operational Costs, 925.81 ,07/11/2011,Resources
203927,Masons Paper,50006519,R4317,Print Operational Costs," 1,147.35 ",15/11/2011,Resources
203927,Masons Paper,50006520,R4317,Print Operational Costs, 958.21 ,07/11/2011,Resources
203927,Masons Paper,50006521,R4317,Print Operational Costs, 533.26 ,07/11/2011,Resources
203927,Masons Paper,50013380,R4317,Print Operational Costs," 1,204.55 ",28/11/2011,Resources
203927,Masons Paper,50013389,R4317,Print Operational Costs, 952.23 ,25/11/2011,Resources
203927,Masons Paper,50013395,R4317,Print Operational Costs, 629.55 ,28/11/2011,Resources
208336,Mayfair Security Solutions Ltd,50008321,R2010,Security Services, 570.00 ,14/11/2011,Resources
208336,Mayfair Security Solutions Ltd,50008335,R2010,Security Services," 6,840.00 ",14/11/2011,Resources
203973,Mcl Transport Consultants Ltd,50008351,R5204,Concessionary Fares," 3,953.50 ",14/11/2011,Communities
203979,Medevent,50009239,R1601,Training - External, 520.00 ,24/11/2011,Fire and Rescue
208374,Mercer Limited,50005261,R4409,Consultancy," 5,000.00 ",07/11/2011,Resources
208374,Mercer Limited,50012142,R4409,Consultancy," 5,000.00 ",28/11/2011,Resources
204008,Meritec Ltd,50006498,R4512,Software," 2,211.00 ",04/11/2011,Resources
204010,Merlin Venture Ltd,50008274,R9309,General Fees & Charges Income," 6,458.00 ",11/11/2011,Communities
204012,Merrydays Montessori Nursery School,50011237,R5702,Payments to External Contractors," 12,728.17 ",22/11/2011,People Group
204015,Met Office,50011518,R4452,Meterological Office," 11,237.00 ",30/11/2011,Communities
204019,Mfc Survival Ltd,50007662,R4020,Fire Equipment Maintenance," 3,713.00 ",15/11/2011,Fire and Rescue
204019,Mfc Survival Ltd,50008480,R4020,Fire Equipment Maintenance, 539.70 ,11/11/2011,Fire and Rescue
204027,Michael Page UK Ltd,50006255,R1101,Agency Staff Pay, 675.00 ,10/11/2011,Resources
204027,Michael Page UK Ltd,50007107,R1101,Agency Staff Pay, 670.50 ,24/11/2011,Resources
204027,Michael Page UK Ltd,50009628,R1101,Agency Staff Pay, 553.50 ,22/11/2011,Resources
204041,Microformat UK Ltd,50011960,R4058,Books," 6,309.36 ",24/11/2011,Resources
209160,Middlemarch Environmental Limited,50011946,C1050,External Fees," 1,800.00 ",30/11/2011,Capital
204047,Middleton Maintenance Services Ltd,50005507,R2023,Mechanical (LM), 519.87 ,01/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50005543,R2024,Electrical (LE), 691.75 ,01/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50005580,R2024,Electrical (LE), 645.30 ,01/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50005743,R2024,Electrical (LE), 707.92 ,01/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50005941,R2024,Electrical (LE), 512.43 ,10/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50006170,R2022,Building (LB), 506.75 ,08/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50006236,R2022,Building (LB), 821.39 ,11/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50006239,R2022,Building (LB),-821.39 ,11/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50006240,R2022,Building (LB), 694.45 ,11/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50007551,R2022,Building (LB), 878.20 ,14/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50007559,R2024,Electrical (LE)," 2,967.22 ",14/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50007560,C1030,"New Construction, Conversion & Renovation"," 11,351.00 ",14/11/2011,Capital
204047,Middleton Maintenance Services Ltd,50007564,C1030,"New Construction, Conversion & Renovation"," 5,807.12 ",14/11/2011,Capital
204047,Middleton Maintenance Services Ltd,50007565,R2022,Building (LB), 879.85 ,14/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50007566,C1030,"New Construction, Conversion & Renovation"," 3,975.99 ",14/11/2011,Capital
204047,Middleton Maintenance Services Ltd,50008129,R2022,Building (LB), 727.59 ,22/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50009808,R2022,Building (LB)," 2,145.35 ",16/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010082,R2022,Building (LB), 597.87 ,17/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010085,R2022,Building (LB), 511.53 ,17/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010142,C1030,"New Construction, Conversion & Renovation"," 6,131.37 ",17/11/2011,Capital
204047,Middleton Maintenance Services Ltd,50010153,R2022,Building (LB), 709.69 ,17/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010269,C1030,"New Construction, Conversion & Renovation"," 9,610.74 ",18/11/2011,Capital
204047,Middleton Maintenance Services Ltd,50010272,R2022,Building (LB)," 1,945.53 ",18/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010289,R2022,Building (LB), 882.17 ,17/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010298,R2022,Building (LB), 522.56 ,17/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010299,C1030,"New Construction, Conversion & Renovation"," 4,454.33 ",18/11/2011,Capital
204047,Middleton Maintenance Services Ltd,50010300,R2023,Mechanical (LM), 937.95 ,17/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010301,C1030,"New Construction, Conversion & Renovation", 956.97 ,17/11/2011,Capital
204047,Middleton Maintenance Services Ltd,50010302,R2022,Building (LB), 914.03 ,17/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010303,R2022,Building (LB)," 1,465.75 ",18/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010304,R2024,Electrical (LE), 950.29 ,17/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010316,R2024,Electrical (LE)," 1,396.82 ",18/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010317,R2024,Electrical (LE), 630.95 ,17/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010318,R2022,Building (LB), 975.39 ,17/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010320,C1030,"New Construction, Conversion & Renovation"," 23,174.47 ",18/11/2011,Capital
204047,Middleton Maintenance Services Ltd,50010324,C1030,"New Construction, Conversion & Renovation", 840.01 ,17/11/2011,Capital
204047,Middleton Maintenance Services Ltd,50010327,R2024,Electrical (LE)," 1,400.81 ",18/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010328,R2024,Electrical (LE)," 2,349.85 ",23/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010329,R2024,Electrical (LE)," 2,904.08 ",22/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010331,C1030,"New Construction, Conversion & Renovation"," 3,341.50 ",18/11/2011,Capital
204047,Middleton Maintenance Services Ltd,50010332,R2022,Building (LB), 612.08 ,17/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010334,R2024,Electrical (LE), 693.60 ,17/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010343,R2024,Electrical (LE)," 2,952.78 ",28/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010351,R2024,Electrical (LE), 585.75 ,17/11/2011,Resources
204047,Middleton Maintenance Services Ltd,50010352,R2022,Building (LB), 911.74 ,17/11/2011,Resources
204052,Midland Counties Heating Service Ltd,50006104,R2023,Mechanical (LM), 563.96 ,09/11/2011,Resources
204052,Midland Counties Heating Service Ltd,50006112,R2023,Mechanical (LM), 609.73 ,09/11/2011,Resources
204052,Midland Counties Heating Service Ltd,50013216,R2024,Electrical (LE), 868.56 ,25/11/2011,Resources
204052,Midland Counties Heating Service Ltd,50015120,R2024,Electrical (LE), 527.34 ,30/11/2011,Resources
204053,Midland Creative Projects Ltd,50009261,R4402,Artists Fees," 2,450.00 ",17/11/2011,Resources
204060,Midland Survey Ltd,50006302,C1030,"New Construction, Conversion & Renovation"," 2,320.00 ",07/11/2011,Capital
204062,Midlands Truck & Van Ltd,50007975,R4030,Materials," 1,166.81 ",23/11/2011,Communities
204063,Midlands Wood Fuel Supply Ltd,50005832,R4409,Consultancy," 1,000.00 ",18/11/2011,Resources
204069,Mike Bs Security Locksmith Ltd,50014042,R4007,Equipment, 557.88 ,29/11/2011,Communities
204071,Mike De Courcey Travel Ltd,50013352,R5204,Concessionary Fares," 2,578.46 ",25/11/2011,Communities
204078,Milby Nursery and Kids Club,50011099,R5702,Payments to External Contractors," 11,539.06 ",22/11/2011,People Group
204083,Miller Construction  UK  Ltd,50009251,C1030,"New Construction, Conversion & Renovation"," 175,740.00 ",18/11/2011,Capital
