,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,
INSERTED DETAIL,203965,Mayrise Ltd t/a Yotta,50855878,R4434,Street Lighting,960.00,17/07/2015,Communities,,,
INSERTED DETAIL,203973,Mcl Transport Consultants Ltd,50846176,R4409,Consultancy,3736.08,10/07/2015,Communities,,,
INSERTED DETAIL,228369,McPhillips (Wellington) Ltd,50853736,C1050,External Fees,99341.65,30/07/2015,Capital,,,
INSERTED DETAIL,203974,Mcpolin Landscapes,50850805,R2752,Grounds Maintenance Contract,644.75,10/07/2015,Schools,,,
INSERTED DETAIL,221492,MDNX Group Ltd - Enterprise Services Ltd t/a Easynet,50852703,R4511,Private Circuit Lines,5738.32,17/07/2015,Resources,,,
INSERTED DETAIL,203976,Meadway Private Hire Ltd,50851069,R4915,Educational Visits Expenditure,1225.00,08/07/2015,Schools,,,
INSERTED DETAIL,203977,Mears Care Ltd,50848522,R5805,Homecare - External Domiciliary (Adults),2040.15,22/07/2015,People Group,,,
INSERTED DETAIL,203984,Medical Gas Solutions Ltd,50854208,R4020,Fire Equipment Maintenance,579.60,14/07/2015,Fire and Rescue,,,
INSERTED DETAIL,100283,Mencap (****3598),50847050,R5851,Supported Living,3726.40,01/07/2015,People Group,,,
INSERTED DETAIL,100283,Mencap (****3598),50854535,R5851,Supported Living,589.12,10/07/2015,People Group,,,
INSERTED DETAIL,100283,Mencap (****3598),50855122,R5806,Residential Care (Adults),2317.92,13/07/2015,People Group,,,
INSERTED DETAIL,100283,Mencap (****3598),50858656,R5851,Supported Living,520.60,21/07/2015,People Group,,,
INSERTED DETAIL,100283,Mencap (****3598),50858685,R5851,Supported Living,547.04,21/07/2015,People Group,,,
INSERTED DETAIL,100283,Mencap (****3598),50858686,R5851,Supported Living,589.12,21/07/2015,People Group,,,
INSERTED DETAIL,100283,Mencap (****3598),50858696,R5851,Supported Living,1013.80,21/07/2015,People Group,,,
INSERTED DETAIL,100283,Mencap (****3598),50858652,R5851,Supported Living,520.60,21/07/2015,People Group,,,
INSERTED DETAIL,100283,Mencap (****3598),50858680,R5851,Supported Living,2877.00,22/07/2015,People Group,,,
INSERTED DETAIL,100283,Mencap (****3598),50858697,R5851,Supported Living,3726.40,22/07/2015,People Group,,,
INSERTED DETAIL,100283,Mencap (****3598),50862761,R5805,Homecare - External Domiciliary (Adults),1045.76,29/07/2015,People Group,,,
INSERTED DETAIL,221149,Meon Medical Centre,50861557,R5702,Payments to External Contractors,3322.26,28/07/2015,Communities,,,
INSERTED DETAIL,100307,Mereside Home,50855189,R5806,Residential Care (Adults),2972.40,13/07/2015,People Group,,,
INSERTED DETAIL,100087,Merevale House Residential Home Ltd,50855190,R5806,Residential Care (Adults),6308.72,13/07/2015,People Group,,,
INSERTED DETAIL,209668,Merlin Business Support (Warwick Castle/SeaLife),50850892,R4915,Educational Visits Expenditure,500.00,06/07/2015,Schools,,,
INSERTED DETAIL,204012,Merrydays Montessori Nursery School,50852503,R6106,Private Providers - Early Years Funding,4086.22,13/07/2015,People Group,,,
INSERTED DETAIL,218233,Methodist Homes,50855077,R5806,Residential Care (Adults),9420.32,13/07/2015,People Group,,,
INSERTED DETAIL,218233,Methodist Homes,50855077,R5806,Residential Care (Adults),3768.16,13/07/2015,People Group,,,
INSERTED DETAIL,218233,Methodist Homes,50855077,R5806,Residential Care (Adults),1834.08,13/07/2015,People Group,,,
INSERTED DETAIL,218233,Methodist Homes,50855152,R5806,Residential Care (Adults),2764.68,13/07/2015,People Group,,,
INSERTED DETAIL,218233,Methodist Homes,50855152,R5806,Residential Care (Adults),5009.16,13/07/2015,People Group,,,
INSERTED DETAIL,218233,Methodist Homes,50855152,R5806,Residential Care (Adults),7572.44,13/07/2015,People Group,,,
INSERTED DETAIL,218233,Methodist Homes,50855152,R5806,Residential Care (Adults),6064.00,13/07/2015,People Group,,,
INSERTED DETAIL,218233,Methodist Homes,50855077,R5806,Residential Care (Adults),3040.00,13/07/2015,People Group,,,
INSERTED DETAIL,218233,Methodist Homes,50855077,R5806,Residential Care (Adults),3868.16,13/07/2015,People Group,,,
INSERTED DETAIL,218233,Methodist Homes,50855076,R5806,Residential Care (Adults),2790.92,13/07/2015,People Group,,,
INSERTED DETAIL,218233,Methodist Homes,50855029,R5806,Residential Care (Adults),1530.00,13/07/2015,People Group,,,
INSERTED DETAIL,204017,Metric Group Ltd,50857340,R2001,Buildings Maintenance,1353.80,17/07/2015,Communities,,,
INSERTED DETAIL,100250,MGB Care Services Ltd,50855037,R5806,Residential Care (Adults),7092.04,13/07/2015,People Group,,,
INSERTED DETAIL,218099,Mickleton Primary School,50851424,R6107,SEN Statements Funding - Non-Maintained Schools,966.83,30/07/2015,People Group,,,
INSERTED DETAIL,218099,Mickleton Primary School,50851426,R6107,SEN Statements Funding - Non-Maintained Schools,966.83,31/07/2015,People Group,,,
INSERTED DETAIL,218099,Mickleton Primary School,50851425,R6107,SEN Statements Funding - Non-Maintained Schools,966.83,31/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50849807,R5851,Supported Living,797.50,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50849809,R5810,Adult Day Care,760.00,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50849830,R5851,Supported Living,510.40,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50849831,R5810,Adult Day Care,760.00,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50851992,R5810,Adult Day Care,528.00,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50851993,R5810,Adult Day Care,560.00,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50851995,R5851,Supported Living,717.75,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50851996,R5810,Adult Day Care,1545.60,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50851997,R5810,Adult Day Care,1612.80,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50851998,R5810,Adult Day Care,1108.80,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50851999,R5851,Supported Living,1914.00,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852000,R5851,Supported Living,829.40,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852001,R5810,Adult Day Care,1747.20,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852045,R5810,Adult Day Care,537.60,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852046,R5810,Adult Day Care,1008.00,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852047,R5851,Supported Living,717.75,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852225,R5851,Supported Living,510.40,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852228,R5851,Supported Living,1116.50,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852229,R5851,Supported Living,526.35,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852286,R5851,Supported Living,606.10,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852287,R5851,Supported Living,1802.35,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852288,R5851,Supported Living,1307.90,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852290,R5810,Adult Day Care,720.00,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50849805,R5851,Supported Living,2934.80,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50849806,R5851,Supported Living,638.00,08/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852044,R5851,Supported Living,3190.00,09/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852226,R5851,Supported Living,2271.30,09/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852049,R5851,Supported Living,2647.70,09/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852050,R5851,Supported Living,1116.50,09/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852223,R5851,Supported Living,2647.70,09/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852048,R5851,Supported Living,1499.30,09/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852051,R5851,Supported Living,1722.60,09/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50852234,R5851,Supported Living,829.40,10/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50849833,R5851,Supported Living,576.30,10/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50846930,R5851,Supported Living,574.20,10/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50847052,R5851,Supported Living,765.60,10/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50846931,R5851,Supported Living,606.10,10/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50858669,R5810,Adult Day Care,782.40,21/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50858668,R5810,Adult Day Care,1260.80,21/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50858667,R5810,Adult Day Care,806.40,21/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50858664,R5851,Supported Living,780.92,21/07/2015,People Group,,,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50858665,R5810,Adult Day Care,688.00,21/07/2015,People Group,,,
INSERTED DETAIL,204049,Midfit Tyre Services,50816153,R2754,Waste Management,792.60,02/07/2015,Communities,,,
INSERTED DETAIL,220971,Midland Slurry Systems Ltd,50846639,C1030,"New Construction, Conversion & Renovation",6005.00,23/07/2015,Capital,,,
INSERTED DETAIL,204065,Midshire Business Systems Ltd (****0870),50851921,R4307,Photocopier Expenses,673.99,08/07/2015,Schools,,,
INSERTED DETAIL,217290,Midway Care Ltd (RES),50855191,R5806,Residential Care (Adults),9162.20,13/07/2015,People Group,,,
INSERTED DETAIL,217290,Midway Care Ltd (RES),50855191,R5806,Residential Care (Adults),7251.28,13/07/2015,People Group,,,
INSERTED DETAIL,100199,Milbury Care Services,50855192,R5806,Residential Care (Adults),6109.40,13/07/2015,People Group,,,
INSERTED DETAIL,204078,Milby Nursery and Kids Club,50852504,R6106,Private Providers - Early Years Funding,2741.31,13/07/2015,People Group,,,
INSERTED DETAIL,226794,Millbrook Healthcare - A division of Millbrook Furnishing Industries Ltd,50849588,R4011,Equipment - Disabled Living,293689.46,07/07/2015,People Group,,,
INSERTED DETAIL,226794,Millbrook Healthcare - A division of Millbrook Furnishing Industries Ltd,50849589,R4011,Equipment - Disabled Living,-2193.99,07/07/2015,People Group,,,
INSERTED DETAIL,226794,Millbrook Healthcare - A division of Millbrook Furnishing Industries Ltd,50860418,R5809,Adult Social Care Contracts,44543.50,27/07/2015,People Group,,,
INSERTED DETAIL,204082,Miller Briggs & Co,50865197,R2202,Rent - Service Charges,600.00,31/07/2015,Resources,,,
INSERTED DETAIL,204089,Milverton House Nursery,50852505,R6106,Private Providers - Early Years Funding,12065.62,13/07/2015,People Group,,,
INSERTED DETAIL,217812,Minster Lodge Care Home,50855198,R5806,Residential Care (Adults),3718.52,13/07/2015,People Group,,,
INSERTED DETAIL,217812,Minster Lodge Care Home,50855198,R5806,Residential Care (Adults),2655.92,13/07/2015,People Group,,,
INSERTED DETAIL,204119,Mitchell Diesels,50852314,R4030,Materials,2740.00,15/07/2015,Communities,,,
INSERTED DETAIL,204121,Mitie Security Ltd,50851196,R2010,Security Services,525.00,10/07/2015,Resources,,,
INSERTED DETAIL,204127,Mns Accident Repair Centre Ltd,50847404,R3502,Motor Insurance Claims,563.00,01/07/2015,Other Services,,,
INSERTED DETAIL,204127,Mns Accident Repair Centre Ltd,50847427,R3502,Motor Insurance Claims,626.00,01/07/2015,Other Services,,,
INSERTED DETAIL,204127,Mns Accident Repair Centre Ltd,50848918,R3502,Motor Insurance Claims,1138.95,03/07/2015,Other Services,,,
INSERTED DETAIL,204129,Mobile Care Services Ltd,50862900,R5805,Homecare - External Domiciliary (Adults),643.20,29/07/2015,People Group,,,
INSERTED DETAIL,228643,Mobilis Transport Planning Ltd,50848979,R4409,Consultancy,2333.33,30/07/2015,Communities,,,
INSERTED DETAIL,217804,Mockley Manor (Coate Water Ltd),50855199,R5806,Residential Care (Adults),1848.20,13/07/2015,People Group,,,
INSERTED DETAIL,217804,Mockley Manor (Coate Water Ltd),50855199,R5806,Residential Care (Adults),7925.56,13/07/2015,People Group,,,
INSERTED DETAIL,217804,Mockley Manor (Coate Water Ltd),50855199,R5806,Residential Care (Adults),1848.20,13/07/2015,People Group,,,
INSERTED DETAIL,217804,Mockley Manor (Coate Water Ltd),50855199,R5806,Residential Care (Adults),5378.32,13/07/2015,People Group,,,
INSERTED DETAIL,217804,Mockley Manor (Coate Water Ltd),50855199,R5806,Residential Care (Adults),11222.32,13/07/2015,People Group,,,
INSERTED DETAIL,217804,Mockley Manor (Coate Water Ltd),50855199,R5806,Residential Care (Adults),2216.44,13/07/2015,People Group,,,
INSERTED DETAIL,227856,Moira Murray Consultancy Ltd,50840929,R4409,Consultancy,1650.00,03/07/2015,People Group,,,
INSERTED DETAIL,209174,Moniteye,50846813,R5706,Payments to Third Parties - Recoverable Operating Expenditure,910.00,17/07/2015,Communities,,,
INSERTED DETAIL,209174,Moniteye,50846815,R5706,Payments to Third Parties - Recoverable Operating Expenditure,730.00,22/07/2015,Communities,,,
INSERTED DETAIL,209174,Moniteye,50847101,R5706,Payments to Third Parties - Recoverable Operating Expenditure,990.00,22/07/2015,Communities,,,
INSERTED DETAIL,219428,Monkey and Menace Ltd (t/a Banana Moon Day Nursery at Kingsbury),50852580,R6106,Private Providers - Early Years Funding,3861.00,13/07/2015,People Group,,,
INSERTED DETAIL,219428,Monkey and Menace Ltd (t/a Banana Moon Day Nursery at Kingsbury),50852581,R6106,Private Providers - Early Years Funding,1930.50,13/07/2015,People Group,,,
INSERTED DETAIL,210714,Monkey Puzzle Day Nursery Warwick,50852574,R6106,Private Providers - Early Years Funding,1640.92,13/07/2015,People Group,,,
INSERTED DETAIL,999982,Morrish Solicitors LLP Client Account,50858220,R4928,Casualty Insurance Claims,13000.00,20/07/2015,Other Services,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50834608,R1101,Agency Staff Pay,1460.00,03/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50834607,R1101,Agency Staff Pay,1912.00,03/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50834606,R1101,Agency Staff Pay,500.00,03/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50834605,R1101,Agency Staff Pay,1700.00,03/07/2015,People Group,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50834603,R1101,Agency Staff Pay,2307.00,03/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50834601,R1101,Agency Staff Pay,510.00,03/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50834600,R1101,Agency Staff Pay,2884.50,03/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50834598,R1101,Agency Staff Pay,1442.25,03/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50844797,R1101,Agency Staff Pay,1400.00,03/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50834599,R1101,Agency Staff Pay,1488.00,03/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50837883,R1101,Agency Staff Pay,1860.00,10/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50837884,R1101,Agency Staff Pay,1602.50,10/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50837885,R1101,Agency Staff Pay,629.00,10/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50837887,R1101,Agency Staff Pay,3172.13,10/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50837882,R1101,Agency Staff Pay,720.00,10/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50837889,R1101,Agency Staff Pay,2125.00,10/07/2015,People Group,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50837890,R1101,Agency Staff Pay,625.00,10/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50837891,R1101,Agency Staff Pay,2390.00,10/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50837892,R1101,Agency Staff Pay,1825.00,10/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50837888,R4409,Consultancy,1350.00,10/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50842249,R1101,Agency Staff Pay,1800.00,17/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50842250,R1101,Agency Staff Pay,1602.50,17/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50842251,R1101,Agency Staff Pay,1602.50,17/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50842252,R1101,Agency Staff Pay,629.00,17/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50842253,R4409,Consultancy,750.00,17/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50842254,R1101,Agency Staff Pay,1825.00,17/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50842282,R1101,Agency Staff Pay,1860.00,17/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50842283,R1101,Agency Staff Pay,510.00,17/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50842284,R1101,Agency Staff Pay,2883.75,17/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50842285,R1101,Agency Staff Pay,2125.00,17/07/2015,People Group,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50842286,R1101,Agency Staff Pay,7569.00,17/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50842287,R1101,Agency Staff Pay,625.00,17/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50846160,R1101,Agency Staff Pay,1825.00,24/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50846159,R1101,Agency Staff Pay,2883.75,24/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50846032,R1101,Agency Staff Pay,4780.00,24/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50846025,R1101,Agency Staff Pay,1800.00,24/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50846031,R1101,Agency Staff Pay,625.00,24/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50846027,R1101,Agency Staff Pay,1860.00,24/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50846028,R1101,Agency Staff Pay,1602.50,24/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50846029,R1101,Agency Staff Pay,510.00,24/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50846030,R4409,Consultancy,750.00,24/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50846026,R1101,Agency Staff Pay,3044.75,24/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50848805,R1101,Agency Staff Pay,2390.00,31/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50848806,R1101,Agency Staff Pay,1825.00,31/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50848804,R1101,Agency Staff Pay,625.00,31/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50848797,R1101,Agency Staff Pay,1800.00,31/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50848798,R1101,Agency Staff Pay,1860.00,31/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50848799,R1101,Agency Staff Pay,1602.50,31/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50848800,R1101,Agency Staff Pay,510.00,31/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50848801,R1101,Agency Staff Pay,2883.75,31/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50848802,R4409,Consultancy,750.00,31/07/2015,Resources,,,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50848803,R1101,Agency Staff Pay,2125.00,31/07/2015,People Group,,,
INSERTED DETAIL,228673,Mosiac Publicity Ltd,50854495,R1601,Training - External,2279.40,20/07/2015,Communities,,,
INSERTED DETAIL,210002,Mostyn Music,50863815,R4030,Materials,1678.02,31/07/2015,People Group,,,
INSERTED DETAIL,210968,Mott Macdonald Ltd,50850839,C1030,"New Construction, Conversion & Renovation",81040.75,14/07/2015,Capital,,,
INSERTED DETAIL,226365,Ms E S Singleton t/a Singlelaw,50843755,R4058,Books,670.00,14/07/2015,Resources,,,
INSERTED DETAIL,204300,Munchkin Melodies,50858075,R4304,Educational Initiatives,813.00,24/07/2015,Communities,,,
INSERTED DETAIL,207813,Myton School Trust (Academy),50853717,R4443,Professional Fees Admin,4903.72,16/07/2015,Schools,,,
INSERTED DETAIL,207813,Myton School Trust (Academy),50860464,R6107,SEN Statements Funding - Non-Maintained Schools,12684.00,27/07/2015,People Group,,,
INSERTED DETAIL,207813,Myton School Trust (Academy),50861832,R4443,Professional Fees Admin,3332.24,30/07/2015,Schools,,,
INSERTED DETAIL,100454,NAS Services Ltd (National Autistic Society),50855206,R5806,Residential Care (Adults),7231.44,13/07/2015,People Group,,,
INSERTED DETAIL,100454,NAS Services Ltd (National Autistic Society),50858584,R5806,Residential Care (Adults),33386.08,22/07/2015,People Group,,,
INSERTED DETAIL,204361,National Community Safety Network,50847763,R1601,Training - External,698.00,02/07/2015,Communities,,,
INSERTED DETAIL,204366,National Measurement & Regulation Office,50862902,R4018,Equipment Repair & Maintenance,850.00,29/07/2015,Communities,,,
INSERTED DETAIL,211645,National Star Foundation,50855207,R5806,Residential Care (Adults),4919.00,13/07/2015,People Group,,,
INSERTED DETAIL,228356,NCompass Training Ltd,50847193,R1101,Agency Staff Pay,3185.00,30/07/2015,Resources,,,
INSERTED DETAIL,204381,Ndors Ltd,50854800,R4403,Business Support Activities,65580.00,16/07/2015,Communities,,,
INSERTED DETAIL,204399,Neopost Credifon (****8749),50849550,R4309,Postage & Carriage,500.00,08/07/2015,People Group,,,
INSERTED DETAIL,204399,Neopost Credifon (****8749),50847584,R4309,Postage & Carriage,1600.00,09/07/2015,Communities,,,
INSERTED DETAIL,204399,Neopost Credifon (****8749),50855004,R4022,Franking Machine - Maintenance,4000.00,20/07/2015,Resources,,,
INSERTED DETAIL,204399,Neopost Credifon (****8749),50865121,R4309,Postage & Carriage,500.00,31/07/2015,People Group,,,
INSERTED DETAIL,204398,Neopost Finance Ltd (****0489),50836355,R2301,Rates,-588.23,10/07/2015,Communities,,,
INSERTED DETAIL,200280,Nestor Primecare Services Ltd t/a Allied Healthcare(****1543),50859863,R5805,Homecare - External Domiciliary (Adults),906.94,24/07/2015,People Group,,,
INSERTED DETAIL,213502,Netcall Telecom Ltd,50849919,R4503,Hardware,1050.00,10/07/2015,Resources,,,
INSERTED DETAIL,221924,Nethanvale Nursing Home,50855208,R5806,Residential Care (Adults),1757.96,13/07/2015,People Group,,,
INSERTED DETAIL,100439,Netherhall Nursing Home,50855209,R5806,Residential Care (Adults),1630.00,13/07/2015,People Group,,,
INSERTED DETAIL,204403,Nettle Hill Training & Conference Centre,50854801,R2204,Room Hire - External,5250.00,15/07/2015,Communities,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50852799,R5810,Adult Day Care,532.00,08/07/2015,People Group,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50852797,R5810,Adult Day Care,518.00,08/07/2015,People Group,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50852796,R5810,Adult Day Care,793.00,08/07/2015,People Group,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50852795,R5810,Adult Day Care,504.00,08/07/2015,People Group,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50852951,R5810,Adult Day Care,588.00,08/07/2015,People Group,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50852791,R5851,Supported Living,1222.00,08/07/2015,People Group,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50852784,R5810,Adult Day Care,560.00,08/07/2015,People Group,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50852787,R5851,Supported Living,1482.00,08/07/2015,People Group,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50852789,R5851,Supported Living,1053.00,08/07/2015,People Group,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50852790,R5810,Adult Day Care,560.00,08/07/2015,People Group,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50852786,R5810,Adult Day Care,500.00,08/07/2015,People Group,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50852257,R5851,Supported Living,2288.00,09/07/2015,People Group,,,
