,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
INSERTED DETAIL,100183,Lucy Glyn House,50840566,R5805,Homecare - External Domiciliary (Adults),3689.00,17/06/2015,People Group,
INSERTED DETAIL,100183,Lucy Glyn House,50844300,R5805,Homecare - External Domiciliary (Adults),8092.00,23/06/2015,People Group,
INSERTED DETAIL,100183,Lucy Glyn House,50844299,R5805,Homecare - External Domiciliary (Adults),896.00,23/06/2015,People Group,
INSERTED DETAIL,100183,Lucy Glyn House,50844298,R5805,Homecare - External Domiciliary (Adults),896.00,23/06/2015,People Group,
INSERTED DETAIL,100183,Lucy Glyn House,50844297,R5805,Homecare - External Domiciliary (Adults),896.00,23/06/2015,People Group,
INSERTED DETAIL,100183,Lucy Glyn House,50844309,R5805,Homecare - External Domiciliary (Adults),8092.00,23/06/2015,People Group,
INSERTED DETAIL,100183,Lucy Glyn House,50844310,R5805,Homecare - External Domiciliary (Adults),8092.00,23/06/2015,People Group,
INSERTED DETAIL,100183,Lucy Glyn House,50847049,R5805,Homecare - External Domiciliary (Adults),896.00,30/06/2015,People Group,
INSERTED DETAIL,204021,M I Taxi Service,50840301,R3204,Home To School / College Transport,591.50,16/06/2015,People Group,
INSERTED DETAIL,208924,M&J Group Construction and Roofing,50839267,C1030,"New Construction, Conversion & Renovation",26499.58,15/06/2015,Capital,
INSERTED DETAIL,208268,Machine Mart Ltd,50845824,R4030,Materials,-819.13,25/06/2015,Communities,
INSERTED DETAIL,100305,Macintyre Care,50839819,R5806,Residential Care (Adults),6663.52,15/06/2015,People Group,
INSERTED DETAIL,203814,Mackadown Day Centre,50838855,R5810,Adult Day Care,1518.66,12/06/2015,People Group,
INSERTED DETAIL,203827,Magna Print Books,50836003,R4058,Books,5161.72,09/06/2015,Resources,
INSERTED DETAIL,203827,Magna Print Books,50847123,R4058,Books,827.78,30/06/2015,Resources,
INSERTED DETAIL,221536,Maire Lowe and Associates Ltd,50834237,R1601,Training - External,700.00,09/06/2015,Resources,
INSERTED DETAIL,228166,Majesticare (Oak Lodge) Ltd,50839855,R5806,Residential Care (Adults),1859.64,15/06/2015,People Group,
INSERTED DETAIL,203832,Making Space,50830688,R5702,Payments to External Contractors,5483.33,02/06/2015,Communities,
INSERTED DETAIL,203832,Making Space,50830689,R5702,Payments to External Contractors,5483.33,02/06/2015,Communities,
INSERTED DETAIL,100086,Manor House Residential Home,50839944,R5806,Residential Care (Adults),7436.16,15/06/2015,People Group,
INSERTED DETAIL,100086,Manor House Residential Home,50839944,R5806,Residential Care (Adults),1859.04,15/06/2015,People Group,
INSERTED DETAIL,213600,Mansfield King Landscape Design Ltd,50845845,C1050,External Fees,1956.00,26/06/2015,Capital,
,,MANTEC SERVICES UK LTD,P-Card,,,"1,402.40 ",22/06/2015,,
INSERTED DETAIL,203855,Maple Hayes School,50843628,R6107,SEN Statements Funding - Non-Maintained Schools,6080.20,26/06/2015,People Group,
INSERTED DETAIL,203855,Maple Hayes School,50843630,R6107,SEN Statements Funding - Non-Maintained Schools,4485.20,26/06/2015,People Group,
INSERTED DETAIL,203855,Maple Hayes School,50843629,R6107,SEN Statements Funding - Non-Maintained Schools,4485.20,26/06/2015,People Group,
INSERTED DETAIL,203855,Maple Hayes School,50843627,R6107,SEN Statements Funding - Non-Maintained Schools,6080.20,26/06/2015,People Group,
INSERTED DETAIL,203855,Maple Hayes School,50843648,R6107,SEN Statements Funding - Non-Maintained Schools,6080.20,26/06/2015,People Group,
INSERTED DETAIL,203855,Maple Hayes School,50843631,R6107,SEN Statements Funding - Non-Maintained Schools,4485.20,26/06/2015,People Group,
INSERTED DETAIL,203855,Maple Hayes School,50843626,R6107,SEN Statements Funding - Non-Maintained Schools,6080.20,26/06/2015,People Group,
INSERTED DETAIL,203855,Maple Hayes School,50843632,R6107,SEN Statements Funding - Non-Maintained Schools,4485.20,26/06/2015,People Group,
INSERTED DETAIL,228743,Maple Leaf Designs Ltd,50834240,R4433,Sport Instruction,3888.00,18/06/2015,Schools,
INSERTED DETAIL,100167,Maria Mallaband Properties (3) Ltd T/A Bowerfield Court,50839692,R5806,Residential Care (Adults),3353.04,15/06/2015,People Group,
INSERTED DETAIL,221107,Martin & Co - Rugby Lettings Centre Ltd,50845972,R6104,Social Care - Section 17 Payments,1200.00,26/06/2015,People Group,
INSERTED DETAIL,223129,Masie Daycare,50834650,R4606,Pre-School Teachers Flexible Payments,1300.00,05/06/2015,People Group,
INSERTED DETAIL,223129,Masie Daycare,50842162,R6106,Private Providers - Early Years Funding,6745.25,22/06/2015,People Group,
INSERTED DETAIL,226729,Match Foster Care,50829010,R5822,Foster Care Payments - External,3151.15,02/06/2015,People Group,
INSERTED DETAIL,226729,Match Foster Care,50836854,R5822,Foster Care Payments - External,3049.50,26/06/2015,People Group,
INSERTED DETAIL,205294,Mayday Trust,50831471,R5805,Homecare - External Domiciliary (Adults),516.00,01/06/2015,People Group,
INSERTED DETAIL,205294,Mayday Trust,50831548,R5805,Homecare - External Domiciliary (Adults),670.80,01/06/2015,People Group,
INSERTED DETAIL,205294,Mayday Trust,50831561,R5805,Homecare - External Domiciliary (Adults),619.20,01/06/2015,People Group,
INSERTED DETAIL,205294,Mayday Trust,50831562,R5805,Homecare - External Domiciliary (Adults),541.80,01/06/2015,People Group,
INSERTED DETAIL,205294,Mayday Trust,50831568,R5805,Homecare - External Domiciliary (Adults),1032.00,01/06/2015,People Group,
INSERTED DETAIL,205294,Mayday Trust,50831560,R5805,Homecare - External Domiciliary (Adults),3060.00,03/06/2015,People Group,
INSERTED DETAIL,220141,MCI Diventi Ltd,50822024,R4503,Hardware,1715.00,05/06/2015,Resources,
INSERTED DETAIL,203973,Mcl Transport Consultants Ltd,50829528,R4409,Consultancy,4257.50,01/06/2015,Communities,
INSERTED DETAIL,203973,Mcl Transport Consultants Ltd,50829516,R4409,Consultancy,1650.00,10/06/2015,Communities,
INSERTED DETAIL,203973,Mcl Transport Consultants Ltd,50829515,R4409,Consultancy,3736.08,10/06/2015,Communities,
INSERTED DETAIL,228369,McPhillips (Wellington) Ltd,50826014,C1050,External Fees,76527.19,05/06/2015,Capital,
INSERTED DETAIL,228369,McPhillips (Wellington) Ltd,50826013,C1050,External Fees,45548.17,05/06/2015,Capital,
INSERTED DETAIL,228369,McPhillips (Wellington) Ltd,50842771,C1050,External Fees,78940.17,30/06/2015,Capital,
INSERTED DETAIL,203974,Mcpolin Landscapes,50835027,R2752,Grounds Maintenance Contract,644.75,05/06/2015,Schools,
INSERTED DETAIL,203974,Mcpolin Landscapes,50836266,R2752,Grounds Maintenance Contract,644.75,10/06/2015,Schools,
INSERTED DETAIL,221492,MDNX Group Ltd - Enterprise Services Ltd t/a Easynet,50830281,R4511,Private Circuit Lines,5738.32,16/06/2015,Resources,
INSERTED DETAIL,203977,Mears Care Ltd,50819269,R5805,Homecare - External Domiciliary (Adults),2234.48,17/06/2015,People Group,
INSERTED DETAIL,203977,Mears Care Ltd,50819270,R5805,Homecare - External Domiciliary (Adults),2234.48,17/06/2015,People Group,
INSERTED DETAIL,203977,Mears Care Ltd,50838014,R5805,Homecare - External Domiciliary (Adults),1870.19,25/06/2015,People Group,
INSERTED DETAIL,203984,Medical Gas Solutions Ltd,50816139,R4020,Fire Equipment Maintenance,-579.60,11/06/2015,Fire and Rescue,
INSERTED DETAIL,203984,Medical Gas Solutions Ltd,50822129,R4020,Fire Equipment Maintenance,579.60,11/06/2015,Fire and Rescue,
INSERTED DETAIL,203984,Medical Gas Solutions Ltd,50837084,R4020,Fire Equipment Maintenance,579.60,11/06/2015,Fire and Rescue,
INSERTED DETAIL,100283,Mencap (****3598),50838690,R5851,Supported Living,1013.80,12/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50838691,R5851,Supported Living,1013.80,12/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839049,R5851,Supported Living,1013.80,12/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839058,R5851,Supported Living,1013.80,12/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839059,R5851,Supported Living,796.56,12/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839060,R5851,Supported Living,1013.80,12/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50836594,R5805,Homecare - External Domiciliary (Adults),-3191.34,12/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839528,R5851,Supported Living,2877.00,15/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839066,R5851,Supported Living,1013.80,15/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839065,R5851,Supported Living,1013.80,15/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839529,R5851,Supported Living,2260.50,15/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839530,R5851,Supported Living,2877.00,15/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839531,R5851,Supported Living,2877.00,15/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839532,R5851,Supported Living,2877.00,15/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839533,R5851,Supported Living,2877.00,15/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839534,R5851,Supported Living,616.50,15/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839557,R5851,Supported Living,2877.00,15/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839756,R5806,Residential Care (Adults),2317.92,15/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50839632,R5851,Supported Living,1013.80,15/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50840570,R5851,Supported Living,2877.00,17/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50840572,R5851,Supported Living,3726.40,17/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844043,R5851,Supported Living,1534.40,22/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844044,R5851,Supported Living,1507.00,22/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844045,R5851,Supported Living,1342.60,22/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844046,R5851,Supported Living,1986.52,22/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844401,R5851,Supported Living,767.20,23/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844091,R5851,Supported Living,1342.60,23/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844093,R5851,Supported Living,1013.80,23/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844381,R5851,Supported Living,767.20,23/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844382,R5851,Supported Living,1013.80,23/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844384,R5851,Supported Living,589.12,23/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844386,R5851,Supported Living,589.12,23/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844387,R5851,Supported Living,520.60,23/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844397,R5851,Supported Living,1013.80,23/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50844400,R5851,Supported Living,584.52,23/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50845500,R5851,Supported Living,584.52,25/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50845511,R5851,Supported Living,520.60,25/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50845501,R5851,Supported Living,1534.40,25/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50845512,R5851,Supported Living,589.12,25/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50845499,R5851,Supported Living,589.12,25/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50845497,R5851,Supported Living,584.52,25/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50845496,R5851,Supported Living,589.12,25/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50845506,R5851,Supported Living,589.12,25/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50845505,R5851,Supported Living,767.20,25/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50845495,R5851,Supported Living,520.60,25/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50846921,R5851,Supported Living,1150.80,30/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50847054,R5851,Supported Living,520.60,30/06/2015,People Group,
INSERTED DETAIL,100283,Mencap (****3598),50845508,R5851,Supported Living,2877.00,30/06/2015,People Group,
INSERTED DETAIL,100307,Mereside Home,50839825,R5806,Residential Care (Adults),2972.40,15/06/2015,People Group,
INSERTED DETAIL,100087,Merevale House Residential Home Ltd,50839826,R5806,Residential Care (Adults),11801.58,15/06/2015,People Group,
INSERTED DETAIL,204012,Merrydays Montessori Nursery School,50842704,R6107,SEN Statements Funding - Non-Maintained Schools,1208.00,19/06/2015,People Group,
INSERTED DETAIL,204012,Merrydays Montessori Nursery School,50842047,R6106,Private Providers - Early Years Funding,13257.84,22/06/2015,People Group,
INSERTED DETAIL,218233,Methodist Homes,50839707,R5806,Residential Care (Adults),2790.92,15/06/2015,People Group,
INSERTED DETAIL,218233,Methodist Homes,50839708,R5806,Residential Care (Adults),3868.16,15/06/2015,People Group,
INSERTED DETAIL,218233,Methodist Homes,50839708,R5806,Residential Care (Adults),3040.00,15/06/2015,People Group,
INSERTED DETAIL,218233,Methodist Homes,50839788,R5806,Residential Care (Adults),6064.00,15/06/2015,People Group,
INSERTED DETAIL,218233,Methodist Homes,50839708,R5806,Residential Care (Adults),3768.16,15/06/2015,People Group,
INSERTED DETAIL,218233,Methodist Homes,50839708,R5806,Residential Care (Adults),1834.08,15/06/2015,People Group,
INSERTED DETAIL,218233,Methodist Homes,50839788,R5806,Residential Care (Adults),2764.68,15/06/2015,People Group,
INSERTED DETAIL,218233,Methodist Homes,50839788,R5806,Residential Care (Adults),5009.16,15/06/2015,People Group,
INSERTED DETAIL,218233,Methodist Homes,50839788,R5806,Residential Care (Adults),7572.44,15/06/2015,People Group,
INSERTED DETAIL,218233,Methodist Homes,50839659,R5806,Residential Care (Adults),1530.00,15/06/2015,People Group,
INSERTED DETAIL,218233,Methodist Homes,50839708,R5806,Residential Care (Adults),8219.05,15/06/2015,People Group,
INSERTED DETAIL,100250,MGB Care Services Ltd,50839667,R5806,Residential Care (Adults),7092.04,15/06/2015,People Group,
INSERTED DETAIL,218099,Mickleton Primary School,50823067,R6107,SEN Statements Funding - Non-Maintained Schools,966.83,02/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50834159,R5851,Supported Living,510.40,05/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50832977,R5851,Supported Living,510.40,05/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50834160,R5851,Supported Living,542.30,10/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50834164,R5810,Adult Day Care,1108.80,10/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50833041,R5851,Supported Living,829.40,11/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843772,R5851,Supported Living,797.50,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843774,R5851,Supported Living,765.60,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843775,R5851,Supported Living,606.10,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843776,R5851,Supported Living,1400.00,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843778,R5810,Adult Day Care,1260.80,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843779,R5810,Adult Day Care,1008.00,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843780,R5851,Supported Living,765.60,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843783,R5851,Supported Living,1499.30,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843804,R5810,Adult Day Care,520.00,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843745,R5810,Adult Day Care,806.40,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843743,R5851,Supported Living,780.92,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843742,R5851,Supported Living,606.10,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50828211,R5805,Homecare - External Domiciliary (Adults),-1405.00,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843707,R5851,Supported Living,813.45,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843706,R5851,Supported Living,1914.00,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843704,R5810,Adult Day Care,563.60,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843705,R5851,Supported Living,685.85,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50828549,R5805,Homecare - External Domiciliary (Adults),-8430.00,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843968,R5851,Supported Living,1722.60,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843967,R5810,Adult Day Care,1545.60,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843966,R5810,Adult Day Care,1003.20,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843964,R5810,Adult Day Care,528.00,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843962,R5810,Adult Day Care,688.00,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843960,R5851,Supported Living,576.30,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843955,R5851,Supported Living,1116.50,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843954,R5851,Supported Living,877.25,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843952,R5851,Supported Living,829.40,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843951,R5851,Supported Living,1802.35,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843879,R5810,Adult Day Care,600.00,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843878,R5851,Supported Living,701.80,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843877,R5851,Supported Living,600.00,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843876,R5851,Supported Living,600.12,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843806,R5851,Supported Living,574.20,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843807,R5851,Supported Living,717.75,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843808,R5851,Supported Living,1400.28,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843809,R5851,Supported Living,1400.00,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843810,R5810,Adult Day Care,760.00,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843812,R5810,Adult Day Care,760.00,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843834,R5851,Supported Living,1307.90,22/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843777,R5851,Supported Living,3190.00,23/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50844075,R5851,Supported Living,600.00,23/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843744,R5851,Supported Living,2186.55,23/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843805,R5851,Supported Living,2934.80,23/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843902,R5851,Supported Living,2647.70,23/06/2015,People Group,
INSERTED DETAIL,206647,Mid Warks Mencap T/A Way Ahead  (****8285),50843782,R5851,Supported Living,2647.70,23/06/2015,People Group,
INSERTED DETAIL,209160,Middlemarch Environmental Limited,50835145,C1030,"New Construction, Conversion & Renovation",560.00,08/06/2015,Capital,
INSERTED DETAIL,204060,Midland Survey Ltd,50835746,C1030,"New Construction, Conversion & Renovation",1200.00,08/06/2015,Capital,
INSERTED DETAIL,204060,Midland Survey Ltd,50846137,C1030,"New Construction, Conversion & Renovation",4515.00,30/06/2015,Capital,
INSERTED DETAIL,204062,Midlands Truck & Van Ltd,50837590,R4030,Materials,532.67,26/06/2015,Communities,
INSERTED DETAIL,217290,Midway Care Ltd (RES),50840002,R5805,Homecare - External Domiciliary (Adults),5513.60,15/06/2015,People Group,
INSERTED DETAIL,217290,Midway Care Ltd (RES),50840003,R5805,Homecare - External Domiciliary (Adults),6413.15,15/06/2015,People Group,
INSERTED DETAIL,217290,Midway Care Ltd (RES),50839828,R5806,Residential Care (Adults),7251.28,15/06/2015,People Group,
INSERTED DETAIL,217290,Midway Care Ltd (RES),50839828,R5806,Residential Care (Adults),23943.00,15/06/2015,People Group,
INSERTED DETAIL,217290,Midway Care Ltd (RES),50844550,R5805,Homecare - External Domiciliary (Adults),6104.34,25/06/2015,People Group,
INSERTED DETAIL,100427,Midway Care Ltd (Support Services ****9176),50833027,R5805,Homecare - External Domiciliary (Adults),6206.27,03/06/2015,People Group,
INSERTED DETAIL,204071,Mike De Courcey Travel Ltd,50842586,R5204,Concessionary Fares,8268.28,19/06/2015,Communities,
INSERTED DETAIL,100199,Milbury Care Services,50839829,R5806,Residential Care (Adults),6109.40,15/06/2015,People Group,
INSERTED DETAIL,204078,Milby Nursery and Kids Club,50842048,R6106,Private Providers - Early Years Funding,17956.30,22/06/2015,People Group,
INSERTED DETAIL,219311,Miles Smith Insurance Group,50836104,R4911,Other Insurance Premiums,4025.00,19/06/2015,Resources,
INSERTED DETAIL,226794,Millbrook Healthcare - A division of Millbrook Furnishing Industries Ltd,50836176,R4011,Equipment - Disabled Living,307605.66,10/06/2015,People Group,
INSERTED DETAIL,226794,Millbrook Healthcare - A division of Millbrook Furnishing Industries Ltd,50834627,R5809,Adult Social Care Contracts,44543.50,11/06/2015,People Group,
INSERTED DETAIL,204089,Milverton House Nursery,50842050,R6106,Private Providers - Early Years Funding,12425.09,22/06/2015,People Group,
INSERTED DETAIL,204089,Milverton House Nursery,50842049,R6106,Private Providers - Early Years Funding,8825.31,22/06/2015,People Group,
INSERTED DETAIL,217812,Minster Lodge Care Home,50839835,R5806,Residential Care (Adults),2655.92,15/06/2015,People Group,
INSERTED DETAIL,217812,Minster Lodge Care Home,50839835,R5806,Residential Care (Adults),3718.52,15/06/2015,People Group,
INSERTED DETAIL,226430,Mishi Nurseries Ltd T/A Little Folks,50842179,R6106,Private Providers - Early Years Funding,705.74,22/06/2015,People Group,
INSERTED DETAIL,204121,Mitie Security Ltd,50846413,R2010,Security Services,988.65,29/06/2015,Communities,
INSERTED DETAIL,204121,Mitie Security Ltd,50846252,R2010,Security Services,542.50,30/06/2015,Resources,
INSERTED DETAIL,222678,Moat House Retirement Home,50839836,R5806,Residential Care (Adults),2380.00,15/06/2015,People Group,
INSERTED DETAIL,204128,Mobifi Messaging Ltd,50841836,R4512,Software,1430.00,18/06/2015,Resources,
INSERTED DETAIL,204129,Mobile Care Services Ltd,50845475,R5805,Homecare - External Domiciliary (Adults),600.60,25/06/2015,People Group,
INSERTED DETAIL,217804,Mockley Manor (Coate Water Ltd),50839837,R5806,Residential Care (Adults),7925.56,15/06/2015,People Group,
INSERTED DETAIL,217804,Mockley Manor (Coate Water Ltd),50839837,R5806,Residential Care (Adults),1848.20,15/06/2015,People Group,
INSERTED DETAIL,217804,Mockley Manor (Coate Water Ltd),50839837,R5806,Residential Care (Adults),5378.32,15/06/2015,People Group,
INSERTED DETAIL,217804,Mockley Manor (Coate Water Ltd),50839837,R5806,Residential Care (Adults),1848.20,15/06/2015,People Group,
INSERTED DETAIL,217804,Mockley Manor (Coate Water Ltd),50839837,R5806,Residential Care (Adults),2216.44,15/06/2015,People Group,
INSERTED DETAIL,217804,Mockley Manor (Coate Water Ltd),50839837,R5806,Residential Care (Adults),11222.32,15/06/2015,People Group,
INSERTED DETAIL,215180,Mofor Solutions Ltd,50837562,R5805,Homecare - External Domiciliary (Adults),1351.38,11/06/2015,People Group,
INSERTED DETAIL,215180,Mofor Solutions Ltd,50840577,R5805,Homecare - External Domiciliary (Adults),1228.40,16/06/2015,People Group,
INSERTED DETAIL,219428,Monkey and Menace Ltd (t/a Banana Moon Day Nursery at Kingsbury),50842202,R6106,Private Providers - Early Years Funding,6895.71,22/06/2015,People Group,
INSERTED DETAIL,219428,Monkey and Menace Ltd (t/a Banana Moon Day Nursery at Kingsbury),50842203,R6106,Private Providers - Early Years Funding,10364.22,22/06/2015,People Group,
INSERTED DETAIL,210714,Monkey Puzzle Day Nursery Warwick,50842148,R6106,Private Providers - Early Years Funding,13361.56,22/06/2015,People Group,
INSERTED DETAIL,999982,Morrish Solicitors LLP,50837066,R4928,Casualty Insurance Claims,17000.00,12/06/2015,Other Services,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50821755,R1101,Agency Staff Pay,1825.00,05/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50821753,R1101,Agency Staff Pay,625.00,05/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50821754,R1101,Agency Staff Pay,2390.00,05/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50821752,R1101,Agency Staff Pay,2610.00,05/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50821751,R1101,Agency Staff Pay,2125.00,05/06/2015,People Group,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50821750,R4409,Consultancy,675.00,05/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50821748,R1101,Agency Staff Pay,2883.75,05/06/2015,Resources,
