"setparameter select to_char(sysdate,'DD/MM/YYYY' ) as today from dual ",,,,,,,,,,,,,
,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51016710,R5851,Supported Living,1144.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51016712,R5851,Supported Living,2184.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51016714,R5851,Supported Living,1612.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51016715,R5851,Supported Living,4073.32,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51016716,R5851,Supported Living,1092.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51016718,R5851,Supported Living,1924.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51016999,R5851,Supported Living,1560.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017002,R5851,Supported Living,2422.32,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017003,R5851,Supported Living,1993.32,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017010,R5851,Supported Living,1066.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017013,R5851,Supported Living,1196.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017015,R5851,Supported Living,1053.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017016,R5851,Supported Living,1612.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017017,R5851,Supported Living,2253.32,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017020,R5851,Supported Living,1248.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017056,R5851,Supported Living,3458.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017060,R5851,Supported Living,1612.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017063,R5851,Supported Living,2288.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017066,R5851,Supported Living,2002.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017078,R5810,Adult Day Care,632.50,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017081,R5810,Adult Day Care,632.50,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017082,R5851,Supported Living,980.28,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017085,R5810,Adult Day Care,632.50,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017089,R5810,Adult Day Care,632.50,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017090,R5810,Adult Day Care,632.50,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017092,R5810,Adult Day Care,632.50,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017095,R5810,Adult Day Care,506.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017101,R5810,Adult Day Care,506.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51017102,R5810,Adult Day Care,632.50,04/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51018283,R5810,Adult Day Care,652.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51019633,R5810,Adult Day Care,-4261.85,06/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51023375,R5806,Residential Care (Adults),1220.70,16/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51023375,R5806,Residential Care (Adults),67141.34,16/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026012,R5851,Supported Living,1993.32,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026013,R5851,Supported Living,2422.32,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026014,R5851,Supported Living,2288.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026018,R5851,Supported Living,1612.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026019,R5851,Supported Living,3458.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026023,R5851,Supported Living,1196.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026030,R5851,Supported Living,2002.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026032,R5851,Supported Living,2236.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026034,R5851,Supported Living,1612.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026043,R5851,Supported Living,1144.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026050,R5851,Supported Living,4030.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026096,R5851,Supported Living,980.28,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026122,R5851,Supported Living,2080.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026125,R5851,Supported Living,4073.32,23/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026128,R5851,Supported Living,1092.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026200,R5851,Supported Living,3234.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026203,R5851,Supported Living,1924.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026205,R5851,Supported Living,1612.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026206,R5851,Supported Living,2253.32,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026208,R5851,Supported Living,1248.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026209,R5851,Supported Living,2184.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026210,R5851,Supported Living,1053.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026211,R5851,Supported Living,1560.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,51026212,R5851,Supported Living,1066.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,204421,Newpath Ventures Ltd,51023517,R5810,Adult Day Care,720.00,16/05/2016,People Group,,,,,
INSERTED DETAIL,230023,Next Steps,51016721,R5702,Payments to External Contractors,500.00,18/05/2016,People Group,,,,,
INSERTED DETAIL,204431,Nfer Trading Ltd (****0246),51022840,R4056,Learning Resources Curriculum,557.20,13/05/2016,Schools,,,,,
INSERTED DETAIL,225091,NHS Doncaster CCG,51023377,R5806,Residential Care (Adults),6598.71,16/05/2016,People Group,,,,,
INSERTED DETAIL,220881,NHS Warwickshire North CCG (****7208),51023378,R5806,Residential Care (Adults),2206.52,16/05/2016,People Group,,,,,
INSERTED DETAIL,220881,NHS Warwickshire North CCG (****7208),51028847,R5702,Payments to External Contractors,5000.00,26/05/2016,Communities,,,,,
INSERTED DETAIL,222608,Nicholas Chamberlaine Technology College - Academy,51023059,R6107,SEN Statements Funding - Non-Maintained Schools,1742.00,18/05/2016,People Group,,,,,
INSERTED DETAIL,230646,Niyaa People Ltd,51001330,R1101,Agency Staff Pay,963.09,05/05/2016,Resources,,,,,
INSERTED DETAIL,230646,Niyaa People Ltd,51006014,R1101,Agency Staff Pay,1162.35,12/05/2016,Resources,,,,,
INSERTED DETAIL,230646,Niyaa People Ltd,51008683,R1101,Agency Staff Pay,1237.07,19/05/2016,Resources,,,,,
INSERTED DETAIL,230646,Niyaa People Ltd,51012388,R1101,Agency Staff Pay,1112.54,26/05/2016,Resources,,,,,
INSERTED DETAIL,999982,NNENW Association,51018633,R5501,Grants to Organisations & Voluntary Bodies,3000.00,11/05/2016,Communities,,,,,
INSERTED DETAIL,999982,NNENW Association,51018637,R5501,Grants to Organisations & Voluntary Bodies,3000.00,11/05/2016,Communities,,,,,
INSERTED DETAIL,231151,No5 Chambers Ltd (Helen Barney),51020468,R4443,Professional Fees Admin,14750.00,27/05/2016,Resources,,,,,
INSERTED DETAIL,100462,Noble Care,51023379,R5806,Residential Care (Adults),4052.53,16/05/2016,People Group,,,,,
INSERTED DETAIL,100462,Noble Care,51023379,R5806,Residential Care (Adults),7395.14,16/05/2016,People Group,,,,,
INSERTED DETAIL,100127,Noble Care Ltd,51023182,R5806,Residential Care (Adults),5651.05,16/05/2016,People Group,,,,,
INSERTED DETAIL,100127,Noble Care Ltd,51023182,R5806,Residential Care (Adults),5920.43,16/05/2016,People Group,,,,,
INSERTED DETAIL,204472,Normans (Burton upon Trent) Ltd t/a Normans Musical Instruments,51001058,C1010,Acquisition Of New Assets,1953.00,04/05/2016,Capital,,,,,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,51022828,R5604,Commissioned Works,12761.00,13/05/2016,People Group,,,,,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),51019435,R5208,Recycling Credits - Contract Payments,20236.30,13/05/2016,Communities,,,,,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),51019862,R2706,Refuse Collection / Waste Disposal,677.00,16/05/2016,Schools,,,,,
INSERTED DETAIL,204491,Northamptonshire County Council (****8028),51023380,R5806,Residential Care (Adults),1838.72,16/05/2016,People Group,,,,,
INSERTED DETAIL,229946,Northdoor plc,51025605,R1601,Training - External,7500.00,19/05/2016,Resources,,,,,
INSERTED DETAIL,204495,Northern Diver - International  Ltd,51025847,R4019,Fire Equipment Purchase,3202.50,20/05/2016,Fire and Rescue,,,,,
INSERTED DETAIL,204495,Northern Diver - International  Ltd,51025853,R4019,Fire Equipment Purchase,995.00,20/05/2016,Fire and Rescue,,,,,
INSERTED DETAIL,204497,Northgate Public Services (UK) Ltd,51020322,R3006,Vehicle Licences,4203.13,19/05/2016,Resources,,,,,
INSERTED DETAIL,211996,Northleigh House School,51008320,R6107,SEN Statements Funding - Non-Maintained Schools,1260.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,51008323,R6107,SEN Statements Funding - Non-Maintained Schools,10000.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,211996,Northleigh House School,51018789,R4442,Professional Fees Curriculum,1680.00,09/05/2016,Schools,,,,,
INSERTED DETAIL,211996,Northleigh House School,51018792,R4442,Professional Fees Curriculum,1680.00,09/05/2016,Schools,,,,,
INSERTED DETAIL,211996,Northleigh House School,51019421,R6107,SEN Statements Funding - Non-Maintained Schools,9760.00,27/05/2016,People Group,,,,,
INSERTED DETAIL,100170,Northumbria Calvert Trust,51023233,R5806,Residential Care (Adults),1100.00,16/05/2016,People Group,,,,,
INSERTED DETAIL,999982,Notio Limited,51014258,R2012,Refund of Deposits,950.00,04/05/2016,Communities,,,,,
INSERTED DETAIL,211565,Nottingham City Council,51008357,R6107,SEN Statements Funding - Non-Maintained Schools,17873.73,18/05/2016,People Group,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51004514,C1030,"New Construction, Conversion & Renovation",-12695.40,06/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51004926,R2022,Building (LB),-2407.65,13/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51005639,R2022,Building (LB),735.75,06/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51006333,R2022,Building (LB),522.24,06/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51006496,R2022,Building (LB),749.30,06/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51007653,R2022,Building (LB),772.64,06/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51007680,R2022,Building (LB),611.13,06/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51007691,R2022,Building (LB),987.57,06/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51009718,R2022,Building (LB),562.76,06/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51009843,R2022,Building (LB),-2571.90,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51009844,R2022,Building (LB),-3191.63,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51009898,R2022,Building (LB),3191.63,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51009899,R2022,Building (LB),853.68,13/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51009901,R2022,Building (LB),527.89,13/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51010200,C1030,"New Construction, Conversion & Renovation",14500.00,13/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51010842,R2022,Building (LB),604.16,13/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51011148,R2022,Building (LB),2692.58,13/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51011317,R2022,Building (LB),1753.98,11/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51011320,R2022,Building (LB),-1753.98,11/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51013345,R2022,Building (LB),1220.57,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51013359,R2022,Building (LB),929.73,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51014091,R2022,Building (LB),1559.84,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51014092,R2022,Building (LB),541.76,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51014094,R2022,Building (LB),1092.83,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51014111,R2022,Building (LB),656.97,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51014114,R2022,Building (LB),516.66,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51014115,R2022,Building (LB),828.77,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51014117,R2022,Building (LB),1081.95,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51014873,R2751,Grounds Maintenance Non Contract,1272.67,11/05/2016,Communities,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51015347,R2022,Building (LB),654.00,06/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51016011,R2022,Building (LB),2751.93,27/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51016013,R2022,Building (LB),621.63,06/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51017105,R2022,Building (LB),629.72,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51017410,R2022,Building (LB),983.44,06/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51017411,R2022,Building (LB),764.16,27/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51017412,R2022,Building (LB),771.28,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51017418,R2022,Building (LB),1345.88,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51017419,R2022,Building (LB),1334.45,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51018749,C1030,"New Construction, Conversion & Renovation",14850.00,27/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51018750,R2024,Electrical (LE),817.50,09/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51018751,C1030,"New Construction, Conversion & Renovation",3169.60,10/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51018752,R2022,Building (LB),761.59,27/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51018753,R2022,Building (LB),2441.42,09/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51019833,C1030,"New Construction, Conversion & Renovation",509.57,27/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51019868,C1030,"New Construction, Conversion & Renovation",36147.65,27/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51019869,C1030,"New Construction, Conversion & Renovation",1645.00,27/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51019911,R2022,Building (LB),938.68,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51020239,C1030,"New Construction, Conversion & Renovation",3335.98,10/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51020266,R2022,Building (LB),708.75,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51020652,R2022,Building (LB),17852.48,27/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51020655,R2022,Building (LB),8755.01,27/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51021004,C1030,"New Construction, Conversion & Renovation",728.12,17/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51021005,R2022,Building (LB),3059.51,11/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51021009,R2022,Building (LB),13525.85,27/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51021010,R2022,Building (LB),2698.94,27/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51021011,R2022,Building (LB),4258.10,27/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51021012,R2022,Building (LB),6430.05,27/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51021024,C1030,"New Construction, Conversion & Renovation",14012.46,17/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51021025,C1030,"New Construction, Conversion & Renovation",3002.33,11/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51021881,R2022,Building (LB),1753.98,27/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51021977,R2022,Building (LB),639.25,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51022691,R2022,Building (LB),3371.45,13/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51022692,R2022,Building (LB),6019.64,27/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51022897,R2022,Building (LB),1317.90,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51022925,R2022,Building (LB),540.50,18/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51023562,C1030,"New Construction, Conversion & Renovation",5379.28,20/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51024015,R2022,Building (LB),-2696.28,17/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51024019,R2022,Building (LB),2696.28,17/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51024068,R2022,Building (LB),-1600.00,17/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51025146,R2022,Building (LB),4576.16,27/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51025148,C1030,"New Construction, Conversion & Renovation",4648.52,27/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51025754,C1030,"New Construction, Conversion & Renovation",18416.27,20/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51025755,C1030,"New Construction, Conversion & Renovation",-18416.27,20/05/2016,Capital,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51026702,R2022,Building (LB),1202.29,23/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51026705,R2022,Building (LB),700.18,23/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51027952,R2022,Building (LB),562.67,25/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51027995,R2022,Building (LB),609.13,25/05/2016,Resources,,,,,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,51029292,R2017,Safe Water Remedial Works (SWR),2737.38,27/05/2016,Resources,,,,,
INSERTED DETAIL,226358,NSL Ltd,51003065,R5210,Civil Parking Enforcement Payments,37258.64,06/05/2016,Communities,,,,,
INSERTED DETAIL,226358,NSL Ltd,51003525,R4018,Equipment Repair & Maintenance,895.00,06/05/2016,Communities,,,,,
INSERTED DETAIL,226358,NSL Ltd,51016666,R5210,Civil Parking Enforcement Payments,5180.95,10/05/2016,Communities,,,,,
INSERTED DETAIL,215559,Nugent Care St Catherines Secure Centre,51003489,R5848,Residential Care (Children),20520.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51018925,R5204,Concessionary Fares,3392.58,06/05/2016,People Group,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51022142,R2754,Waste Management,653.03,12/05/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51024869,R2204,Room Hire - External,500.00,18/05/2016,People Group,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51028619,R5208,Recycling Credits - Contract Payments,38970.00,26/05/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51028620,R5208,Recycling Credits - Contract Payments,32383.09,26/05/2016,Communities,,,,,
INSERTED DETAIL,204521,Nuneaton & Bedworth Borough Council,51028625,R5208,Recycling Credits - Contract Payments,35800.93,26/05/2016,Communities,,,,,
INSERTED DETAIL,229966,Nuneaton Methodist Church,50995563,R2204,Room Hire - External,1510.00,04/05/2016,People Group,,,,,
INSERTED DETAIL,230760,Nurture Childcare Services,51003093,R5848,Residential Care (Children),16122.90,06/05/2016,People Group,,,,,
INSERTED DETAIL,230760,Nurture Childcare Services,51014356,R5848,Residential Care (Children),16660.33,27/05/2016,People Group,,,,,
INSERTED DETAIL,220389,Oak Wood Primary (Academy),51023540,R6107,SEN Statements Funding - Non-Maintained Schools,116310.00,18/05/2016,People Group,,,,,
INSERTED DETAIL,220389,Oak Wood Primary (Academy),51024446,R4905,Contingency,5204.00,20/05/2016,Schools,,,,,
INSERTED DETAIL,220390,Oak Wood Secondary (Academy),51023535,R6107,SEN Statements Funding - Non-Maintained Schools,90710.00,18/05/2016,People Group,,,,,
INSERTED DETAIL,218073,Oakfield Primary School (Academy),51023071,R6107,SEN Statements Funding - Non-Maintained Schools,1604.00,18/05/2016,People Group,,,,,
INSERTED DETAIL,218073,Oakfield Primary School (Academy),51024439,R4905,Contingency,9960.00,20/05/2016,Schools,,,,,
INSERTED DETAIL,221330,Oakwood Security Solutions Ltd,51016648,R2010,Security Services,630.00,13/05/2016,Resources,,,,,
INSERTED DETAIL,204567,OCN Open College Network West Midlands Region,51003879,R1690,Internal Expenditure - Training,700.00,06/05/2016,Communities,,,,,
INSERTED DETAIL,204575,Office Update Ltd,51015117,R4024,Furniture,1024.00,10/05/2016,Resources,,,,,
INSERTED DETAIL,204575,Office Update Ltd,51015118,R4024,Furniture,2560.00,10/05/2016,Resources,,,,,
INSERTED DETAIL,204575,Office Update Ltd,51015119,R4024,Furniture,2816.00,10/05/2016,Resources,,,,,
INSERTED DETAIL,204575,Office Update Ltd,51015120,R4024,Furniture,3840.00,10/05/2016,Resources,,,,,
INSERTED DETAIL,204575,Office Update Ltd,51029431,R4024,Furniture,671.00,31/05/2016,Fire and Rescue,,,,,
INSERTED DETAIL,221630,Old Mill Surgery,51017781,R5702,Payments to External Contractors,8051.06,06/05/2016,Communities,,,,,
INSERTED DETAIL,221630,Old Mill Surgery,51029240,R5702,Payments to External Contractors,721.92,27/05/2016,Communities,,,,,
INSERTED DETAIL,100059,Oldbury Grange Nursing Home,51023385,R5806,Residential Care (Adults),2891.85,16/05/2016,People Group,,,,,
INSERTED DETAIL,100059,Oldbury Grange Nursing Home,51023385,R5806,Residential Care (Adults),1887.16,16/05/2016,People Group,,,,,
INSERTED DETAIL,100059,Oldbury Grange Nursing Home,51023385,R5806,Residential Care (Adults),11987.12,16/05/2016,People Group,,,,,
INSERTED DETAIL,100059,Oldbury Grange Nursing Home,51023385,R5806,Residential Care (Adults),1854.68,16/05/2016,People Group,,,,,
INSERTED DETAIL,100059,Oldbury Grange Nursing Home,51023385,R5806,Residential Care (Adults),30425.09,16/05/2016,People Group,,,,,
INSERTED DETAIL,100059,Oldbury Grange Nursing Home,51023385,R5806,Residential Care (Adults),1854.68,16/05/2016,People Group,,,,,
INSERTED DETAIL,100059,Oldbury Grange Nursing Home,51023385,R5806,Residential Care (Adults),6786.21,16/05/2016,People Group,,,,,
INSERTED DETAIL,100059,Oldbury Grange Nursing Home,51023385,R5806,Residential Care (Adults),21006.56,16/05/2016,People Group,,,,,
INSERTED DETAIL,221283,Olympus Care Services Ltd (Evelyn Wright House),51023277,R5806,Residential Care (Adults),2400.00,16/05/2016,People Group,,,,,
INSERTED DETAIL,204582,On Centre Surveys Ltd,51027337,C1030,"New Construction, Conversion & Renovation",3715.00,27/05/2016,Capital,,,,,
INSERTED DETAIL,204587,Onside Coaching Ltd,51004113,R4433,Sport Instruction,1350.00,11/05/2016,Schools,,,,,
INSERTED DETAIL,204587,Onside Coaching Ltd,51008550,R4433,Sport Instruction,1950.00,12/05/2016,Schools,,,,,
INSERTED DETAIL,204587,Onside Coaching Ltd,51014213,R4433,Sport Instruction,750.00,25/05/2016,Schools,,,,,
INSERTED DETAIL,204587,Onside Coaching Ltd,51020641,R4433,Sport Instruction,2910.00,11/05/2016,Schools,,,,,
